,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
177404,177404,177404,2077224302506388_3206313962930744,2022-02-23 07:17:48,photo,,https://family.redcross.org.ua,family.redcross.org.ua,redcross
267078,267078,267078,537872126249267_4120953651274412,2022-02-23 19:25:33,photo,,https://redcross.org.ua/principles/,redcross.org.ua,redcross
267085,267085,267085,2780188656347718466_1766849849,2022-02-23 19:25:36,photo,,https://redcross.org.ua/principles/,redcross.org.ua,redcross
476235,476235,476235,537872126249267_4122676117768832,2022-02-24 10:54:53,photo,,https://redcross.org.ua/mission/,redcross.org.ua,redcross
485175,485175,485175,156728178460630_1165316907601747,2022-02-24 11:10:01,link,Товариство Червоного Хреста України – Ukrainian Red Cross Society,https://redcross.org.ua/en/,redcross.org.ua,redcross
491783,491783,491783,2780669703956414945_1766849849,2022-02-24 11:21:21,photo,,https://redcross.org.ua/mission/,redcross.org.ua,redcross
502984,502984,502984,245486846720517_647321259870405,2022-02-24 11:40:02,link,Товариство Червоного Хреста України – Ukrainian Red Cross Society,https://redcross.org.ua/en/,redcross.org.ua,redcross
518180,518180,518180,274728569553319_1590318381327658,2022-02-24 12:04:18,link,Товариство Червоного Хреста України – Ukrainian Red Cross Society,https://redcross.org.ua/en/,redcross.org.ua,redcross
521673,521673,521673,1517533961824266_3209361159308196,2022-02-24 12:10:06,link,Товариство Червоного Хреста України – Ukrainian Red Cross Society,https://redcross.org.ua/en/,redcross.org.ua,redcross
575982,575982,575982,2780757083307444085_1521775662,2022-02-24 14:14:58,photo,,https://redcross.org.ua/en/,redcross.org.ua,redcross
576084,576084,576084,379484358157_10159740392883158,2022-02-24 14:15:02,photo,,https://redcross.org.ua/en/,redcross.org.ua,redcross
862230,862230,862230,364347243575449_5472303269446462,2022-02-25 00:36:47,link,How can I help Ukraine? Resources and tips for Canadians,https://redcross.org.ua/donate/,redcross.org.ua,redcross
894607,894607,894607,171699223179348_1615812772101312,2022-02-25 03:24:03,photo,,https://redcross.org.ua/en/donate/,redcross.org.ua,redcross
1003571,1003571,1003571,108165663914959_838185587579626,2022-02-25 08:15:20,photo,,https://redcross.org.ua/en/donate/,redcross.org.ua,redcross
1014492,1014492,1014492,1761731330783611_2893022457654487,2022-02-25 08:56:14,photo,,https://redcross.org.ua/donate/,redcross.org.ua,redcross
1085402,1085402,1085402,1538788809485966_5283125378385605,2022-02-25 11:55:37,link,Donate now,https://redcross.org.ua/donate/,redcross.org.ua,redcross
1098268,1098268,1098268,100064576281342_312714304224443,2022-02-25 12:17:07,link,NBU Opens Special Account to Raise Funds for Ukraine’s Armed Forces,https://redcross.org.ua/en/donate/,redcross.org.ua,redcross
1105352,1105352,1105352,256357974775131_1300505240360394,2022-02-25 12:28:54,link,This is a re-share of a post,https://redcross.org.ua/donate/,redcross.org.ua,redcross
1105423,1105423,1105423,1331217506930039_5095780257140393,2022-02-25 12:29:00,link,This is a re-share of a post,https://redcross.org.ua/donate/,redcross.org.ua,redcross
1105649,1105649,1105649,218716412467_10161997877357468,2022-02-25 12:29:25,link,This is a re-share of a post,https://redcross.org.ua/donate/,redcross.org.ua,redcross
1105657,1105657,1105657,130642732220986_374710557814201,2022-02-25 12:29:26,link,This is a re-share of a post,https://redcross.org.ua/donate/,redcross.org.ua,redcross
1105785,1105785,1105785,615292079068742_1024880478109898,2022-02-25 12:29:38,link,This is a re-share of a post,https://redcross.org.ua/donate/,redcross.org.ua,redcross
1108745,1108745,1108745,100069429750171_254586810198976,2022-02-25 12:33:55,link,Peace Protests - Stand with the people in Ukraine!,https://redcross.org.ua/en/donate/,redcross.org.ua,redcross
1114292,1114292,1114292,100063943398168_340471291427648,2022-02-25 12:57:19,photo,,https://redcross.org.ua/donate/,redcross.org.ua,redcross
