,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
290164,290164,290164,7263476274_10159058348646275,2022-02-23 22:37:19,link,News Alert: Humanitarian Catastrophe in Ukraine a Devastating Possibility as Conflict Escalates,https://www.mercycorps.org/press-room/releases/ukraine-conflict-humanitarian-crisis,www.mercycorps.org,mercycorps
1718471,1718471,1718471,175067939218623_5058546894204012,2022-02-27 13:20:13,photo,,https://europe.mercycorps.org/en-gb/donate/crisis-ukraine-give-now-0,europe.mercycorps.org,mercycorps
2284180,2284180,2284180,415316211863983_5061854483876776,2022-03-01 03:47:28,photo,,https://www.mercycorps.org/,www.mercycorps.org,mercycorps
2482468,2482468,2482468,175067939218623_5064671733591528,2022-03-01 18:00:16,link,Crisis in Ukraine: Give now,https://europe.mercycorps.org/en-gb/donate/crisis-ukraine-give-now-facebook,europe.mercycorps.org,mercycorps
2828624,2828624,2828624,415316211863983_5066005160128375,2022-03-02 15:22:29,photo,,https://www.mercycorps.org/,www.mercycorps.org,mercycorps
3228352,3228352,3228352,535315656527634_5069414166451071,2022-03-03 15:00:04,link,UNICEF: Children Are Bearing Brunt of Intensifying Crisis in Ukraine,https://www.mercycorps.org/donate/crisis-ukraine-give-now,www.mercycorps.org,mercycorps
3316662,3316662,3316662,7263476274_10159071507211275,2022-03-03 20:00:23,link,Quick facts: The crisis in Ukraine,https://www.mercycorps.org/blog/quick-facts-ukraine,www.mercycorps.org,mercycorps
3561657,3561657,3561657,175067939218623_5072484709476897,2022-03-04 13:29:07,link,This is a re-share of a post,https://www.mercycorps.org/blog/quick-facts-ukraine,www.mercycorps.org,mercycorps
3963357,3963357,3963357,116911691682666_7263359360371161,2022-03-06 19:31:08,photo,,https://www.mercycorps.org/donate/crisis-ukraine-give-now,www.mercycorps.org,mercycorps
4032270,4032270,4032270,415316211863983_5078625748866316,2022-03-07 05:30:04,photo,,https://www.mercycorps.org/,www.mercycorps.org,mercycorps
4230441,4230441,4230441,104227961149_10158281154086150,2022-03-08 02:12:49,native_video,,https://www.mercycorps.org/donate/granville-homes-partnering-mercy-corps-raise-funds-ukrainian-refugees.,www.mercycorps.org,mercycorps
4426558,4426558,4426558,7263476274_10159078987531275,2022-03-08 17:20:01,link,On International Women’s Day—and every day—women lead,https://www.mercycorps.org/blog/international-womens-day-lead,www.mercycorps.org,mercycorps
4470773,4470773,4470773,285839078165500_4968639739885387,2022-03-08 21:19:05,link,PADDLE OUT FOR UKRAINE - weather depending,https://www.mercycorps.org/donate/crisis-ukraine-give-now,www.mercycorps.org,mercycorps
4623362,4623362,4623362,109240205826891_4893589394058591,2022-03-09 13:30:41,link,,https://www.mercycorps.org/blog/humanitarian-catastrophe-looms-ukraine,www.mercycorps.org,mercycorps
4735034,4735034,4735034,175067939218623_5086974394694595,2022-03-09 22:22:07,photo,,https://europe.mercycorps.org/en-gb,europe.mercycorps.org,mercycorps
4926531,4926531,4926531,175067939218623_5088829614509073,2022-03-10 15:00:21,native_video,,https://europe.mercycorps.org/en-gb,europe.mercycorps.org,mercycorps
5000396,5000396,5000396,293314804495708_376872200929031,2022-03-10 19:16:41,live_video_scheduled,,https://www.mercycorps.org/),www.mercycorps.org,mercycorps
5057940,5057940,5057940,2791206277616580035_1473359989,2022-03-11 00:15:39,album,,https://www.mercycorps.org/donate/crisis-ukraine-give-now,www.mercycorps.org,mercycorps
5285217,5285217,5285217,122139694611436_2156623454496373,2022-03-11 20:04:37,native_video,,https://www.mercycorps.org/donate/granville-homes-partnering-mercy-corps-raise-funds-ukrainian-refugees,www.mercycorps.org,mercycorps
5794123,5794123,5794123,102324742828_10159847131112829,2022-03-15 00:51:40,link,Courage -- An Anti-Imperialist Stout,www.mercycorps.org,,mercycorps
5866130,5866130,5866130,175067939218623_5101538766571491,2022-03-15 09:02:02,photo,,https://europe.mercycorps.org/en-gb,europe.mercycorps.org,mercycorps
5976016,5976016,5976016,507703575971618_7160204187388157,2022-03-15 16:33:51,photo,,https://fundraise.mercycorps.org/?fuseaction=registerPC.start&eventID=609&source=AMZWUXFTOPEZZ0314221,fundraise.mercycorps.org,mercycorps
5999071,5999071,5999071,273858406065329_4839489092835548,2022-03-15 18:26:23,link,Ukraine needs humanitarian assistance now,https://www.mercycorps.org/action/ukraine-needs-humanitarian-assistance-now-5k,www.mercycorps.org,mercycorps
6249874,6249874,6249874,104227961149_10158291695891150,2022-03-16 19:30:00,photo,,https://www.mercycorps.org/donate/granville-homes-partnering-mercy-corps-raise-funds-ukrainian-refugees.,www.mercycorps.org,mercycorps
6334118,6334118,6334118,175067939218623_5106980129360688,2022-03-17 08:39:04,photo,,https://europe.mercycorps.org/en-gb,europe.mercycorps.org,mercycorps
6399983,6399983,6399983,293314804495708_1271243336702845,2022-03-17 13:52:04,photo,,https://www.mercycorps.org/,www.mercycorps.org,mercycorps
6791939,6791939,6791939,7263476274_10159095305036275,2022-03-19 16:00:48,native_video,,https://fundraise.mercycorps.org/index.cfm?fuseaction=donorDrive.personalCampaign&participantID=35485,fundraise.mercycorps.org,mercycorps
6949132,6949132,6949132,7263476274_10159096925461275,2022-03-20 16:00:08,photo,,https://www.mercycorps.org/annual-reports/2021,www.mercycorps.org,mercycorps
7310653,7310653,7310653,593789704038019_4996366777113601,2022-03-22 20:49:59,photo,,https://www.mercycorps.org/.,www.mercycorps.org,mercycorps
