,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
153350,153350,153350,552009584828490_5542387115790687,2022-02-23 01:51:31,link,El CICR insta a todos los implicados a que preserven la infraestructura civil esencial en el este de Ucrania,https://www.icrc.org/es/document/cicr-insta-implicados-preserven-infraestructura-civil-esencial-este-ucrania,www.icrc.org,icrc
589540,589540,589540,2780773347828365639_9066536,2022-02-24 14:48:40,video,,www.icrc.org/en/donate/ukraine,,icrc
618631,618631,618631,708434263310681_1095410361279734,2022-02-24 15:33:41,native_video,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
624453,624453,624453,748072629037142_1288782558299477,2022-02-24 15:43:06,native_video,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
625259,625259,625259,202980631917324_279845897564130,2022-02-24 15:44:22,native_video,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
627833,627833,627833,264012690312349_5004883922891845,2022-02-24 15:48:09,native_video,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
676953,676953,676953,336620687262_10158693241427263,2022-02-24 17:15:08,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
690020,690020,690020,114912973580566_484904846581375,2022-02-24 17:34:19,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
697423,697423,697423,146686233311_10162190410273312,2022-02-24 17:45:52,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
699058,699058,699058,154292844598575_5577407372287068,2022-02-24 17:48:27,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
719616,719616,719616,261752512263_10159718835327264,2022-02-24 18:19:43,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
720418,720418,720418,220284051415397_4733054543471636,2022-02-24 18:20:55,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
740944,740944,740944,336620687262_10158693353182263,2022-02-24 18:52:00,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
741862,741862,741862,1804234769843386_3122877221312461,2022-02-24 18:53:25,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
743394,743394,743394,139659259554916_1928773707310120,2022-02-24 18:55:58,link,"Déclaration du président du CICR, Peter Maurer, sur le conflit en Ukraine",https://www.icrc.org/fr/document/declaration-du-president-du-cicr-peter-maurer-sur-le-conflit-en-ukraine,www.icrc.org,icrc
746661,746661,746661,100057819650278_381291577141494,2022-02-24 19:00:36,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
752702,752702,752702,540364216018969_4804818799573468,2022-02-24 19:10:02,link,"Déclaration du président du CICR, Peter Maurer, sur le conflit en Ukraine",https://www.icrc.org/fr/document/declaration-du-president-du-cicr-peter-maurer-sur-le-conflit-en-ukraine,www.icrc.org,icrc
760288,760288,760288,2003604069968697_3089531041375989,2022-02-24 19:51:20,link,Заявление президента МККК Петера Маурера относительно конфликта на территории Украины,https://www.icrc.org/ru/document/zayavlenie-prezidenta-mkkk-petera-maurera-otnositelno-konflikta-na-territorii-ukrainy,www.icrc.org,icrc
763406,763406,763406,143477106206671_1018915541996152,2022-02-24 19:57:21,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
766918,766918,766918,54251291911_10159701649171912,2022-02-24 20:02:42,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
775217,775217,775217,578086338943092_4831004973651186,2022-02-24 20:19:10,link,"Déclaration du président du CICR, Peter Maurer, sur le conflit en Ukraine",https://www.icrc.org/fr/document/declaration-du-president-du-cicr-peter-maurer-sur-le-conflit-en-ukraine,www.icrc.org,icrc
780288,780288,780288,2470078713281221_3287986411490443,2022-02-24 20:29:50,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine-0?utm_source=Facebook&utm_medium=organic&utm_campaign=2022-EN-Fundraising-02-Facebook-Ukraine-Appeal&utm_content=Org,www.icrc.org,icrc
791618,791618,791618,2780965754617979228_2960187007,2022-02-24 21:09:33,album,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
791659,791659,791659,1719583584951985_3196373270606335,2022-02-24 21:09:38,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
804243,804243,804243,100064753448612_317974473704332,2022-02-24 21:55:53,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
821171,821171,821171,246155909578235_1077926493067835,2022-02-24 22:35:41,photo,,www.icrc.org,,icrc
822517,822517,822517,1133490190097492_4949768208469652,2022-02-24 22:39:08,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
823705,823705,823705,429652913735236_5387683421265469,2022-02-24 22:42:25,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
825674,825674,825674,2583024761970718_3126773710929151,2022-02-24 22:47:30,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
826284,826284,826284,100044265827655_527703918715131,2022-02-24 22:49:18,link,Ukraine,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
833548,833548,833548,245602512221_10161720436547222,2022-02-24 23:07:55,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
838100,838100,838100,545848912159816_4923165611094769,2022-02-24 23:20:14,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
839518,839518,839518,116533805269_10159725837715270,2022-02-24 23:24:40,photo,,https://www.icrc.org/.../wher.../europe-central-asia/ukraine,www.icrc.org,icrc
844178,844178,844178,527746734261550_1561808480855365,2022-02-24 23:38:03,link,Ukraine,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
847190,847190,847190,263669054263116_962444227718925,2022-02-24 23:47:39,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
847622,847622,847622,488824631464049_1701182653561568,2022-02-24 23:49:22,link,This is a re-share of a post,https://www.icrc.org/en/donate,www.icrc.org,icrc
853794,853794,853794,1474769649478710_3188113364810988,2022-02-25 00:08:30,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
857610,857610,857610,2781061678075882659_514009049,2022-02-25 00:20:13,photo,,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
860250,860250,860250,245602512221_10161720577162222,2022-02-25 00:30:01,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
865871,865871,865871,2126790057638946_3066596566991619,2022-02-25 01:20:07,photo,,https://www.icrc.org/en/donate,www.icrc.org,icrc
876436,876436,876436,100063560928428_365210868940941,2022-02-25 01:57:20,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
894157,894157,894157,103493381180863_494575998739264,2022-02-25 03:22:29,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
900133,900133,900133,921488024651210_2510601789073151,2022-02-25 03:41:23,photo,,https://www.icrc.org/ru/doc/resources/documents/misc/geneva-convention-4.htm,www.icrc.org,icrc
902406,902406,902406,517256818290437_5726686537347413,2022-02-25 03:48:37,link,"For Ukraine, with love.",https://www.icrc.org/en/donate,www.icrc.org,icrc
902972,902972,902972,734715730223450_1586296541732027,2022-02-25 03:50:24,link,"For Ukraine, with love.",https://www.icrc.org/en/donate,www.icrc.org,icrc
920032,920032,920032,1358169630995354_2853458404799795,2022-02-25 04:44:47,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
920157,920157,920157,101443726566068_5200441656666224,2022-02-25 04:45:04,photo,,https://www.icrc.org/en/document/icrc-calls-sides-spare-critical-civilian-infrastructure-eastern-ukraine,www.icrc.org,icrc
936366,936366,936366,820328788031939_5122031207861654,2022-02-25 05:34:30,link,"For Ukraine, with love.",https://www.icrc.org/en/donate,www.icrc.org,icrc
936792,936792,936792,1102593673504293_1412263632537294,2022-02-25 05:35:39,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
936844,936844,936844,871586900016225_1293338487841062,2022-02-25 05:35:47,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
936893,936893,936893,3512357388_10159842581132389,2022-02-25 05:35:55,link,"For Ukraine, with love.",https://www.icrc.org/en/donate,www.icrc.org,icrc
936962,936962,936962,253087661986030_973641319930657,2022-02-25 05:36:06,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
936997,936997,936997,2077237885672493_5010105472385705,2022-02-25 05:36:10,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
937029,937029,937029,701911793253854_4619455224832805,2022-02-25 05:36:16,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
937085,937085,937085,223259968499540_1126164161542445,2022-02-25 05:36:26,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
937193,937193,937193,948713431973578_2103113226533587,2022-02-25 05:36:43,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
937225,937225,937225,655680657943770_2052580921587063,2022-02-25 05:36:49,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
937265,937265,937265,288292518208816_1583870771984311,2022-02-25 05:36:56,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
937381,937381,937381,370655533526270_1033575727234244,2022-02-25 05:37:15,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
939939,939939,939939,231972731139961_706931446977418,2022-02-25 05:44:45,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
942769,942769,942769,106859028046277_334090011989843,2022-02-25 05:53:12,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
945754,945754,945754,106859028046277_334092458656265,2022-02-25 06:00:50,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
952827,952827,952827,56253742001_10159954075562002,2022-02-25 06:20:22,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
981055,981055,981055,1100450119997209_7181023118606515,2022-02-25 07:27:03,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
984003,984003,984003,690182491032441_5156408127743166,2022-02-25 07:33:06,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine-0?utm_source=Facebook&utm_medium=organic&utm_campaign=2022-EN-Fundraising-02-Facebook-Ukraine-Appeal&utm_content=Org,www.icrc.org,icrc
995418,995418,995418,470231829689360_5004422449603586,2022-02-25 07:59:01,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
999542,999542,999542,171663339558200_4966293220095164,2022-02-25 08:06:40,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
999704,999704,999704,469476426777817_1721059604952820,2022-02-25 08:07:07,photo,,https://www.icrc.org/ru/doc/resources/documents/misc/geneva-convention-4.htm,www.icrc.org,icrc
1000341,1000341,1000341,125159460860605_5031738756869293,2022-02-25 08:08:31,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
1008832,1008832,1008832,2445149202283866_2456167891181997,2022-02-25 08:26:12,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine-0?utm_source=Facebook&utm_medium=organic&utm_campaign=2022-EN-Fundraising-02-Facebook-Ukraine-Appeal&utm_content=Org&fbclid=IwAR3jllk2Z0iC5GkPsbIYwZLh4CkZ6LaCMh1YXddRY6y98cKEow-Ng0Dj8uU,www.icrc.org,icrc
1021103,1021103,1021103,243907942331916_5019892281400101,2022-02-25 09:08:40,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
1023856,1023856,1023856,100064580683799_318889386940415,2022-02-25 09:14:19,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1042445,1042445,1042445,180808891955376_4859794937390058,2022-02-25 09:51:45,photo,,https://www.icrc.org/de/spende/ukraine-krise,www.icrc.org,icrc
1043048,1043048,1043048,100057758841182_391127636155861,2022-02-25 09:53:04,link,United Help Ukraine – Helping People. Saving Lives.,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1117280,1117280,1117280,117172899672921_830714601652077,2022-02-25 13:01:08,photo,,https://www.icrc.org/,www.icrc.org,icrc
1135067,1135067,1135067,170481876861873_1072277793348939,2022-02-25 13:30:04,photo,,https://blogs.icrc.org/ua/,blogs.icrc.org,icrc
1143049,1143049,1143049,1327020990748679_4793222317461845,2022-02-25 13:43:02,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
1150193,1150193,1150193,100058010051736_369860038290995,2022-02-25 14:07:16,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1153775,1153775,1153775,2781480953627963874_30830606776,2022-02-25 14:13:10,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1153785,1153785,1153785,100064479112922_319854456840522,2022-02-25 14:13:11,link,"Déclaration du président du CICR, Peter Maurer, sur le conflit en Ukraine",https://blogs.icrc.org/hdtse/2022/02/25/declaration-du-president-du-cicr-peter-maurer-sur-le-conflit-en-ukraine/,blogs.icrc.org,icrc
1154102,1154102,1154102,2781481233593192759_2266713137,2022-02-25 14:13:43,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1157759,1157759,1157759,1155450021148449_5838237782869626,2022-02-25 14:19:29,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1159428,1159428,1159428,609450799191126_2364957416973780,2022-02-25 14:22:05,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1178040,1178040,1178040,124640880886158_5632790566737801,2022-02-25 15:05:28,native_video,,https://www.icrc.org/en/document/statement-icrc-president-peter-maurer-conflict-ukraine,www.icrc.org,icrc
1203012,1203012,1203012,2781528095233737075_7016153812,2022-02-25 15:46:49,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1210325,1210325,1210325,166739240015143_5180183412004009,2022-02-25 15:59:30,link,Ukraine,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1222921,1222921,1222921,427535457314324_4942667949134363,2022-02-25 16:20:06,photo,,https://www.icrc.org/en,www.icrc.org,icrc
1223049,1223049,1223049,2781544935515609651_3186243029,2022-02-25 16:20:17,photo,,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1265606,1265606,1265606,459114047461143_5014307521941750,2022-02-25 17:48:39,photo,,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1279380,1279380,1279380,366885600399379_1352415931846336,2022-02-25 18:12:11,photo,,https://www.icrc.org/fr/ou-nous-intervenons/europe-central-asia/ukraine,www.icrc.org,icrc
1323547,1323547,1323547,80791482166_10158204391717167,2022-02-25 19:31:52,link,Ukraine,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1327032,1327032,1327032,546029809355708_973057066652978,2022-02-25 19:38:39,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine?fbclid=IwAR23scc-9Nwz8Zu07_cAtGsCFhLMYBgg3cs5Z6ay_GMGyvTnMplbOgXxXIM,www.icrc.org,icrc
1330474,1330474,1330474,33527007192_10160141438272193,2022-02-25 19:45:11,photo,,https://blogs.icrc.org/ua/,blogs.icrc.org,icrc
1333436,1333436,1333436,287612281259836_5054713524549664,2022-02-25 19:51:05,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1338182,1338182,1338182,336620687262_10158695132247263,2022-02-25 20:00:48,native_video,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1342586,1342586,1342586,100063772597283_345078087627942,2022-02-25 20:09:35,native_video,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1343494,1343494,1343494,100057757642625_390345239567394,2022-02-25 20:11:03,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1344308,1344308,1344308,100069153431498_261883539460092,2022-02-25 20:12:51,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1367052,1367052,1367052,954456468007221_4877870578999104,2022-02-25 21:01:27,photo,,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1372765,1372765,1372765,147545475425756_1994165960763689,2022-02-25 21:14:06,photo,,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1374904,1374904,1374904,2781695335439562858_2783696247,2022-02-25 21:19:06,photo,,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1387884,1387884,1387884,271502918243_10158767457578244,2022-02-25 21:49:58,native_video,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1392126,1392126,1392126,340150786019375_5214225411945197,2022-02-25 22:00:07,link,Ukraine,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1395181,1395181,1395181,2781719278489773329_27749660,2022-02-25 22:06:40,album,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1396017,1396017,1396017,259611420914012_1880295475512257,2022-02-25 22:08:54,photo,,https://www.icrc.org/en/donate,www.icrc.org,icrc
1409357,1409357,1409357,100069312635448_255618870091866,2022-02-25 22:45:49,link,Donate - Голоси дітей,http://icrc.org/en/donate.,icrc.org,icrc
1410368,1410368,1410368,1713981508838196_3170258409877158,2022-02-25 22:49:01,native_video,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1410575,1410575,1410575,2781740910835152898_9260216517,2022-02-25 22:49:42,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1420258,1420258,1420258,346948682020962_4804260996289686,2022-02-25 23:19:05,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1426408,1426408,1426408,573554059386623_6951698134905485,2022-02-25 23:39:32,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1439783,1439783,1439783,113758640324689_485411743159375,2022-02-26 05:06:43,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
1439863,1439863,1439863,117237298350939_6972525176155416,2022-02-26 05:08:50,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1462812,1462812,1462812,537872126249267_4128580360511741,2022-02-26 14:43:23,photo,,https://blogs.icrc.org/ua/2021/10/13/ihl-answers-questions-ukr/,blogs.icrc.org,icrc
1467231,1467231,1467231,136455333096588_7058836000858452,2022-02-26 15:51:56,photo,,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1476152,1476152,1476152,100069231428837_262377342746645,2022-02-26 20:25:55,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine,www.icrc.org,icrc
1553489,1553489,1553489,1775369829439357_2777174562592207,2022-02-27 06:42:00,link,"Ukraine crisis: A statement by Florence Gillette, head of ICRC delegation in Kyiv",https://www.icrc.org/en/document/ukraine-crisis-statement-florence-gillette-head-icrc-delegation-kyiv,www.icrc.org,icrc
1582697,1582697,1582697,101989637825147_702533797770725,2022-02-27 08:08:03,link,Crise humanitaire en Ukraine,https://www.icrc.org/fr/crise-humanitaire-en-ukraine,www.icrc.org,icrc
1607856,1607856,1607856,1481316005414708_3040971712782455,2022-02-27 09:12:30,photo,,https://www.icrc.org/.../wher.../europe-central-asia/ukraine,www.icrc.org,icrc
1614193,1614193,1614193,446591152117487_5028464780596745,2022-02-27 09:28:28,native_video,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1639628,1639628,1639628,100063619274446_363112035819436,2022-02-27 10:30:00,native_video,,https://www.icrc.org/en/donate,www.icrc.org,icrc
1641326,1641326,1641326,286665451382601_4794791707236597,2022-02-27 10:33:36,native_video,,https://www.icrc.org/en/donate,www.icrc.org,icrc
1652100,1652100,1652100,235393427525702_630502124681495,2022-02-27 10:59:18,photo,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1654644,1654644,1654644,171140883040180_2197001723787409,2022-02-27 11:04:05,photo,,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1663997,1663997,1663997,192722340932270_2068163346721484,2022-02-27 11:26:05,link,The ICRC calls on sides to spare critical civilian infrastructure in eastern Ukraine,https://www.icrc.org/en/document/icrc-calls-sides-spare-critical-civilian-infrastructure-eastern-ukraine,www.icrc.org,icrc
1677426,1677426,1677426,1548632335464105_3103960643264592,2022-02-27 11:56:14,youtube,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - Nastia Reigel | HÖR - Feb 26 / 2022,https://www.icrc.org/en/donate/ukraineBy,www.icrc.org,icrc
1678047,1678047,1678047,396608777653408_958758548105092,2022-02-27 11:57:25,link,CRISE EN UKRAINE,https://www.icrc.org/fr/don/crise-en-ukraine,www.icrc.org,icrc
1682196,1682196,1682196,273347110351_10166558074140352,2022-02-27 12:05:23,link,The ICRC calls on sides to spare critical civilian infrastructure in eastern Ukraine,https://www.icrc.org/en/document/icrc-calls-sides-spare-critical-civilian-infrastructure-eastern-ukraine,www.icrc.org,icrc
1683733,1683733,1683733,336620687262_10158698181632263,2022-02-27 12:09:00,photo,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1730996,1730996,1730996,540364216018969_4812549945467020,2022-02-27 13:45:27,photo,,https://www.icrc.org/fr/don/crise-en-ukraine-0,www.icrc.org,icrc
1768287,1768287,1768287,1713981508838196_3171560063080326,2022-02-27 15:27:58,photo,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1785340,1785340,1785340,192971637557686_1934023716785794,2022-02-27 16:00:34,photo,,https://www.icrc.org/en/humanitarian-crisis-ukraine,www.icrc.org,icrc
1787168,1787168,1787168,172892776377_10159091146706378,2022-02-27 16:04:01,link,"Ukraine crisis: A statement by Florence Gillette, head of ICRC delegation in Kyiv",https://www.icrc.org/en/document/ukraine-crisis-statement-florence-gillette-head-icrc-delegation-kyiv,www.icrc.org,icrc
1793262,1793262,1793262,120705608024114_5047213695373256,2022-02-27 16:16:12,link,UKRAINE CRISIS,https://www.icrc.org/en/donate/ukraine-0?utm_source=Facebook&utm_medium=organic&utm_campaign=2022-EN-Fundraising-02-Facebook-Ukraine-Appeal&utm_content=Org,www.icrc.org,icrc
1794944,1794944,1794944,350585531724108_5055827604533187,2022-02-27 16:37:40,link,Ukraine,https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine,www.icrc.org,icrc
1801621,1801621,1801621,100044419959777_509173350573326,2022-02-27 16:51:58,link,International Committee of the Red Cross,https://www.icrc.org/en,www.icrc.org,icrc
1808983,1808983,1808983,2783017666477109754_3984860546,2022-02-27 17:06:20,photo,,www.icrc.org,,icrc
1818161,1818161,1818161,215947090970_10159292212740971,2022-02-27 17:25:56,photo,,https://www.icrc.org/en/donate/ukraine-0,www.icrc.org,icrc
1833173,1833173,1833173,2783053612587170971_26174360518,2022-02-27 18:17:45,photo,,https://www.icrc.org/donate/ukraine-0,www.icrc.org,icrc
