,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
351125,351125,351125,727244250676040_4970889122978177,2022-02-24 06:14:02,photo,,https://www.facebook.com/fund/UnitedHelpUkraine.org/,www.facebook.com,facebook
753798,753798,753798,205342140273646_1173827763425074,2022-02-24 19:11:38,link,Donate to United Help Ukraine,http://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
753988,753988,753988,440293993188676_1055920364959366,2022-02-24 19:11:57,link,Donate to United Help Ukraine,http://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
757043,757043,757043,6621545215_10158171767845216,2022-02-24 19:16:48,link,Donate to United Help Ukraine,http://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
757200,757200,757200,4479367992158172_4899821743446126,2022-02-24 19:17:02,link,Donate to United Help Ukraine,http://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
815150,815150,815150,100044414680514_502629181227567,2022-02-24 22:21:00,status,,http://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
846993,846993,846993,2127336720812185_3072449366300911,2022-02-24 23:46:54,link,Donate to United Help Ukraine,http://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
934237,934237,934237,2781217095151154790_51955993724,2022-02-25 05:28:55,photo,,https://unitedhelpukraine.org,unitedhelpukraine.org,unitedhelpukraine
1050678,1050678,1050678,750111925124070_2467363713398874,2022-02-25 10:23:16,link,Serhiy Zhadan Charitable Foundation x Razom – Razom,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1091813,1091813,1091813,1994945470719168_3111442145736156,2022-02-25 12:05:43,link,United Help Ukraine – Helping People. Saving Lives.,http://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1139506,1139506,1139506,1174512492645492_4813756765387695,2022-02-25 13:36:51,photo,,https://unitedhelpukraine.org,unitedhelpukraine.org,unitedhelpukraine
1214400,1214400,1214400,100058079500530_368200241792623,2022-02-25 16:05:05,photo,,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1229592,1229592,1229592,100064616625032_318651673632051,2022-02-25 16:31:14,link,This is a re-share of a post,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1248371,1248371,1248371,727244250676040_4975234889210267,2022-02-25 17:18:25,photo,,https://www.facebook.com/UnitedHelpUkraine.org/photos/a.758119347588530/4975234339210322/?type=3,www.facebook.com,facebook
1251396,1251396,1251396,1061950533886635_4949127931835523,2022-02-25 17:24:13,photo,,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1318101,1318101,1318101,761885217158697_7721681361179013,2022-02-25 19:21:47,photo,,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1344088,1344088,1344088,2781661715978978304_8265516636,2022-02-25 20:12:18,album,,https://unitedhelpukraine.org,unitedhelpukraine.org,unitedhelpukraine
1347806,1347806,1347806,2781665756905977784_2000678721,2022-02-25 20:20:20,photo,,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1393315,1393315,1393315,214952410701_10165841931185702,2022-02-25 22:01:56,link,United Help Ukraine – Helping People. Saving Lives.,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1404108,1404108,1404108,100057917268470_373166131290626,2022-02-25 22:30:23,link,United Help Ukraine – Helping People. Saving Lives.,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1530774,1530774,1530774,409531872433093_5101220169930883,2022-02-27 04:39:49,photo,,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1535787,1535787,1535787,511215086116438_1086182691953005,2022-02-27 05:01:20,photo,,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
1547187,1547187,1547187,484119202049717_1390181951443433,2022-02-27 06:20:18,photo,,https://unitedhelpukraine.org/,unitedhelpukraine.org,unitedhelpukraine
