,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
686200,686200,686200,252814820267_10166509040305268,2022-02-24 17:29:16,link,HIAS Statement on Humanitarian Crisis in Ukraine,https://www.hias.org/news/press-releases/hias-statement-humanitarian-crisis-ukraine,www.hias.org,hias
805718,805718,805718,57917046180_10159684063616181,2022-02-24 21:59:33,link,HIAS Statement on Humanitarian Crisis in Ukraine,https://www.hias.org/news/press-releases/hias-statement-humanitarian-crisis-ukraine,www.hias.org,hias
840003,840003,840003,252814820267_10166509870045268,2022-02-24 23:26:00,photo,,https://www.hias.org/news/press-releases/hias-statement-humanitarian-crisis-ukraine,www.hias.org,hias
1165814,1165814,1165814,2781497554401068845_637839398,2022-02-25 14:46:11,photo,,hias.org/statement-ukraine-crisis-unfolds,,hias
1233915,1233915,1233915,252814820267_10166511907090268,2022-02-25 16:54:16,link,Donate to HIAS,https://act.hias.org/page/37014/donate/1?locale=en-US,act.hias.org,hias
1313475,1313475,1313475,106248098356_10160714181568357,2022-02-25 19:12:28,link,HIAS Responds to the Crisis in Ukraine | HIAS,https://www.hias.org/hias-responds-crisis-ukraine,www.hias.org,hias
1314776,1314776,1314776,118871994828368_4757835537598634,2022-02-25 19:15:02,link,HIAS Statement on Humanitarian Crisis in Ukraine,https://www.hias.org/news/press-releases/hias-statement-humanitarian-crisis-ukraine,www.hias.org,hias
1373196,1373196,1373196,174898915873643_5508838632479618,2022-02-25 21:15:02,link,JDC’s Ukraine Response | JDC,https://www.hias.org/news/press-releases/hias-statement-humanitarian-crisis-ukraine,www.hias.org,hias
1404542,1404542,1404542,134009553345185_4928952600517499,2022-02-25 22:31:17,link,[HIAS Update] Humanitarian Crisis Erupts in Ukraine,https://www.hias.org/news/press-releases/hias-statement-humanitarian-crisis-ukraine,www.hias.org,hias
1762759,1762759,1762759,2782962879139925320_733124509,2022-02-27 15:17:29,photo,,http://hias.org/donate,hias.org,hias
1824259,1824259,1824259,57917046180_10159688897411181,2022-02-27 17:38:39,link,This is a re-share of a post,https://act.hias.org/page/37014/donate/1?locale=en-US,act.hias.org,hias
1828075,1828075,1828075,2783038117904810964_637839398,2022-02-27 17:46:58,photo,,hias.org/donate,,hias
1867999,1867999,1867999,1388261504822921_3081373032178418,2022-02-27 19:59:58,photo,,https://act.hias.org/page/38481/donate/1?locale=en-US,act.hias.org,hias
2173462,2173462,2173462,114863601874664_5512564278771209,2022-02-28 18:25:24,link,Make an emergency donation to HIAS today.,https://act.hias.org/page/37014/donate/1?locale=en-US,act.hias.org,hias
2239748,2239748,2239748,2783894314535004569_637839398,2022-02-28 22:08:08,photo,,hias.org/donate,,hias
2468885,2468885,2468885,252814820267_10166524280300268,2022-03-01 17:20:09,native_video,,https://www.hias.org/blog/video-how-hias-partner-r2p-responding-ukraine-crisis,www.hias.org,hias
2478917,2478917,2478917,2784487708172917819_637839398,2022-03-01 17:49:31,video,,hias.org/r2p-galkin-ukraine-crisis,,hias
2812847,2812847,2812847,147311201990685_4804524562935969,2022-03-02 14:48:39,link,The Humanitarian Response in Ukraine,https://www.hias.org/events/humanitarian-response-ukraine,www.hias.org,hias
2882764,2882764,2882764,252814820267_10166527668960268,2022-03-02 17:56:18,link,The Humanitarian Response in Ukraine,https://www.hias.org/events/humanitarian-response-ukraine,www.hias.org,hias
2999837,2999837,2999837,116860650558_10161442320185559,2022-03-03 03:10:28,photo,,https://www.hias.org/refugee-shabbat,www.hias.org,hias
3008150,3008150,3008150,155476977844072_4964646626927059,2022-03-03 04:45:04,photo,,https://www.hias.org/refugee-shabbat,www.hias.org,hias
3373338,3373338,3373338,252814820267_10166531217455268,2022-03-03 23:56:23,link,HIAS Statement on Designation of Ukraine for Temporary Protected Status,https://www.hias.org/news/press-releases/hias-statement-designation-ukraine-temporary-protected-status,www.hias.org,hias
3375240,3375240,3375240,2786127939062193959_637839398,2022-03-04 00:05:56,photo,,hias.org/tps-ukraine,,hias
3614145,3614145,3614145,252814820267_10166533109240268,2022-03-04 16:12:11,link,Refugee Shabbat: Exploring Jewish Values in Action,https://www.hias.org/events/refugee-shabbat-exploring-jewish-values-action,www.hias.org,hias
3687188,3687188,3687188,248414488900_10160179604353901,2022-03-04 19:48:20,photo,,https://www.hias.org/node,www.hias.org,hias
3710938,3710938,3710938,252814820267_10166533914875268,2022-03-04 21:36:01,link,"Ukraine, Afghan Resettlement Top of Mind for Refugee Shabbat",https://www.hias.org/blog/ukraine-afghan-resettlement-top-mind-refugee-shabbat,www.hias.org,hias
3750705,3750705,3750705,279210342111450_5325300704169030,2022-03-06 02:00:29,link,Homepage - Polska Akcja Humanitarna,https://www.hias.org/node,www.hias.org,hias
4154220,4154220,4154220,100044988171089_510613013781633,2022-03-07 18:04:45,native_video,,https://www.hias.org/node,www.hias.org,hias
4207255,4207255,4207255,252814820267_10166542991060268,2022-03-07 23:00:19,link,Tell Congress: We must support refugees displaced by the crisis in Ukraine,https://act.hias.org/page/38723/action/1?locale=en-US,act.hias.org,hias
4222848,4222848,4222848,163739723652396_7884948198198138,2022-03-08 01:13:00,photo,,https://www.hias.org/where/ukraine,www.hias.org,hias
4383426,4383426,4383426,43026648782_10160367821383783,2022-03-08 14:18:42,link,Weekly Reader Ukraine | Yiddish Book Center,https://www.hias.org/hias-responds-crisis-ukraine,www.hias.org,hias
4477670,4477670,4477670,489402415789_10166601068360790,2022-03-08 21:47:50,link,Jewish Community Working Together at the Ukraine-Poland Border,https://www.hias.org/blog/jewish-community-working-together-ukraine-poland-border,www.hias.org,hias
4654405,4654405,4654405,174898915873643_5542242455805902,2022-03-09 15:15:02,photo,,https://www.hias.org/events/humanitarian-response-ukraine,www.hias.org,hias
4685936,4685936,4685936,107578815946774_4995802907124316,2022-03-09 18:25:34,photo,,https://www.hias.org/node,www.hias.org,hias
4962844,4962844,4962844,252814820267_10166550075235268,2022-03-10 17:02:11,link,BRIEFING CALL: The Humanitarian Response in Ukraine,https://www.hias.org/blog/briefing-call-humanitarian-response-ukraine,www.hias.org,hias
4986751,4986751,4986751,177201522330387_5219837721400050,2022-03-10 18:26:47,photo,,https://www.hias.org/where/ukraine,www.hias.org,hias
5052802,5052802,5052802,252814820267_10166551025140268,2022-03-10 23:32:01,link,Ask the Biden Administration to Keep Ukrainian Families Together,https://act.hias.org/page/39054/action/1?locale=en-US,act.hias.org,hias
5192889,5192889,5192889,112034397018_10158336189967019,2022-03-11 14:18:13,link,HIAS Responds to the Crisis in Ukraine,https://www.hias.org/what-we-do/hias-responds-crisis-ukraine,www.hias.org,hias
5226379,5226379,5226379,252814820267_10166552718750268,2022-03-11 16:01:37,link,HIAS Thankful for U.S. Emergency Funding for Ukraine,https://www.hias.org/news/press-releases/hias-thankful-us-emergency-funding-ukraine,www.hias.org,hias
5503902,5503902,5503902,1388261504822921_3091638184485236,2022-03-13 14:30:02,photo,,https://act.hias.org/page/38481/donate/1?locale=en-US,act.hias.org,hias
5548966,5548966,5548966,964149236981120_5125230414206294,2022-03-13 21:23:15,link,This is a re-share of a post,https://act.hias.org/page/39054/action/1,act.hias.org,hias
5721902,5721902,5721902,252814820267_10166561635310268,2022-03-14 17:03:26,photo,,https://act.hias.org/page/37582/petition/1?locale=en-US,act.hias.org,hias
5749795,5749795,5749795,180992256508_10162659086311509,2022-03-14 18:55:10,photo,,https://act.hias.org/page/6048/donate/1?locale=en-US,act.hias.org,hias
