,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
4425597,4425597,4425597,106183264209531_544027430425110,2022-03-08 17:16:59,photo,,https://koloua.com/en/,koloua.com,koloua
4522193,4522193,4522193,1072535446289371_1820309468178628,2022-03-09 05:23:44,photo,,https://koloua.com/en/,koloua.com,koloua
5661172,5661172,5661172,638093173011452_2194304967390257,2022-03-14 13:19:07,link,Kolo,https://koloua.com/,koloua.com,koloua
7232265,7232265,7232265,2799596535203345473_34374804923,2022-03-22 14:05:35,photo,,"https://koloua.com,","koloua.com,","com,"
9268552,9268552,9268552,1727076104247900_3176053372683492,2022-04-05 17:17:13,native_video,,https://koloua.com/donate/,koloua.com,koloua
10320262,10320262,10320262,1297754314037699_1328991080914022,2022-04-14 15:51:33,link,Charitable assistance and support of the Ukrainian army,https://www.koloua.com/en,www.koloua.com,koloua
11248140,11248140,11248140,100064486998276_351676620325235,2022-04-23 13:41:39,photo,,https://kolona.koloua.com/#Why,kolona.koloua.com,koloua
11248207,11248207,11248207,100064572284288_352770443552029,2022-04-23 13:42:30,photo,,https://kolona.koloua.com/#Why,kolona.koloua.com,koloua
11249711,11249711,11249711,100067468665291_314999514092335,2022-04-23 13:57:50,photo,,https://kolona.koloua.com/#Why,kolona.koloua.com,koloua
11259789,11259789,11259789,374916849375049_2007707066096011,2022-04-23 17:00:06,photo,,https://kolona.koloua.com/#Why,kolona.koloua.com,koloua
11273906,11273906,11273906,771079353624863_1128204907912304,2022-04-23 21:10:34,photo,,https://kolona.koloua.com/#Why.,kolona.koloua.com,koloua
11433002,11433002,11433002,100064862467202_358799346292145,2022-04-25 15:08:30,photo,,https://kolona.koloua.com/,kolona.koloua.com,koloua
11459495,11459495,11459495,2290282351209238_3205722319665232,2022-04-25 21:07:11,photo,,https://kolona.koloua.com/#Why.,kolona.koloua.com,koloua
