,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
327485,327485,327485,2780477461860563668_12730015,2022-02-24 04:59:24,photo,,directrelief.org/place/ukraine/,,directrelief
769412,769412,769412,6030179345_10159617768224346,2022-02-24 20:07:35,link,Direct Relief Continuing Support to Ukraine as Crisis Escalates,https://www.directrelief.org/2022/02/direct-relief-continues-support-to-ukraine-as-crisis-escalates/,www.directrelief.org,directrelief
2186449,2186449,2186449,6030179345_10159624628649346,2022-02-28 19:04:06,link,Direct Relief Mobilizing Emergency Aid for Ukraine,https://www.directrelief.org/2022/02/direct-relief-mobilizing-emergency-aid-for-ukraine/,www.directrelief.org,directrelief
2561894,2561894,2561894,100044153963493_509548390526955,2022-03-01 22:39:33,live_video_scheduled,,https://www.directrelief.org/,www.directrelief.org,directrelief
2588575,2588575,2588575,100044153963493_342823611192001,2022-03-02 01:02:25,live_video_complete,,https://www.directrelief.org/,www.directrelief.org,directrelief
2588600,2588600,2588600,100047046464438_444357287372451,2022-03-02 01:02:31,live_video_complete,,https://www.directrelief.org/,www.directrelief.org,directrelief
2590595,2590595,2590595,483485215668765_915943699089579,2022-03-02 01:12:01,live_video_complete,,https://www.directrelief.org/,www.directrelief.org,directrelief
2590600,2590600,2590600,1920714608144121_3208346772714225,2022-03-02 01:12:04,live_video_complete,,https://www.directrelief.org/,www.directrelief.org,directrelief
2594480,2594480,2594480,706588232775203_4367241406709849,2022-03-02 01:30:57,live_video_complete,,https://www.directrelief.org/,www.directrelief.org,directrelief
2597223,2597223,2597223,272683280583686_700953094423367,2022-03-02 01:44:44,live_video_complete,,https://www.directrelief.org/,www.directrelief.org,directrelief
2661762,2661762,2661762,2445149202283866_2463755547089898,2022-03-02 07:12:36,link,Spare A Rose-Save A Life @ Insulin For Life,https://www.directrelief.org/,www.directrelief.org,directrelief
2865641,2865641,2865641,115439238516325_4922718077788393,2022-03-02 17:00:45,photo,,https://www.directrelief.org/,www.directrelief.org,directrelief
2971408,2971408,2971408,1428578274059075_3093349580915261,2022-03-03 00:30:08,link,Ukraine Humanitarian Crisis,https://www.directrelief.org/emergency/ukraine-crisis/,www.directrelief.org,directrelief
2981572,2981572,2981572,6030179345_10159628410249346,2022-03-03 01:29:18,link,Responding to Crisis in Ukraine,https://www.directrelief.org/2022/03/responding-to-crisis-in-ukraine/,www.directrelief.org,directrelief
3013492,3013492,3013492,100044498527761_501290014697612,2022-03-03 05:09:51,photo,,https://secure.directrelief.org/site/Donation2?df_id=4177&mfc_pref=T&4177.donation=form1,secure.directrelief.org,directrelief
3235602,3235602,3235602,6030179345_10159629184844346,2022-03-03 15:34:23,photo,,https://secure.directrelief.org/site/Donation2?df_id=4177&mfc_pref=T&4177.donation=form1,secure.directrelief.org,directrelief
3309503,3309503,3309503,100063508244512_377866737673598,2022-03-03 19:41:36,link,Ukraine Crisis - Global Empowerment Mission,https://www.directrelief.org/2022/03/responding-to-crisis-in-ukraine/,www.directrelief.org,directrelief
3317295,3317295,3317295,134772216540591_7392343810783359,2022-03-03 20:27:27,photo,,https://secure.directrelief.org/site/Donation2?df_id=2924&mfc_pref=T&2924.donation=form1,secure.directrelief.org,directrelief
3332109,3332109,3332109,248898198583197_2299111946895135,2022-03-03 21:08:42,native_video,,https://www.directrelief.org/emergency/ukraine-crisis/,www.directrelief.org,directrelief
3349820,3349820,3349820,6030179345_10159629670474346,2022-03-03 22:06:07,photo,,https://www.directrelief.org/emergency/ukraine-crisis/,www.directrelief.org,directrelief
3359918,3359918,3359918,135154599846528_5782283145133617,2022-03-03 22:49:01,link,Direct Relief | Official Site | DirectRelief.org,https://www.directrelief.org/?homepage=homepage,www.directrelief.org,directrelief
3592366,3592366,3592366,6030179345_10159630690034346,2022-03-04 15:21:27,link,Direct Relief Deploys More Meds to Ukraine as Supplies Dwindle to Critical Levels,https://www.directrelief.org/2022/03/direct-relief-deploys-more-meds-to-ukraine-as-supplies-dwindle-to-critical-levels/,www.directrelief.org,directrelief
3673338,3673338,3673338,100063569558764_373698334759149,2022-03-04 18:45:09,photo,,https://www.directrelief.org/place/ukraine/,www.directrelief.org,directrelief
