,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
7096475,7096475,7096475,542572545759603_5682083975141742,2022-03-21 13:33:57,photo,,https://help.gov.ua/,help.gov.ua,help
7096501,7096501,7096501,280727700386637_412753213850751,2022-03-21 13:34:03,photo,,https://help.gov.ua/,help.gov.ua,help
7096749,7096749,7096749,100064302084986_340162734803793,2022-03-21 13:35:32,photo,,https://help.gov.ua/,help.gov.ua,help
7097092,7097092,7097092,1607673129454043_3089999301221411,2022-03-21 13:38:07,photo,,https://help.gov.ua/,help.gov.ua,help
7097268,7097268,7097268,231242800573660_1640913902939869,2022-03-21 13:39:32,photo,,https://help.gov.ua/,help.gov.ua,help
7097303,7097303,7097303,100068981327101_280061000969942,2022-03-21 13:39:47,photo,,https://help.gov.ua/,help.gov.ua,help
7097548,7097548,7097548,195657354102280_1655098694824798,2022-03-21 13:41:27,photo,,https://help.gov.ua/,help.gov.ua,help
7097620,7097620,7097620,100064388153479_338763618279907,2022-03-21 13:41:59,photo,,https://help.gov.ua/,help.gov.ua,help
7097706,7097706,7097706,490354991033651_5013752658693839,2022-03-21 13:42:43,photo,,https://help.gov.ua/,help.gov.ua,help
7097880,7097880,7097880,100068681860471_276797677952959,2022-03-21 13:44:06,photo,,https://help.gov.ua/,help.gov.ua,help
7099338,7099338,7099338,717257888720700_1403539720092510,2022-03-21 14:56:36,photo,,https://help.gov.ua/,help.gov.ua,help
7104523,7104523,7104523,373248516663995_982180845770756,2022-03-21 15:31:06,photo,,https://help.gov.ua/.,help.gov.ua,help
7105844,7105844,7105844,771079353624863_1107132246686237,2022-03-21 15:40:31,photo,,https://help.gov.ua/,help.gov.ua,help
7106348,7106348,7106348,110078602397544_7187547371317263,2022-03-21 15:44:26,link,Humanitarian aid website,https://help.gov.ua/,help.gov.ua,help
7109747,7109747,7109747,100064717264766_342563824577524,2022-03-21 17:06:41,photo,,https://help.gov.ua/,help.gov.ua,help
7114915,7114915,7114915,100064825685507_335723465265174,2022-03-21 17:43:27,link,Як допомогти Україні?/ How to help Ukraine?,https://help.gov.ua/,help.gov.ua,help
7118687,7118687,7118687,802454036499088_4996297770448006,2022-03-21 18:08:27,photo,,https://help.gov.ua/,help.gov.ua,help
7123671,7123671,7123671,1319353441463380_5027191680679519,2022-03-21 18:45:38,photo,,https://help.gov.ua/,help.gov.ua,help
7125643,7125643,7125643,245225202345645_1882523785282437,2022-03-21 19:00:08,link,Humanitarian aid website,https://help.gov.ua/,help.gov.ua,help
7135500,7135500,7135500,461283140733674_1903760239819283,2022-03-21 20:14:21,photo,,https://help.gov.ua/.,help.gov.ua,help
7138210,7138210,7138210,100067850915100_294135122858183,2022-03-21 20:36:50,photo,,https://help.gov.ua/,help.gov.ua,help
7140118,7140118,7140118,185657841777726_1657874211222741,2022-03-21 20:54:50,photo,,https://help.gov.ua,help.gov.ua,help
7144145,7144145,7144145,2799218061753802357_52161648834,2022-03-22 01:33:38,photo,,https://help.gov.ua,help.gov.ua,help
7146068,7146068,7146068,479536983631358_493328968918826,2022-03-22 02:01:16,photo,,https://help.gov.ua,help.gov.ua,help
7146193,7146193,7146193,497901197077549_1915559665311688,2022-03-22 02:03:04,photo,,https://help.gov.ua/,help.gov.ua,help
7146199,7146199,7146199,497901197077549_1915559718645016,2022-03-22 02:03:07,photo,,https://help.gov.ua/,help.gov.ua,help
7146866,7146866,7146866,407879039741158_1252761081919612,2022-03-22 02:13:03,link,Humanitarian aid website,https://help.gov.ua/en,help.gov.ua,help
7146892,7146892,7146892,2076700149304320_2847961452178182,2022-03-22 02:13:22,link,Humanitarian aid website,https://help.gov.ua/en,help.gov.ua,help
7146910,7146910,7146910,201208863383810_2115430525294958,2022-03-22 02:13:47,link,Humanitarian aid website,https://help.gov.ua/en,help.gov.ua,help
7160952,7160952,7160952,1775369829439357_2792565537719776,2022-03-22 05:14:04,link,Humanitarian aid website,https://help.gov.ua/,help.gov.ua,help
7168426,7168426,7168426,252153281796964_1655328868146058,2022-03-22 06:16:06,photo,,https://help.gov.ua,help.gov.ua,help
7176369,7176369,7176369,100064857574112_341958981309352,2022-03-22 08:03:07,photo,,https://help.gov.ua/,help.gov.ua,help
7187463,7187463,7187463,100064826435430_338450894992456,2022-03-22 09:03:01,photo,,https://help.gov.ua/en,help.gov.ua,help
7188725,7188725,7188725,100064781436467_332345758934803,2022-03-22 09:10:05,photo,,https://help.gov.ua/en,help.gov.ua,help
7195275,7195275,7195275,1034554430605816_1049278035800122,2022-03-22 09:44:59,photo,,https://help.gov.ua,help.gov.ua,help
7196782,7196782,7196782,280290300845714_291756066365804,2022-03-22 09:53:28,link,Humanitarian aid website,https://help.gov.ua,help.gov.ua,help
7207063,7207063,7207063,446416005413642_4948480718540459,2022-03-22 10:41:24,photo,,https://help.gov.ua,help.gov.ua,help
7208557,7208557,7208557,494045462258202_498893681773380,2022-03-22 10:49:10,link,Humanitarian aid website,https://help.gov.ua/en,help.gov.ua,help
