,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
18249,18249,18249,5019435511428979,2022-02-22 07:53:04,native_video,,https://savelife.in.ua/donate/,savelife.in.ua,savelife
29728,29728,29728,789821664492893_2437434349731608,2022-02-22 09:06:08,photo,,https://savelife.in.ua/donate/,savelife.in.ua,savelife
32376,32376,32376,6990880250982022,2022-02-22 09:23:14,link,Долучитись,https://savelife.in.ua/donate/,savelife.in.ua,savelife
41801,41801,41801,930203937061951_5037529822995988,2022-02-22 10:22:34,photo,,https://savelife.in.ua/donate/,savelife.in.ua,savelife
43422,43422,43422,157104566091987_520869176382189,2022-02-22 10:32:19,status,,https://savelife.in.ua/donate/,savelife.in.ua,savelife
46002,46002,46002,2779203029050057272_3953168236,2022-02-22 10:47:20,album,,https://savelife.in.ua/donate/,savelife.in.ua,savelife
47083,47083,47083,100044171572604_488533392629042,2022-02-22 10:54:53,photo,,https://savelife.in.ua/donate/,savelife.in.ua,savelife
47316,47316,47316,1389096044639337_3158361611046096,2022-02-22 10:56:17,photo,,https://www.patreon.com/savelife_in_ua,www.patreon.com,patreon
55915,55915,55915,1897337713839879_3121751841398454,2022-02-22 11:45:49,photo,,https://savelife.in.ua/donate/,savelife.in.ua,savelife
66619,66619,66619,1564569017138634_3050507605211427,2022-02-22 12:48:26,link,savelife.in.ua is creating Posts and videos about Ukrainian veteran's rehabilitation | Patreon,https://www.patreon.com/savelife_in_ua,www.patreon.com,patreon
70361,70361,70361,278123902910317_972478233474877,2022-02-22 13:08:55,photo,,https://savelife.in.ua/en/donate/,savelife.in.ua,savelife
70729,70729,70729,10158760589469537,2022-02-22 13:11:31,photo,,https://savelife.in.ua/donate,savelife.in.ua,savelife
71594,71594,71594,241471363163590_962175131093206,2022-02-22 15:01:40,photo,,https://savelife.in.ua/donate,savelife.in.ua,savelife
72509,72509,72509,168601069908138_4450230901745112,2022-02-22 15:07:13,photo,,https://savelife.in.ua/donate,savelife.in.ua,savelife
74577,74577,74577,221273095148_10159693197970149,2022-02-22 15:19:40,link,Повернись живим | Благодійний фонд допомоги армії,https://savelife.in.ua/,savelife.in.ua,savelife
74741,74741,74741,2779340547501525413_15205626,2022-02-22 15:20:33,photo,,https://savelife.in.ua/donate/,savelife.in.ua,savelife
