,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
627742,627742,627742,81517275796_10159879191900797,2022-02-24 15:48:01,photo,,https://www.unicefusa.org/press/releases/statement-unicef-executive-director-catherine-m-russell-children-ukraine/39540,www.unicefusa.org,unicefusa
764233,764233,764233,145482672190487_7096609603744391,2022-02-24 19:59:06,native_video,,https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481,www.unicefusa.org,unicefusa
774015,774015,774015,122726917799559_7099052726833575,2022-02-24 20:16:36,native_video,,https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481,www.unicefusa.org,unicefusa
1183868,1183868,1183868,217359791618053_5023188567701794,2022-02-25 15:15:04,photo,,https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481,www.unicefusa.org,unicefusa
1222218,1222218,1222218,81517275796_10159881092510797,2022-02-25 16:19:01,link,UNICEF: Children in Crossfire of Ukraine Crisis,https://www.unicefusa.org/stories/unicef-children-crossfire-ukraine-crisis/39542,www.unicefusa.org,unicefusa
1477007,1477007,1477007,2782401049191523209_197209213,2022-02-26 20:41:14,photo,,https://www.unicefusa.org/,www.unicefusa.org,unicefusa
1686060,1686060,1686060,100044362512473_5166007583463476,2022-02-27 12:14:50,live_video_complete,,https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481,www.unicefusa.org,unicefusa
1714081,1714081,1714081,100068348416599_262487059372906,2022-02-27 13:11:25,link,This is a re-share of a post,https://www.unicefusa.org/stories/children-eastern-ukraine-fear-future/39547,www.unicefusa.org,unicefusa
1805867,1805867,1805867,253859494644770_5209309555766381,2022-02-27 17:00:21,link,UNICEF: Children Are Bearing Brunt of Intensifying Crisis in Ukraine,https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481,www.unicefusa.org,unicefusa
1829063,1829063,1829063,1923608194578266_3150472671891806,2022-02-27 18:07:57,link,UNICEF: Children Are Bearing Brunt of Intensifying Crisis in Ukraine,https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481,www.unicefusa.org,unicefusa
1872893,1872893,1872893,183369139673073_666362401373742,2022-02-27 20:10:40,link,UNICEF: Children Are Bearing Brunt of Intensifying Crisis in Ukraine,https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481?form=FUNKBHMZQDQ&utm_campaign=20220224_Brand&utm_medium=PaidSocial&utm_source=FacebookUnicefusa&utm_term=Ukraine2Test4&ms=PaidSocial_DIG_2022_Brand_20220224_FacebookUnicefusa_Ukraine2Test4_thinkdigital_none&initialms=PaidSocial_DIG_2022_Brand_20220224_FacebookUnicefusa_Ukraine2Test4_thinkdigital_none,www.unicefusa.org,unicefusa
