,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
272940,272940,272940,2780209202558017956_41082800330,2022-02-23 20:06:25,album,,https://razomforukraine.org/razom-emergency-response/.,razomforukraine.org,razomforukraine
274653,274653,274653,2780215196553980104_41082800330,2022-02-23 20:18:20,photo,,https://razomforukraine.org/razom-emergency-response/.,razomforukraine.org,razomforukraine
354547,354547,354547,429502570744882_1594049340956860,2022-02-24 06:40:52,link,This is a re-share of a post,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
354786,354786,354786,207697999771247_1125669021307469,2022-02-24 06:41:26,link,This is a re-share of a post,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
359451,359451,359451,1897337713839879_3123085007931804,2022-02-24 06:51:55,link,This is a re-share of a post,https://www.razomforukraine.org/donate/,www.razomforukraine.org,razomforukraine
379826,379826,379826,683604768349811_5107378345972409,2022-02-24 07:53:53,link,This is a re-share of a post,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
401834,401834,401834,220315018178717_1850835151793354,2022-02-24 08:38:32,link,This is a re-share of a post,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
419157,419157,419157,491979440815095_5355005204512470,2022-02-24 09:11:05,link,Donate,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
507398,507398,507398,3582613048463680_5089100604481576,2022-02-24 11:47:00,link,This is a re-share of a post,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
583983,583983,583983,121370122595360_840484190683946,2022-02-24 14:40:10,photo,,https://razomforukraine.org/razom-emergency-response/,razomforukraine.org,razomforukraine
659744,659744,659744,278677855391_10166553501835392,2022-02-24 16:49:49,link,This is a re-share of a post,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
697756,697756,697756,354776636844_10158593003541845,2022-02-24 17:46:26,link,This is a re-share of a post,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
760016,760016,760016,1460064310890752_3157815794448920,2022-02-24 19:50:51,link,This is a re-share of a post,https://razomforukraine.org/donate/,razomforukraine.org,razomforukraine
761895,761895,761895,2780928001313394508_4861791636,2022-02-24 19:54:33,photo,,https://razomforukraine.org/,razomforukraine.org,razomforukraine
789778,789778,789778,2780963617529724425_21471095418,2022-02-24 21:05:18,photo,,https://razomforukraine.org/razom-emergency-response/,razomforukraine.org,razomforukraine
