,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
867357,867357,867357,214779159077394_1041520866403215,2022-02-25 01:25:38,live_video_scheduled,,https://fundly.com/aid-to-the-people-of-ukraine-during-war,fundly.com,fundly
870676,870676,870676,214779159077394_481869563475351,2022-02-25 01:36:50,live_video_complete,,https://fundly.com/aid-to-the-people-of-ukraine-during-war,fundly.com,fundly
946056,946056,946056,514988625197477_5560050390691250,2022-02-25 06:01:28,youtube,Украина в беде. Нужна помощь!,:https://fundly.com/aid-to-the-people-of-ukraine-during-war,,
946454,946454,946454,3685359048161979_5227517823946086,2022-02-25 06:02:33,youtube,Украина в беде. Нужна помощь!,:https://fundly.com/aid-to-the-people-of-ukraine-during-war,,
954290,954290,954290,1416576975309217_2818730591760508,2022-02-25 06:24:49,link,Click here to support Aid for refugees from Ukraine by Neacsu Vlad,https://fundly.com/aid-for-refugees-from-ukraine,fundly.com,fundly
954455,954455,954455,862052670533334_7049990588406147,2022-02-25 06:25:11,link,Click here to support Aid for refugees from Ukraine by Neacsu Vlad,https://fundly.com/aid-for-refugees-from-ukraine,fundly.com,fundly
954513,954513,954513,464627030285212_4902149079866296,2022-02-25 06:25:19,link,Click here to support Aid for refugees from Ukraine by Neacsu Vlad,https://fundly.com/aid-for-refugees-from-ukraine,fundly.com,fundly
954665,954665,954665,470222430687700_669448504098424,2022-02-25 06:25:48,link,Click here to support Aid for refugees from Ukraine by Neacsu Vlad,https://fundly.com/aid-for-refugees-from-ukraine,fundly.com,fundly
1011405,1011405,1011405,188761891911977_1098587377596086,2022-02-25 08:49:35,youtube,Украина в беде. Нужна помощь!,:https://fundly.com/aid-to-the-people-of-ukraine-during-war,,
1185059,1185059,1185059,1249322145149175_4919434598137893,2022-02-25 15:16:55,live_video_complete,,https://fundly.com/aid-to-the-people-of-ukraine-during-war,fundly.com,fundly
1309051,1309051,1309051,2313253305588760_3157068021207280,2022-02-25 19:04:01,link,Soros Helped known Actor and Comedian Volodymyr Zelenskyy become President of Ukraine by Brainwashing the Country with a TV Series called “Servant of the People” – Leo Zagami,https://fundly.com/leo-lyon-zagami-ch...,fundly.com,fundly
1318399,1318399,1318399,517168809588627_532989404673234,2022-02-25 19:22:24,live_video_complete,,https://fundly.com/aid-to-the-people-of-ukraine-during-war,fundly.com,fundly
1529267,1529267,1529267,270742873906423_767749404205765,2022-02-27 04:33:29,link,Click here to support Stand with Ukraine by Friends of Ukraine RI,https://fundly.com/friends-of-ukraine-ri?fbclid=IwAR1iWtpi0t-0aI11gq9W_P2iBgaS1zBw8pyNrzCdhxTUYmG8J9xUhhgQB14,fundly.com,fundly
1557635,1557635,1557635,100057759892826_385488076719852,2022-02-27 06:56:48,photo,,https://fundly.com/run-for-ukraine-my-homeland,fundly.com,fundly
1661529,1661529,1661529,1528877650764091_3092496834402157,2022-02-27 11:20:21,link,Click here to support Ukraine to Berlin by Aonghus Murray,https://fundly.com/poland-to-berlin?ft_src=fb_share_campaign_card,fundly.com,fundly
1764595,1764595,1764595,214779159077394_1043087006246601,2022-02-27 15:20:57,link,Click here to support Aid to the people of Ukraine During War by YELENA NIKITSKAYA,https://fundly.com/aid-to-the-people-of-ukraine-during-war,fundly.com,fundly
1846821,1846821,1846821,296569815544787_451810323354068,2022-02-27 19:09:13,link,Click here to support Bake4Ukraine by Ivan S,https://fundly.com/bake4ukraine,fundly.com,fundly
1894865,1894865,1894865,489046371284507_1884827938373003,2022-02-27 21:07:05,link,Click here to support Bake4Ukraine by Ivan S,https://fundly.com/bake4ukraine?form=popup#https://fundly.com/bake4ukraine?form=popup#,fundly.com,fundly
1954873,1954873,1954873,157070704319331_5617605481599132,2022-02-28 03:16:01,photo,,fundly.com/support-locals-in-ukraine,,fundly
2139377,2139377,2139377,520218112107068_1104688536993353,2022-02-28 16:01:58,native_video,,https://fundly.com/m2/travel-fund-for-ukraine?support,fundly.com,fundly
2177115,2177115,2177115,100064859253023_324001269771846,2022-02-28 18:35:49,link,"Click here to support Run for Ukraine, My Homeland by Igor Tregub",https://fundly.com/run-for-ukraine-my-homeland,fundly.com,fundly
2469595,2469595,2469595,100044262227758_515302073288529,2022-03-01 17:22:07,native_video,,https://fundly.com/verifiable-ukraine-evacuation-resettlement-fund,fundly.com,fundly
2494262,2494262,2494262,100043913660218_474630821002384,2022-03-01 18:35:23,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2511096,2511096,2511096,624811284533293_1667584063589338,2022-03-01 19:29:12,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2537622,2537622,2537622,470222430687700_672387627137845,2022-03-01 20:59:44,link,Click here to support Funds For Ukraine by Jay Ziggs,https://fundly.com/funds-for-ukraine,fundly.com,fundly
2548986,2548986,2548986,311676736867194_532744521427080,2022-03-01 21:42:18,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2549118,2549118,2549118,619979751496658_2003654613129158,2022-03-01 21:42:47,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2549119,2549119,2549119,608108119605234_1458268841255820,2022-03-01 21:42:48,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2556585,2556585,2556585,884655754953266_4909003372518464,2022-03-01 22:14:08,link,Click here to support Pobl i Bobl - Apêl Wcrain - Ukraine Appeal by Paola Dyboski,https://fundly.com/pobl-i-bobl-apel-wcrain-ukraine-appeal,fundly.com,fundly
2557450,2557450,2557450,1209207505841902_4975456919216923,2022-03-01 22:18:12,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2562831,2562831,2562831,1416576975309217_2821959504770950,2022-03-01 22:44:58,link,Click here to support Funds For Ukraine by Jay Ziggs,https://fundly.com/funds-for-ukraine,fundly.com,fundly
2593320,2593320,2593320,552626958696221_1011770649448514,2022-03-02 01:26:17,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2669593,2669593,2669593,412329522277870_2022041181306688,2022-03-02 07:34:10,link,Click here to support Pobl i Bobl - Apêl Wcrain - Ukraine Appeal by Paola Dyboski,https://fundly.com/pobl-i-bobl-apel-wcrain-ukraine-appeal,fundly.com,fundly
2670217,2670217,2670217,1219148064780591_5487443884617633,2022-03-02 07:35:46,link,Click here to support Pobl i Bobl - Apêl Wcrain - Ukraine Appeal by Paola Dyboski,https://fundly.com/pobl-i-bobl-apel-wcrain-ukraine-appeal,fundly.com,fundly
2671075,2671075,2671075,1488337841381507_3166054026943205,2022-03-02 07:38:15,link,Click here to support Pobl i Bobl - Apêl Wcrain - Ukraine Appeal by Paola Dyboski,https://fundly.com/pobl-i-bobl-apel-wcrain-ukraine-appeal,fundly.com,fundly
2764564,2764564,2764564,100044262227758_515800289905374,2022-03-02 12:13:03,link,Update #2,https://fundly.com/verifiable-ukraine-evacuation-resettlement-fund/updates/89458,fundly.com,fundly
2840123,2840123,2840123,3247660082125680_3877279569163725,2022-03-02 15:47:36,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2840151,2840151,2840151,1152451401467896_4970810446298620,2022-03-02 15:47:41,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2840154,2840154,2840154,810586832714105_1385557565217026,2022-03-02 15:47:42,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2892249,2892249,2892249,1058985624525755_1324457384645243,2022-03-02 18:15:39,live_video_complete,,https://fundly.com/bake4ukraine,fundly.com,fundly
2906114,2906114,2906114,2785251978068781388_20579884285,2022-03-02 19:05:31,album,,https://fundly.com/bake4ukraine,fundly.com,fundly
3129358,3129358,3129358,433666466761054_4689314274529564,2022-03-03 10:53:20,link,Click here to support Relief Fund for NICUs in Ukraine by The Incubator Podcast,https://fundly.com/relief-fund-for-nicus-in-ukraine,fundly.com,fundly
3206050,3206050,3206050,100044262227758_516500659835337,2022-03-03 13:50:47,link,Update #3,https://fundly.com/verifiable-ukraine-evacuation-resettlement-fund/updates/89474,fundly.com,fundly
3250323,3250323,3250323,10159992466319104,2022-03-03 16:26:49,link,Click here to support Ukraine: DIRECT AID to local city Kamenets Podilsky by Elona Karafin,https://fundly.com/ukraine-direct-aid-to-local-city-kamenets-podilsky,fundly.com,fundly
3297164,3297164,3297164,2220499563_10159463375999564,2022-03-03 18:28:19,link,Click here to support Help Jewish Refugees (Families) Ukraine relocate in Europe by David Bigio,http://fundly.com/help-jewish-refugees-families-ukraine,fundly.com,fundly
3381750,3381750,3381750,747244759157093_1067443823803850,2022-03-04 00:44:41,link,Click here to support Ukraine Humanitarian Fund by Fundly Co,fundly.com/ukraine-humanitarian-fund-2,,fundly
3389718,3389718,3389718,1416576975309217_2823485391285028,2022-03-04 02:16:11,link,Click here to support Pray For Ukraine  by Allen McLeod,https://fundly.com/m2/pray-for-ukraine-1,fundly.com,fundly
3394011,3394011,3394011,876706595807618_2572677186210542,2022-03-04 02:38:12,link,Click here to support Ukraine: DIRECT AID to local city Kamenets Podilsky by Elona Karafin,https://fundly.com/ukraine-direct-aid-to-local-city-kamenets-podilsky,fundly.com,fundly
3737891,3737891,3737891,1489552841346818_2793441930957896,2022-03-06 00:19:13,photo,,https://fundly.com/help-escape-the-war,fundly.com,fundly
3744483,3744483,3744483,313709795379764_5131594596924569,2022-03-06 01:08:59,link,This is a re-share of a post,https://fundly.com/friends-of-ukraine-ri,fundly.com,fundly
3813928,3813928,3813928,186620132167568_1137498547079717,2022-03-06 09:39:59,link,Click here to support For the needs of Ukrainian people by Murad Habibulaiev,https://fundly.com/for-the-needs-of-ukrainian-people,fundly.com,fundly
3814732,3814732,3814732,474503869997892_1102876000494006,2022-03-06 09:42:53,link,Click here to support Help escape the war!!! by Yuliya Kokorina,https://fundly.com/help-escape-the-war,fundly.com,fundly
3815442,3815442,3815442,341361634127265_479761313620629,2022-03-06 09:45:49,photo,,https://fundly.com/help-escape-the-war,fundly.com,fundly
3820040,3820040,3820040,474503869997892_1102892460492360,2022-03-06 10:02:43,photo,,https://fundly.com/help-escape-the-war,fundly.com,fundly
3825686,3825686,3825686,474503869997892_1102907757157497,2022-03-06 10:23:48,photo,,https://fundly.com/help-escape-the-war?fbclid=IwAR3EVjXoa0sA_LvcZnYuVZ94EhLeX-ip5Psmx_8bU-Auab1iypjiaSc39mE,fundly.com,fundly
3826687,3826687,3826687,341361634127265_479778110285616,2022-03-06 10:28:03,photo,,https://fundly.com/help-escape-the-war?fbclid=IwAR3EVjXoa0sA_LvcZnYuVZ94EhLeX-ip5Psmx_8bU-Auab1iypjiaSc39mE,fundly.com,fundly
3827052,3827052,3827052,595404505184484_791694072222192,2022-03-06 10:29:21,photo,,https://fundly.com/help-escape-the-war?fbclid=IwAR3EVjXoa0sA_LvcZnYuVZ94EhLeX-ip5Psmx_8bU-Auab1iypjiaSc39mE,fundly.com,fundly
3827801,3827801,3827801,1483094532046867_1650946635261655,2022-03-06 10:31:21,photo,,https://fundly.com/help-escape-the-war?fbclid=IwAR3EVjXoa0sA_LvcZnYuVZ94EhLeX-ip5Psmx_8bU-Auab1iypjiaSc39mE,fundly.com,fundly
3845568,3845568,3845568,100993788450284_425819989300994,2022-03-06 11:36:16,link,Click here to support Ukraine Crisis Fund by Sumit Sharma,https://fundly.com/ukraine-crisis-fund,fundly.com,fundly
3891188,3891188,3891188,1830313950612091_2959177624392379,2022-03-06 14:39:08,link,Click here to support Solidarity with the Ukrainian brothers by Massoneria Italiana,https://fundly.com/solidarity-with-the-ukrainian-brothers,fundly.com,fundly
