,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
128791,128791,128791,321425301681519_1413248789165826,2022-02-22 20:46:23,link,Найдовший поетичний марафон / Встановлення національного рекорду / 5-6 березня 2022,https://voices.org.ua/,voices.org.ua,voices
139738,139738,139738,224923554186366_5321616727850331,2022-02-22 22:17:53,link,Найдовший поетичний марафон / Встановлення національного рекорду / 5-6 березня 2022,https://voices.org.ua/,voices.org.ua,voices
206861,206861,206861,1147844048559234_5179523288724603,2022-02-23 12:44:55,photo,,voices.org.ua/donat/,,voices
207005,207005,207005,102437606501858_4898427426902828,2022-02-23 12:45:44,photo,,voices.org.ua/donat/,,voices
207108,207108,207108,3161129903920843_5383257508374727,2022-02-23 12:46:21,photo,,voices.org.ua/donat/,,voices
207165,207165,207165,2399190093650270_3238947743007830,2022-02-23 12:46:44,photo,,voices.org.ua/donat/,,voices
207326,207326,207326,1546598028791634_4809290229189048,2022-02-23 12:47:59,photo,,voices.org.ua/donat/,,voices
207385,207385,207385,1376162335943666_3525053534387858,2022-02-23 12:48:21,photo,,voices.org.ua/donat/,,voices
207404,207404,207404,1050082905046439_4771510222903670,2022-02-23 12:48:32,photo,,voices.org.ua/donat/,,voices
207501,207501,207501,784658008251091_5052265661490283,2022-02-23 12:49:15,photo,,voices.org.ua/donat/,,voices
207591,207591,207591,536497789755742_7077143509024438,2022-02-23 12:49:50,photo,,voices.org.ua/donat/,,voices
207738,207738,207738,497559477065112_2165273706960339,2022-02-23 12:50:52,photo,,voices.org.ua/donat/,,voices
207904,207904,207904,421090261413963_1754496141406695,2022-02-23 12:52:04,photo,,voices.org.ua/donat/,,voices
208010,208010,208010,288305878306053_1416057622197534,2022-02-23 12:52:50,photo,,voices.org.ua/donat/,,voices
208151,208151,208151,262663210586127_1963441263841638,2022-02-23 12:53:39,photo,,voices.org.ua/donat/,,voices
208296,208296,208296,229111670530553_4654199604688382,2022-02-23 12:54:37,photo,,voices.org.ua/donat/,,voices
208318,208318,208318,160328507351736_5138805779503959,2022-02-23 12:54:47,photo,,voices.org.ua/donat/,,voices
224230,224230,224230,567742569994944_4228623170573514,2022-02-23 14:34:41,photo,,voices.org.ua/donat/,,voices
246884,246884,246884,1718831734996034_3082648468614347,2022-02-23 17:03:46,photo,,voices.org.ua/donat/,,voices
386680,386680,386680,310422660946586_356824312973087,2022-02-24 08:07:54,link,Голоси дітей,https://voices.org.ua/en/,voices.org.ua,voices
396911,396911,396911,2780582991816389772_36399379577,2022-02-24 08:29:04,photo,,https://voices.org.ua/donat/,voices.org.ua,voices
405322,405322,405322,520057091397328_4900752559994404,2022-02-24 08:45:11,status,,https://voices.org.ua/,voices.org.ua,voices
458686,458686,458686,364560976957508_4933490386731188,2022-02-24 10:23:26,photo,,https://voices.org.ua/,voices.org.ua,voices
537309,537309,537309,164856794021650_1285974978576487,2022-02-24 12:48:37,photo,,voices.org.ua/donat/,,voices
573871,573871,573871,1548875035337003_3880204628870687,2022-02-24 14:11:20,link,This is a re-share of a post,https://voices.org.ua/donat/,voices.org.ua,voices
714113,714113,714113,2780875923258206723_401602768,2022-02-24 18:11:04,album,,https://voices.org.ua/en/,voices.org.ua,voices
742825,742825,742825,291661567913221_1345349722544395,2022-02-24 18:55:01,photo,,HTTPS://Voices.org.ua/en/,Voices.org.ua,Voices
826365,826365,826365,2781016080086621800_5803906960,2022-02-24 22:49:32,album,,https://voices.org.ua/en/who-we-are/,voices.org.ua,voices
882204,882204,882204,65716971183_10158225076206184,2022-02-25 02:45:49,photo,,https://voices.org.ua/en/),voices.org.ua,voices
885921,885921,885921,1015107418961634_1333034693835570,2022-02-25 02:58:12,link,Голоси дітей,https://voices.org.ua/en/,voices.org.ua,voices
945636,945636,945636,1917259725249262_2732812467027313,2022-02-25 06:00:37,native_video,,https://voices.org.ua/,voices.org.ua,voices
1205745,1205745,1205745,1436819226595844_3142857612658655,2022-02-25 15:51:15,photo,,HTTPS://Voices.org.ua/en/,Voices.org.ua,Voices
1274083,1274083,1274083,2781596574100826748_23040613183,2022-02-25 18:02:56,photo,,https://voices.org.ua,voices.org.ua,voices
1295724,1295724,1295724,105626730835307_843062147091758,2022-02-25 18:40:52,photo,,https://voices.org.ua/,voices.org.ua,voices
1322178,1322178,1322178,173628627264449_636400614320579,2022-02-25 19:29:53,photo,,https://voices.org.ua/en/donat/,voices.org.ua,voices
1326084,1326084,1326084,401685756675797_2066033056907717,2022-02-25 19:36:36,photo,,https://voices.org.ua/en/donat/,voices.org.ua,voices
1334625,1334625,1334625,2781651707779930900_3265866,2022-02-25 19:53:36,video,,https://voices.org.ua,voices.org.ua,voices
1346710,1346710,1346710,1968396933383084_3026630134226420,2022-02-25 20:17:53,photo,,https://voices.org.ua/,voices.org.ua,voices
1376344,1376344,1376344,199565493730806_1632049573815717,2022-02-25 21:22:32,photo,,https://voices.org.ua/,voices.org.ua,voices
1382320,1382320,1382320,255225677925647_4844153309032838,2022-02-25 21:36:07,link,You can help Ukraine against Russian aggression | UACRISIS.ORG,https://voices.org.ua/,voices.org.ua,voices
1402319,1402319,1402319,156476441068956_4781969231852964,2022-02-25 22:25:56,link,This is a re-share of a post,https://voices.org.ua/donat/,voices.org.ua,voices
1403293,1403293,1403293,302108459897769_5064206823687885,2022-02-25 22:28:43,link,This is a re-share of a post,https://voices.org.ua/donat/,voices.org.ua,voices
1403714,1403714,1403714,36009331073_10158596291671074,2022-02-25 22:29:59,link,This is a re-share of a post,https://voices.org.ua/donat/,voices.org.ua,voices
1405458,1405458,1405458,195343027146599_5620727911274723,2022-02-25 22:33:53,link,This is a re-share of a post,https://voices.org.ua/donat/,voices.org.ua,voices
1407653,1407653,1407653,133067962009967_321544809828947,2022-02-25 22:40:41,link,This is a re-share of a post,https://voices.org.ua/donat/,voices.org.ua,voices
1502504,1502504,1502504,100050604544226_521497042880443,2022-02-27 01:48:59,link,Голоси дітей,https://voices.org.ua/en/,voices.org.ua,voices
1635295,1635295,1635295,200836306733753_2182257968591567,2022-02-27 10:18:31,photo,,https://voices.org.ua/en/donat/,voices.org.ua,voices
1718449,1718449,1718449,560316104002029_5230878883612371,2022-02-27 13:20:09,photo,,https://voices.org.ua/en/:,voices.org.ua,voices
1813556,1813556,1813556,1474568766098543_3215073798714689,2022-02-27 17:15:59,photo,,https://voices.org.ua/,voices.org.ua,voices
1842291,1842291,1842291,2783064513870498089_1116938764,2022-02-27 18:39:25,photo,,https://voices.org.ua/donat/,voices.org.ua,voices
1844351,1844351,1844351,2783067014699145275_48622792785,2022-02-27 18:44:23,album,,voices.org/ua,,voices
1869977,1869977,1869977,1739854762758924_4867070156704020,2022-02-27 20:03:20,photo,,https://voices.org.ua/en/,voices.org.ua,voices
1872095,1872095,1872095,239399946251567_1888852781306267,2022-02-27 20:08:37,photo,,https://voices.org.ua/en/,voices.org.ua,voices
1872315,1872315,1872315,614455502667863_1067268587386550,2022-02-27 20:09:11,photo,,https://voices.org.ua/en/,voices.org.ua,voices
1924256,1924256,1924256,269420503099547_7068602896514573,2022-02-27 23:46:17,link,Голоси дітей,https://voices.org.ua/en/,voices.org.ua,voices
1964952,1964952,1964952,102408254468023_709275230447986,2022-02-28 04:22:00,photo,,https://voices.org.ua/en/,voices.org.ua,voices
1976772,1976772,1976772,683793819641997_690686282286084,2022-02-28 05:33:34,link,This is a re-share of a post,https://voices.org.ua/donat/,voices.org.ua,voices
2044390,2044390,2044390,456487761140201_4661319750656960,2022-02-28 10:02:28,link,Fundraising Kizomba Friday,https://voices.org.ua/en/,voices.org.ua,voices
2126503,2126503,2126503,176812786145620_1265950237231864,2022-02-28 15:27:10,photo,,https://voices.org.ua/en/?fbclid=IwAR1i9SZsW2yv2EMqplueHnvdUwS78qsJK2ZN5D9j-_u2SbEK4lxEt4hqDPY,voices.org.ua,voices
2151061,2151061,2151061,178335707910_10159734151232911,2022-02-28 17:21:49,link,Голоси дітей,https://voices.org.ua/,voices.org.ua,voices
2212864,2212864,2212864,2783846106187791015_23250809,2022-02-28 20:32:18,photo,,https://voices.org.ua/en,voices.org.ua,voices
