,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
638292,638292,638292,35169196082_10159897579771083,2022-02-24 16:16:17,link,Ukraine Crisis - Project HOPE's Statement | Project HOPE,https://www.projecthope.org/ukraine-crisis-project-hopes-statement/02/2022/,www.projecthope.org,projecthope
1097786,1097786,1097786,169054876446733_5293183564033813,2022-02-25 12:16:19,status,,https://secure.projecthope.org/site/SPageNavigator/2022_02_Ukraine_Response_Web_UNR.html&s_subsrc=wb1,secure.projecthope.org,projecthope
1273636,1273636,1273636,35169196082_10159899729761083,2022-02-25 18:02:09,native_video,,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/,www.projecthope.org,projecthope
1414668,1414668,1414668,2781746444090799438_417504118,2022-02-25 23:00:39,photo,,https://secure.projecthope.org/site,secure.projecthope.org,projecthope
1491097,1491097,1491097,333101136774970_4980330638718640,2022-02-27 00:17:53,link,Crisis in Ukraine: How To Help | Project HOPE,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/,www.projecthope.org,projecthope
2249578,2249578,2249578,100044142263781_549741886507215,2022-02-28 22:54:09,link,Crisis in Ukraine: How To Help | Project HOPE,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/,www.projecthope.org,projecthope
2259527,2259527,2259527,104237051371667_486988006429901,2022-02-28 23:50:55,photo,,https://www.projecthope.org/⁠,www.projecthope.org,projecthope
2556020,2556020,2556020,35169196082_10159908132711083,2022-03-01 22:11:01,link,www.projecthope.org:=:https://www.projecthope.org/,https://www.projecthope.org/wp-content/uploads/2022/02/Project-HOPE_Ukraine-Response_SitRep-2_28-Feb-2022.pdf,www.projecthope.org,projecthope
2853881,2853881,2853881,123165551059755_5185415104834749,2022-03-02 16:35:49,photo,,https://secure.projecthope.org/site/Donation2;jsessionid=00000000.app30125a?8330.donation=form1%3Fautologin%3Dtrue&idb=1348598178&df_id=8330&mfc_pref=T&NONCE_TOKEN=72A04A516A0E936A7D4AC9D5961CAE4B,secure.projecthope.org,projecthope
3252467,3252467,3252467,162732060809445_1433789710370334,2022-03-03 16:31:02,link,"Project HOPE | Healing People, Transforming Lives",https://www.projecthope.org/,www.projecthope.org,projecthope
3388729,3388729,3388729,35169196082_10159912238691083,2022-03-04 02:10:53,native_video,,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/,www.projecthope.org,projecthope
3723249,3723249,3723249,35169196082_10159913729611083,2022-03-04 22:24:00,photo,,https://www.projecthope.org/crisis-in-ukraine-how-to-help/04/2022/,www.projecthope.org,projecthope
3898809,3898809,3898809,35169196082_10159916497936083,2022-03-06 15:33:20,native_video,,https://secure.projecthope.org/site/SPageNavigator/2022_02_Ukraine_Response_Web_UNR.html&s_subsrc=bt1,secure.projecthope.org,projecthope
3963308,3963308,3963308,35169196082_10159916867221083,2022-03-06 19:31:01,link,Project HOPE: Save a Life Today,https://secure.projecthope.org/site/SPageNavigator/2022_02_Ukraine_Response_Web_UNR.html&s_subsrc=bt1,secure.projecthope.org,projecthope
4151516,4151516,4151516,104153997794333_520910299452032,2022-03-07 17:54:54,link,Project HOPE: Save a Life Today,https://secure.projecthope.org/site/SPageNavigator/2019_03_redesign.html,secure.projecthope.org,projecthope
