,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
606265,606265,606265,28312410177_10158379594255178,2022-02-24 15:14:25,native_video,,https://www.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,www.wfp.org,wfp
1238098,1238098,1238098,87964505876_10158291637380877,2022-02-25 17:00:34,link,Ukraine: WFP ready to step in as conflict erupts | World Food Programme,https://www.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,www.wfp.org,wfp
2271541,2271541,2271541,100063746460775_362793479188865,2022-03-01 01:11:57,native_video,,https://www.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,www.wfp.org,wfp
2374629,2374629,2374629,135161246541513_4987429964647926,2022-03-01 12:22:37,photo,,https://de.wfp.org/stories/wfp-unterstuetzt-von-konflikt-der-ukraine-betroffene-menschen,de.wfp.org,wfp
2478416,2478416,2478416,873080776494687_1346871182448975,2022-03-01 17:47:49,link,🚨 Donate to Ukraine 🚨,https://donatenow.wfp.org/ukraine-appeal/?utm_source=facebook&utm_medium=cpm&utm_campaign=%7B%7Bcampaign.id%7D%7D&utm_content=1&utm_ad=%7B%7Bad.id%7D%7D&utm_adset=%7B%7Badset.id%7D%7D&utm_cid=7014y0000016J8JAAU,donatenow.wfp.org,wfp
2517039,2517039,2517039,166999388564291_396155778981983,2022-03-01 19:48:12,link,Ukraine appeal | World Food Programme,https://www.wfp.org/support-us/stories/ukraine-appeal,www.wfp.org,wfp
2517168,2517168,2517168,617500008869940_984449802174957,2022-03-01 19:48:37,link,Ukraine appeal | World Food Programme,https://www.wfp.org/support-us/stories/ukraine-appeal,www.wfp.org,wfp
2517294,2517294,2517294,458968291976968_661769105030218,2022-03-01 19:49:04,link,Ukraine appeal | World Food Programme,https://www.wfp.org/support-us/stories/ukraine-appeal,www.wfp.org,wfp
2518235,2518235,2518235,282427282647311_974407420115957,2022-03-01 19:52:22,link,Ukraine appeal | World Food Programme,https://www.wfp.org/support-us/stories/ukraine-appeal,www.wfp.org,wfp
2520220,2520220,2520220,2872869476261684_3195392664009362,2022-03-01 19:59:33,link,Ukraine appeal | World Food Programme,https://www.wfp.org/support-us/stories/ukraine-appeal,www.wfp.org,wfp
2521906,2521906,2521906,1628522954075989_3042908012637469,2022-03-01 20:03:32,link,Ukraine appeal | World Food Programme,https://www.wfp.org/support-us/stories/ukraine-appeal,www.wfp.org,wfp
2524269,2524269,2524269,1778319368856785_5104908872864468,2022-03-01 20:11:44,link,Ukraine appeal | World Food Programme,https://www.wfp.org/support-us/stories/ukraine-appeal,www.wfp.org,wfp
