,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
168677,168681,168681,1.4960605399104676e+18,1.4815320262472704e+18,TDF1515,2022-02-22 09:53:22,https://www.wfp.org/news/severe-hunger-tightens-grip-northern-ethiopia,www.wfp.org
1966804,1966834,1966834,1.496847768194896e+18,300860586.0,WFP_DE,2022-02-24 14:01:32,https://de.wfp.org/stories/ukraine-WFP-steht-bereit,de.wfp.org
1972503,1972535,1972535,1.4968509724627026e+18,168670636.0,MartinRentsch,2022-02-24 14:14:16,https://de.wfp.org/stories/ukraine-WFP-steht-bereit,de.wfp.org
2056034,2056067,2056067,1.4968990392998707e+18,1.0827666885657682e+18,RodriguezSchaap,2022-02-24 17:25:16,https://www.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,www.wfp.org
2058158,2058191,2058191,1.4969003187934454e+18,2363870911.0,CreoleBauer,2022-02-24 17:30:21,https://www.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,www.wfp.org
2059839,2059872,2059872,1.4969013076677304e+18,293446048.0,JakobKern1961,2022-02-24 17:34:17,https://www.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,www.wfp.org
2102353,2102386,2102386,1.4969258536573133e+18,298338819.0,Abduljaafar_,2022-02-24 19:11:49,https://www.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,www.wfp.org
2175844,2175877,2175877,1.496968052877017e+18,8.982935048830075e+17,robstarlingart,2022-02-24 21:59:30,https://www.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,www.wfp.org
2288952,2288988,2288988,1.497030828567982e+18,331466795.0,WFP_JP,2022-02-25 02:08:57,https://ja.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,ja.wfp.org
2290049,2290085,2290085,1.4970314874176307e+18,71991049.0,shinobuns,2022-02-25 02:11:34,https://ja.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,ja.wfp.org
2290241,2290277,2290277,1.4970316050049638e+18,7.058980384101294e+17,YCleio,2022-02-25 02:12:02,https://ja.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,ja.wfp.org
2334912,2334949,2334949,1.4970579953892106e+18,1.4141737191911793e+18,cocoro_cared,2022-02-25 03:56:54,https://ja.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,ja.wfp.org
2353148,2353185,2353185,1.4970681580956099e+18,82892250.0,tajima_daiki,2022-02-25 04:37:17,https://ja.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,ja.wfp.org
2353766,2353803,2353803,1.4970685023388344e+18,2495013330.0,toga940,2022-02-25 04:38:39,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2471837,2471877,2471877,1.497129960980435e+18,64836409.0,selmansalim,2022-02-25 08:42:52,"https://www.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts?utm_source=twitter,+linkedin,+facebook&utm_medium=postcard",www.wfp.org
2480299,2480339,2480339,1.4971342061278044e+18,1.3516675235701883e+18,Ihatemilkkkk,2022-02-25 08:59:44,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2483824,2483865,2483865,1.49713592578825e+18,1719117948.0,nemm_m,2022-02-25 09:06:34,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2483969,2484010,2484010,1.4971360006778757e+18,86359157.0,banka23,2022-02-25 09:06:52,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2484386,2484427,2484427,1.4971362104514355e+18,7.303218324279828e+17,nasunegidaikon,2022-02-25 09:07:42,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2484961,2485002,2485002,1.4971364836515758e+18,7.070593612065382e+17,nima_nini_mari,2022-02-25 09:08:47,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2485316,2485357,2485357,1.497136671795839e+18,1.0469672898143684e+18,yuimura_v,2022-02-25 09:09:32,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2486355,2486396,2486396,1.4971371877413806e+18,1.2911859310771323e+18,PaseriTaberuMan,2022-02-25 09:11:35,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2486574,2486615,2486615,1.4971372975482634e+18,1903105807.0,bellis_blue,2022-02-25 09:12:01,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2488286,2488327,2488327,1.4971381733353267e+18,2836772677.0,bafarin909,2022-02-25 09:15:30,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2488488,2488529,2488529,1.4971382741790392e+18,133104479.0,niyari_niyari,2022-02-25 09:15:54,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2489301,2489342,2489342,1.497138698218922e+18,312380388.0,flatlineweb,2022-02-25 09:17:35,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2494575,2494616,2494616,1.49714142869026e+18,1.0485559646961582e+18,jaspemineca,2022-02-25 09:28:26,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2503362,2503404,2503404,1.4971457315047506e+18,1655482705.0,summie_D,2022-02-25 09:45:32,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2507627,2507669,2507669,1.497147891416068e+18,1.2819041652249764e+18,pjpJ1pnZRVAjCdh,2022-02-25 09:54:07,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2507849,2507891,2507891,1.4971480010132726e+18,285608569.0,matsuuramomo,2022-02-25 09:54:33,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2511228,2511270,2511270,1.497149540256088e+18,1538520228.0,kx3g,2022-02-25 10:00:40,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2514409,2514452,2514452,1.4971510630988145e+18,113497315.0,jade7k,2022-02-25 10:06:43,https://ja.wfp.org/news/wfp-executive-director-statement-impact-conflict-ukraine,ja.wfp.org
2515357,2515400,2515400,1.497151523943379e+18,1161837757.0,teru_kidokoro,2022-02-25 10:08:33,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2515820,2515863,2515863,1.4971517461869568e+18,181644090.0,bbkmsh,2022-02-25 10:09:26,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
2516702,2516745,2516745,1.4971521486853366e+18,259059122.0,C_f_Nicolaus,2022-02-25 10:11:02,https://ja.wfp.org/stories/ukraine-wfp-ready-step-conflict-erupts,ja.wfp.org
