,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
747124,747138,747138,1.4963071309237248e+18,49436658.0,Neuron972,2022-02-23 02:13:14,https://crisisrelief.un.org/ukraine,crisisrelief.un.org
815945,815962,815962,1.4963409733911634e+18,18749565.0,afilina,2022-02-23 04:27:43,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
820242,820259,820259,1.4963431192515297e+18,7794552.0,ramsey,2022-02-23 04:36:14,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1055288,1055306,1055306,1.496454249638736e+18,9697482.0,ElizabethN,2022-02-23 11:57:50,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1074655,1074674,1074674,1.4964611936570737e+18,18749565.0,afilina,2022-02-23 12:25:26,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1093167,1093186,1093186,1.4964678749443318e+18,20437262.0,dap6000,2022-02-23 12:51:59,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1313757,1313778,1313778,1.4965474827671798e+18,619382822.0,imbluewisp,2022-02-23 18:08:19,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1314044,1314065,1314065,1.4965475891724698e+18,3312741898.0,theunawarewolf,2022-02-23 18:08:44,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1315508,1315529,1315529,1.496548174571393e+18,1.1888873902382694e+18,Horny_Chen_,2022-02-23 18:11:03,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1316110,1316131,1316131,1.4965483947891794e+18,9.775140446922916e+17,Devil_Bitezz,2022-02-23 18:11:56,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1317489,1317510,1317510,1.4965489139685253e+18,1.4897444117937562e+18,_Fawniers_,2022-02-23 18:14:00,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
1317674,1317695,1317695,1.4965489746685256e+18,1.403537304782844e+18,MareOfTheOcean,2022-02-23 18:14:14,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org
