,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
4265531,4265610,4265610,1.4980176353210163e+18,1.276241702639014e+18,ClareRaynor,2022-02-27 19:30:10,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4267286,4267366,4267366,1.4980184617123267e+18,86606520.0,RealMiBaWi,2022-02-27 19:33:27,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4268225,4268305,4268305,1.4980188896152535e+18,1.432336945640878e+18,alisonwebbSTA,2022-02-27 19:35:09,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4282854,4282934,4282934,1.4980259318936248e+18,3349211231.0,missjea,2022-02-27 20:03:08,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4283461,4283541,4283541,1.498026208138875e+18,1.4922140020338606e+18,rust18909724,2022-02-27 20:04:14,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4286407,4286487,4286487,1.498027609233535e+18,499158689.0,maria_cd2,2022-02-27 20:09:48,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4304855,4304935,4304935,1.4980365770958848e+18,821738922.0,carlachrisellis,2022-02-27 20:45:26,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4358323,4358404,4358404,1.4980612143033713e+18,1.276241702639014e+18,ClareRaynor,2022-02-27 22:23:20,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0iHMv5-i0wnSOdsfacsLxtZ_EXoaz--joQIOAZhJQUDAol0zf37oHMlCs#/,www.indiegogo.com
4362736,4362817,4362817,1.498063290274132e+18,19642372.0,Marenka,2022-02-27 22:31:35,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4374948,4375030,4375030,1.498068985983619e+18,1.2526754268470968e+18,Tricia16695450,2022-02-27 22:54:13,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4380999,4381081,4381081,1.4980718556384952e+18,1.4513145838939423e+18,carolca27483338,2022-02-27 23:05:37,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4416352,4416434,4416434,1.4980884561568113e+18,96390527.0,storbug,2022-02-28 00:11:35,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0h7KPSu8zZMGW4N2d0OcxJurC3rd621pGlRgnPBNgjLczvE3NrcrVNJUY#/,www.indiegogo.com
4431834,4431916,4431916,1.4980957502611374e+18,1.443665054348587e+18,Lizarnold90,2022-02-28 00:40:34,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine#/updates/all,www.indiegogo.com
4502292,4502374,4502374,1.4981276735617966e+18,95423058.0,MalcolmSunny,2022-02-28 02:47:25,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
4648964,4649047,4649047,1.4981915652354007e+18,2335286240.0,enfiesta14,2022-02-28 07:01:18,https://www.indiegogo.com/projects/raising-money-for-animal-shelters-in-ukraine?fbclid=IwAR0DWP8u96gneX7kJ4JSvM6MmKNq3PN3Z7BgFfpDA_fL8VKUvuAPbRzoWmY#/,www.indiegogo.com
