,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
5942309,5942426,5942426,1.4987044570638213e+18,761754500.0,KellieJDaniels,2022-03-01 16:59:21,https://venmo.com/u/equalityutah,venmo.com
6971413,6971553,6971553,1.4990856895053906e+18,10305252.0,herong,2022-03-02 18:14:14,https://venmo.com/u/Heron-Greenesmith,venmo.com
7034140,7034281,7034281,1.4991100342355436e+18,124878802.0,CanGal_39,2022-03-02 19:50:58,https://venmo.com/u/Heron-Greenesmith,venmo.com
7053097,7053239,7053239,1.4991173066931773e+18,2957260150.0,tthompsonmusic,2022-03-02 20:19:52,https://venmo.com/u/nancy-rommelmann,venmo.com
7054687,7054829,7054829,1.4991179480358134e+18,4568775333.0,MerenBrah,2022-03-02 20:22:25,https://venmo.com/u/nancy-rommelmann,venmo.com
7055006,7055148,7055148,1.4991180783234826e+18,55150841.0,iambradk,2022-03-02 20:22:56,https://venmo.com/u/nancy-rommelmann,venmo.com
7055100,7055242,7055242,1.4991181033635635e+18,55150841.0,iambradk,2022-03-02 20:23:02,https://venmo.com/u/nancy-rommelmann,venmo.com
7056562,7056704,7056704,1.4991187113069158e+18,99530254.0,nylerobin,2022-03-02 20:25:27,https://venmo.com/u/nancy-rommelmann,venmo.com
7057264,7057406,7057406,1.4991189844356833e+18,1449946814.0,melsorbit,2022-03-02 20:26:32,https://venmo.com/u/nancy-rommelmann,venmo.com
7066474,7066616,7066616,1.4991226124624445e+18,244253126.0,BitchyLiberty,2022-03-02 20:40:57,https://venmo.com/u/nancy-rommelmann,venmo.com
7069772,7069914,7069914,1.4991239330434703e+18,202925018.0,StevenVolynets,2022-03-02 20:46:12,https://venmo.com/u/nancy-rommelmann,venmo.com
7070920,7071062,7071062,1.4991243659836334e+18,124622618.0,thatjenmonroe,2022-03-02 20:47:55,https://venmo.com/u/nancy-rommelmann,venmo.com
7074217,7074359,7074359,1.499125606881153e+18,225109823.0,Rustyzhansen,2022-03-02 20:52:51,https://venmo.com/u/nancy-rommelmann,venmo.com
7076168,7076310,7076310,1.499126374333776e+18,49407684.0,IleanaAlmog,2022-03-02 20:55:54,https://venmo.com/u/nancy-rommelmann,venmo.com
7080197,7080339,7080339,1.499127883876475e+18,17398973.0,BarnMaven,2022-03-02 21:01:54,https://venmo.com/u/nancy-rommelmann,venmo.com
7084590,7084733,7084733,1.4991295377532805e+18,73393387.0,Timberati,2022-03-02 21:08:28,https://venmo.com/u/nancy-rommelmann,venmo.com
7117013,7117157,7117157,1.4991416793032622e+18,1.3236963625764004e+18,VEB32140686,2022-03-02 21:56:43,https://venmo.com/u/nancy-rommelmann,venmo.com
7119489,7119633,7119633,1.4991426145656218e+18,1.4504876425465733e+18,Truther_2021,2022-03-02 22:00:26,https://venmo.com/u/nancy-rommelmann,venmo.com
7214596,7214742,7214742,1.4991783088310026e+18,9.42928105395585e+17,thepurplepros,2022-03-03 00:22:16,https://venmo.com/u/nancy-rommelmann,venmo.com
7261405,7261551,7261551,1.499195565032325e+18,146065272.0,HJArey,2022-03-03 01:30:51,https://venmo.com/u/nancy-rommelmann,venmo.com
7398104,7398251,7398251,1.499246030818136e+18,634244496.0,briejw,2022-03-03 04:51:23,https://venmo.com/u/equalityutah,venmo.com
7495827,7495974,7495974,1.4992816514357248e+18,16597389.0,bethanyshondark,2022-03-03 07:12:55,https://venmo.com/u/nancy-rommelmann,venmo.com
7547204,7547351,7547351,1.4992986637383557e+18,71384704.0,sorrowen,2022-03-03 08:20:31,https://venmo.com/u/nancy-rommelmann,venmo.com
8122594,8122756,8122756,1.4995027463196017e+18,3380357519.0,lizzywol,2022-03-03 21:51:28,https://venmo.com/u/nancy-rommelmann,venmo.com
8123434,8123596,8123596,1.4995030360745042e+18,1.1920963357695386e+18,vin_jc,2022-03-03 21:52:37,https://venmo.com/u/nancy-rommelmann,venmo.com
8132398,8132561,8132561,1.4995060475931116e+18,14792263.0,ScottGreenfield,2022-03-03 22:04:35,https://venmo.com/u/nancy-rommelmann,venmo.com
8133525,8133688,8133688,1.4995064119565763e+18,15652014.0,theprez98,2022-03-03 22:06:02,https://venmo.com/u/nancy-rommelmann,venmo.com
8135303,8135466,8135466,1.499507020856189e+18,23871446.0,drunkasscat,2022-03-03 22:08:27,https://venmo.com/u/nancy-rommelmann,venmo.com
8995039,8995224,8995224,1.4998136367553126e+18,16060994.0,superdavetn,2022-03-04 18:26:50,https://venmo.com/u/nancy-rommelmann,venmo.com
