,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
485467,485475,485475,1.496188974066512e+18,1.4777590070372147e+18,emUWUily,2022-02-22 18:23:43,https://www.savethechildren.org.uk/where-we-work/europe/ukraine,www.savethechildren.org.uk
1050198,1050216,1050216,1.496452264759804e+18,1.4838183702817464e+18,FragmentedNFT,2022-02-23 11:49:57,https://www.savethechildren.org.uk/where-we-work/europe/ukraine,www.savethechildren.org.uk
1704819,1704843,1704843,1.4967159286454845e+18,9.032736513231258e+17,_NINE_________,2022-02-24 05:17:39,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1722505,1722529,1722529,1.496728952202621e+18,1.4933837064251845e+18,ShoeyNFT,2022-02-24 06:09:24,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1737391,1737415,1737415,1.4967375881572393e+18,1.4678911267407995e+18,dokjalvrs,2022-02-24 06:43:43,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1740025,1740049,1740049,1.49673914441608e+18,1.2613039373381386e+18,misscloudstrife,2022-02-24 06:49:54,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1740794,1740818,1740818,1.496739614219985e+18,1.3102788076313354e+18,peronatwt,2022-02-24 06:51:46,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1744898,1744922,1744922,1.4967418156424724e+18,212298649.0,informed_edu,2022-02-24 07:00:31,https://www.savethechildren.org.uk/where-we-work/europe/ukraine,www.savethechildren.org.uk
1748099,1748123,1748123,1.4967434055351992e+18,1.1907784199837082e+18,KlKURAGEZ,2022-02-24 07:06:50,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1748344,1748368,1748368,1.4967435191043727e+18,1.3813238658511954e+18,ihrtcxs,2022-02-24 07:07:17,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1751449,1751473,1751473,1.4967450452983235e+18,1.274269581444477e+18,tiffstudies,2022-02-24 07:13:21,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1756490,1756514,1756514,1.4967476085088788e+18,1.156915796850938e+18,robotwithaplan,2022-02-24 07:23:32,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1758332,1758356,1758356,1.4967485060814807e+18,1.4238535145607045e+18,halziondei,2022-02-24 07:27:06,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1762374,1762398,1762398,1.4967504227483238e+18,1.4663072037284372e+18,reonasnyubara,2022-02-24 07:34:43,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1766829,1766853,1766853,1.496752507384701e+18,40224645.0,HardenStance,2022-02-24 07:43:00,https://www.savethechildren.org.uk/where-we-work/europe/ukraine,www.savethechildren.org.uk
1768151,1768175,1768175,1.4967531279444582e+18,1.471661766597759e+18,gaonsburger,2022-02-24 07:45:28,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1771754,1771778,1771778,1.4967548354539274e+18,1.318193030621352e+18,MEDAL_co,2022-02-24 07:52:15,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1772157,1772181,1772181,1.496755032317997e+18,1.0557063336666604e+18,FlanikBones,2022-02-24 07:53:02,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1773958,1773982,1773982,1.4967558796552643e+18,1.480911408451793e+18,sapphglory,2022-02-24 07:56:24,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1775427,1775451,1775451,1.4967565845292483e+18,1.4740979396351795e+18,votreartiste,2022-02-24 07:59:12,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1776746,1776770,1776770,1.4967571464066048e+18,1.486795713841406e+18,slutforrep,2022-02-24 08:01:26,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1778231,1778255,1778255,1.4967577921866465e+18,1.478967491971846e+18,infectmeren,2022-02-24 08:04:00,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1778837,1778861,1778861,1.4967580563774546e+18,1.3852702668135752e+18,pissmoment,2022-02-24 08:05:03,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1781149,1781173,1781173,1.4967590671502213e+18,1.4905759294160773e+18,luvvashy,2022-02-24 08:09:04,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1782919,1782943,1782943,1.496759851430654e+18,1.4784720645290476e+18,graciesrockland,2022-02-24 08:12:11,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1783251,1783275,1783275,1.4967599984912056e+18,1.1785573001155338e+18,GratiaSeia,2022-02-24 08:12:46,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1783580,1783604,1783604,1.4967601325708698e+18,4352202861.0,seokookoo,2022-02-24 08:13:18,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1785757,1785781,1785781,1.4967610508757156e+18,1.405520222988161e+18,latinokoo,2022-02-24 08:16:57,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1787057,1787081,1787081,1.4967615926538936e+18,1.1856581531044864e+18,_ineslouro_,2022-02-24 08:19:06,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1787803,1787827,1787827,1.4967618984018125e+18,1.3805662889850388e+18,jooseungeon,2022-02-24 08:20:19,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1788728,1788752,1788752,1.4967622760443658e+18,1.3384777114596966e+18,poorfake,2022-02-24 08:21:49,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
1790068,1790092,1790092,1.4967628127601336e+18,1.226840063058817e+18,jikossk,2022-02-24 08:23:57,https://www.savethechildren.org/us/where-we-work/ukraine,www.savethechildren.org
