,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
412,412,412,1.4959777355458232e+18,1.2855267799191388e+18,therealdoxian,2022-02-22 04:24:20,https://voices.org.ua/en/,voices.org.ua
826,826,826,1.4959779211309916e+18,9.30821508204843e+17,pinkontrail,2022-02-22 04:25:04,https://voices.org.ua/en/,voices.org.ua
1072,1072,1072,1.4959780435375677e+18,1.23924743380625e+18,KathleenRMC1,2022-02-22 04:25:34,https://voices.org.ua/en/,voices.org.ua
1277,1277,1277,1.4959781318486385e+18,1.2550706965496136e+18,LemStraw,2022-02-22 04:25:55,https://voices.org.ua/en/,voices.org.ua
1812,1812,1812,1.4959783717838397e+18,2516626579.0,OurTriumph,2022-02-22 04:26:52,https://voices.org.ua/en/,voices.org.ua
3053,3053,3053,1.4959789626059817e+18,1.1141353439582496e+18,autumn_sky96,2022-02-22 04:29:13,https://voices.org.ua/en/,voices.org.ua
3281,3281,3281,1.4959790774796698e+18,2564565526.0,BoulderFezfrog,2022-02-22 04:29:40,https://voices.org.ua/en/,voices.org.ua
3695,3695,3695,1.4959792546134835e+18,988013797.0,PfchangsG,2022-02-22 04:30:22,https://voices.org.ua/en/,voices.org.ua
3908,3908,3908,1.4959793436040765e+18,9.154485906419098e+17,shellneal2501,2022-02-22 04:30:44,https://voices.org.ua/en/,voices.org.ua
4297,4297,4297,1.4959795099459748e+18,9.658316412171182e+17,joann_shimonis,2022-02-22 04:31:23,https://voices.org.ua/en/,voices.org.ua
4434,4434,4434,1.4959795690646815e+18,1.1404119741085368e+18,tundrawing24,2022-02-22 04:31:37,https://voices.org.ua/en/,voices.org.ua
5278,5278,5278,1.4959799427056558e+18,1.271932545043583e+18,NyakiwaPuwusu,2022-02-22 04:33:06,https://voices.org.ua/en/,voices.org.ua
5513,5513,5513,1.495980056576934e+18,209664031.0,b1ack_math,2022-02-22 04:33:34,https://voices.org.ua/en/,voices.org.ua
5602,5602,5602,1.495980095521104e+18,1.4914223624656773e+18,twing_laura,2022-02-22 04:33:43,https://voices.org.ua/en/,voices.org.ua
6120,6120,6120,1.4959803460343357e+18,1.0479759337502351e+18,nicknole76,2022-02-22 04:34:43,https://voices.org.ua/en/,voices.org.ua
6819,6819,6819,1.495980690512429e+18,9.2263124287667e+17,arcadian5443,2022-02-22 04:36:05,https://voices.org.ua/en/,voices.org.ua
7651,7651,7651,1.4959810793454387e+18,9.469519807060746e+17,ohwormzo,2022-02-22 04:37:37,https://voices.org.ua/en/,voices.org.ua
7708,7708,7708,1.4959811127656858e+18,1.3730115690182984e+18,deetbeeps,2022-02-22 04:37:45,https://voices.org.ua/en/,voices.org.ua
8005,8005,8005,1.4959812623638938e+18,1.214187942047912e+18,JEANSW1FE,2022-02-22 04:38:21,https://voices.org.ua/en/,voices.org.ua
