,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
2174684,2174717,2174717,1.4969673771662582e+18,319659041.0,theEvanJohnson,2022-02-24 21:56:49,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/,www.projecthope.org
2242375,2242410,2242410,1.4970047146213786e+18,21101163.0,Bluebeaner,2022-02-25 00:25:11,https://www.projecthope.org/Lifesaving,www.projecthope.org
2325338,2325375,2325375,1.4970525929286984e+18,1.0071182761099836e+18,OrangePancake20,2022-02-25 03:35:26,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/,www.projecthope.org
2353999,2354036,2354036,1.497068624065925e+18,1.4729260285238725e+18,amielew47205915,2022-02-25 04:39:08,http://projecthope.org,projecthope.org
2468592,2468632,2468632,1.497128380273156e+18,1.0825499050408182e+18,Doxos3,2022-02-25 08:36:35,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/,www.projecthope.org
2768101,2768149,2768149,1.4972715877073715e+18,18169636.0,projecthopeorg,2022-02-25 18:05:39,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/#UkraineCrisis,www.projecthope.org
2775504,2775552,2775552,1.497275264639791e+18,7.303297126948086e+17,carrie_tudor,2022-02-25 18:20:15,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/#UkraineCrisis,www.projecthope.org
2779047,2779095,2779095,1.497276891727741e+18,1.467382736784552e+18,edenXDs,2022-02-25 18:26:43,https://secure.projecthope.org/site/SPageNavigator/2022_02_adssearchukraine.html?autologin=true&mfc_pref=T&s_src=ads&s_subsrc=ads_sem_gs_topical_d2d_ukraine022422&utm_source=fundraising&utm_medium=ads&utm_campaign=ukraine+rr&gclid=Cj0KCQiAmeKQBhDvARIsAHJ7mF7-VAhdUb2Ynb3F-XtkozZSkj8_jzB57ob9aNM08u7JqXJwWGLFsuQaAinnEALw_wcB,secure.projecthope.org
2789512,2789560,2789560,1.4972816895249777e+18,8.356623221022188e+17,gitouttamyface,2022-02-25 18:45:47,https://secure.projecthope.org/site/SPageNavigator/2022_02_Ukraine_Response_Web_UNR.html&s_subsrc=oth,secure.projecthope.org
2830144,2830193,2830193,1.4973007614447657e+18,1.1395135519352136e+18,fchadfallout76,2022-02-25 20:01:34,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/#UkraineCrisis,www.projecthope.org
2830334,2830383,2830383,1.497300849512571e+18,4839966009.0,HellsPurest,2022-02-25 20:01:55,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/#UkraineCrisis,www.projecthope.org
2849096,2849145,2849145,1.4973101063750984e+18,3366427319.0,KyleM315,2022-02-25 20:38:42,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/#UkraineCrisis,www.projecthope.org
3024849,3024899,3024899,1.4973978726685983e+18,7.384942265733366e+17,fatedanathema,2022-02-26 02:27:27,https://www.projecthope.org/crisis-in-ukraine.../02/2022/,www.projecthope.org
3084108,3084158,3084158,1.4974287259520942e+18,38605872.0,Orangeolive7,2022-02-26 04:30:03,https://www.projecthope.org/crisis-in-ukraine-how-to-help/02/2022/,www.projecthope.org
