,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
1243,1243,1243,1.495978114790396e+18,1.2875267397411512e+18,ywssimp,2022-02-22 04:25:51,http://savelife.in.ua,savelife.in.ua
1462,1462,1462,1.4959782108947128e+18,1.0460526496473784e+18,ne_miha_,2022-02-22 04:26:14,http://savelife.in.ua,savelife.in.ua
9586,9586,9586,1.495982049475416e+18,1.4696592597515264e+18,veganfugu,2022-02-22 04:41:29,https://savelife.in.ua/en/donate/,savelife.in.ua
13613,13613,13613,1.4959839499858493e+18,1.2377863444134134e+18,victoriussin,2022-02-22 04:49:02,https://savelife.in.ua/,savelife.in.ua
17220,17220,17220,1.495985647940735e+18,17236969.0,Addark,2022-02-22 04:55:47,https://savelife.in.ua/ru/donate/,savelife.in.ua
17469,17469,17469,1.4959857694287503e+18,9.492926101533408e+17,fass_ssy,2022-02-22 04:56:16,http://savelife.in.ua,savelife.in.ua
17548,17548,17548,1.4959858191438725e+18,1.3441811143662756e+18,dodadodedado,2022-02-22 04:56:28,https://savelife.in.ua/ru/donate/,savelife.in.ua
18459,18459,18459,1.495986290772394e+18,1.1137931804393268e+18,manglegrove,2022-02-22 04:58:20,https://savelife.in.ua/ru/donate/,savelife.in.ua
19853,19853,19853,1.4959869645411574e+18,1.0939981971507569e+18,art_soboro,2022-02-22 05:01:01,https://savelife.in.ua/ru/donate/,savelife.in.ua
20960,20960,20960,1.495987516473856e+18,7.296709566717665e+17,kirka_phantom,2022-02-22 05:03:12,https://savelife.in.ua/,savelife.in.ua
21303,21303,21303,1.4959876811883684e+18,2471693217.0,YoRHaw,2022-02-22 05:03:51,https://savelife.in.ua/ru/donate/,savelife.in.ua
21536,21536,21536,1.495987798209446e+18,1.0853788054123848e+18,oneiikin,2022-02-22 05:04:19,https://savelife.in.ua/ru/donate/,savelife.in.ua
21632,21632,21632,1.4959878418301993e+18,1.0941021248063857e+18,AChoille,2022-02-22 05:04:30,http://savelife.in.ua,savelife.in.ua
22178,22178,22178,1.4959881321179832e+18,1.159765112829485e+18,lalatuchya,2022-02-22 05:05:39,http://savelife.in.ua,savelife.in.ua
22614,22614,22614,1.4959883792924262e+18,3786872055.0,Star__Strider,2022-02-22 05:06:38,https://savelife.in.ua/ru/donate/,savelife.in.ua
24097,24097,24097,1.495989198062506e+18,856959757.0,walterlekh,2022-02-22 05:09:53,http://savelife.in.ua,savelife.in.ua
24201,24201,24201,1.4959892408947876e+18,359764099.0,hellcthulhu,2022-02-22 05:10:03,http://savelife.in.ua,savelife.in.ua
24802,24802,24802,1.4959895317110866e+18,3306622707.0,hitrones,2022-02-22 05:11:13,http://savelife.in.ua,savelife.in.ua
25557,25557,25557,1.4959899449254953e+18,7.533568269016105e+17,Tomasz_Banaszak,2022-02-22 05:12:51,http://savelife.in.ua,savelife.in.ua
26202,26202,26202,1.4959903049563628e+18,1.2147380126737367e+18,Stlhd100,2022-02-22 05:14:17,https://savelife.in.ua/en/donate/,savelife.in.ua
