,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
52651,52651,tasDaVwIe_M,Fellowship Springfield Live,UCiMxN-IeW5p8TJCX4ccFifw,2022-03-01 21:57:52,Ukraine Russian Conflict Discussion,"['https://www.caritas.org/2022/02/caritas-in-ukraine-the-situation-is-dramatic-but-we-are-staying-to-help/', 'https://www.mercycorps.org/blog/humanitarian-catastrophe-looms-ukraine', 'https://voices.org.ua/en/', 'https://www.facebook.com/nazcompassion']","['www.caritas.org', 'www.mercycorps.org', 'voices.org.ua', 'www.facebook.com']"
62256,62256,-dutR-QkIuQ,DJ Peacecat,UCmNmP572T7SYWc-Ey6wRylA,2022-03-03 04:19:46,Ukrainian National Anthem (Rock the Bells Remix),"['https://www.directrelief.org', 'https://www.mercycorps.org/donate/crisis-ukraine-give-now', 'https://give.internationalmedicalcorps.org/page/99837/donate/1?ea.tracking.id=DP~UA22~DPHHU2202', 'https://support.savethechildren.org/site/Donation2?df_id=5751&mfc_pref=T&5751.donation=form1']","['www.directrelief.org', 'www.mercycorps.org', 'give.internationalmedicalcorps.org', 'support.savethechildren.org']"
151766,151766,pjTqmU3dwK8,King Solomon,UCYXvemxnjwbQ64y6Q12ytnw,2022-03-18 23:00:10,XRP/RIPPLE/RUSSIA'S SBERBANK - RUSSIA IS SHOWING IT'S HAND.,"['https://www.washingtonpost.com/business/putins-war-could-make-central-banks-a-crypto-battlefield/2022/03/17/e2995ab0-a648-11ec-8628-3da4fa8f8714_story.html', 'https://www.mercycorps.org/sites/default/files/2022-02/MCV-Pilot-Insights-Report_Stablecoin-and-Digital-Microwork-in-Kenya-Web.pdf', 'https://itrust.capital/solomon', 'https://patreon.com/hailtotheking', 'https://twitter.com/XRP_OWL']","['www.washingtonpost.com', 'www.mercycorps.org', 'itrust.capital', 'patreon.com', 'twitter.com']"
182274,182274,AZaj2IBu4Bc,Resistance Pictures,UCbKqmrZGrIKkSSOMrBjeiqw,2022-03-26 00:39:11,SUNFLOWER,"['https://unitedhelpukraine.org/donate', 'https://secure.unitedway.org/a/unitedforukraine', 'https://www.kidsave.org/standwithukraine', 'https://www.mercycorps.org/donate/crisis-ukraine-give-now', 'https://www.globalgiving.org/projects/ukraine-crisis-relief-fund']","['unitedhelpukraine.org', 'secure.unitedway.org', 'www.kidsave.org', 'www.mercycorps.org', 'www.globalgiving.org']"
185186,185186,Pe8eUjBinMg,David Galloway,UCO7jwzAVQVvo4oER7WF00SQ,2022-03-26 19:47:12,Prayer for Ukraine,"['https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine', 'https://www.savethechildren.org.uk/', 'https://msf.org.uk/article/ukraine-msf-mobilises-response-ukraine-and-nearby-countries', 'https://www.actionaid.org.uk/', 'https://europe.mercycorps.org/en-gb/donate/crisis-ukraine-give-now-0']","['www.unicef.org.uk', 'www.savethechildren.org.uk', 'msf.org.uk', 'www.actionaid.org.uk', 'europe.mercycorps.org']"
190159,190159,LEJcjacAEl4,David Galloway,UCO7jwzAVQVvo4oER7WF00SQ,2022-03-28 13:04:32,The Strangers Case #People4Peace,"['https://www.refugeesathome.org/', 'https://www.roomforrefugees.com/', 'https://www.shelter4ua.com/ua', 'https://resetuk.org/', 'https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine', 'https://www.savethechildren.org.uk/', 'https://msf.org.uk/article/ukraine-msf-mobilises-response-ukraine-and-nearby-countries', 'https://www.actionaid.org.uk/', 'https://europe.mercycorps.org/en-gb/donate/crisis-ukraine-give-now-0']","['www.refugeesathome.org', 'www.roomforrefugees.com', 'www.shelter4ua.com', 'resetuk.org', 'www.unicef.org.uk', 'www.savethechildren.org.uk', 'msf.org.uk', 'www.actionaid.org.uk', 'europe.mercycorps.org']"
190160,190160,LEJcjacAEl4,David Galloway,UCO7jwzAVQVvo4oER7WF00SQ,2022-03-28 13:04:32,The Strangers Case #People4Peace,"['https://www.refugeesathome.org/', 'https://www.roomforrefugees.com/', 'https://www.shelter4ua.com/ua', 'https://resetuk.org/', 'https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine', 'https://www.savethechildren.org.uk/', 'https://msf.org.uk/article/ukraine-msf-mobilises-response-ukraine-and-nearby-countries', 'https://www.actionaid.org.uk/', 'https://europe.mercycorps.org/en-gb/donate/crisis-ukraine-give-now-0']","['www.refugeesathome.org', 'www.roomforrefugees.com', 'www.shelter4ua.com', 'resetuk.org', 'www.unicef.org.uk', 'www.savethechildren.org.uk', 'msf.org.uk', 'www.actionaid.org.uk', 'europe.mercycorps.org']"
229984,229984,oWYrQq4w_b0,Three Blind Men and An Elephant Productions,UCZb8uqR_73t8DlfpVfVbiEw,2022-04-09 13:18:32,More than a Photographer in Ukraine (Conversation with Jens Krauer),"['https://hias.org', 'https://unitedhelpukraine.org', 'https://www.directrelief.org', 'https://www.mercycorps.org', 'https://savethechildren.org', 'https://www.rescue.org/', 'https://voices.org.ua/en/', 'https://www.patrreon.com/hughbrownstone']","['hias.org', 'unitedhelpukraine.org', 'www.directrelief.org', 'www.mercycorps.org', 'savethechildren.org', 'www.rescue.org', 'voices.org.ua', 'www.patrreon.com']"
229985,229985,oWYrQq4w_b0,Three Blind Men and An Elephant Productions,UCZb8uqR_73t8DlfpVfVbiEw,2022-04-09 13:18:32,More than a Photographer in Ukraine (Conversation with Jens Krauer),"['https://hias.org', 'https://unitedhelpukraine.org', 'https://www.directrelief.org', 'https://www.mercycorps.org', 'https://savethechildren.org', 'https://www.rescue.org/', 'https://voices.org.ua/en/', 'https://www.patrreon.com/hughbrownstone']","['hias.org', 'unitedhelpukraine.org', 'www.directrelief.org', 'www.mercycorps.org', 'savethechildren.org', 'www.rescue.org', 'voices.org.ua', 'www.patrreon.com']"
253038,253038,ODg3uXSxGhA,Bstitchsketch,UCQRdUcquWXMMwKOSiYhFwkQ,2022-04-18 03:37:12,A Morning Phone Call: An Animatic for Ukraine,"['https://www.kidsave.org/standwithukraine/', 'https://www.mercycorps.org/donate/crisis-ukraine-give-now', 'https://www.americares.org/', 'https://secure.unitedway.org/a/unitedforukraine', 'https://www.ukraine.who.foundation/', 'https://www.icrc.org/en/donate/ukraine', 'https://www.savethechildren.org/us/where-we-work/ukraine', 'https://help.rescue.org/donate/ukraine-acq?ms=ws_resq_top_nav_btn_fy22_ukraine_mmus_feb_n6568&initialms=ws_resq_top_nav_btn_fy22_ukraine_mmus_feb_n6568', 'https://www.globalgiving.org/projects/ukraine-crisis-relief-fund/', 'https://www.unrefugees.org/', 'https://www.unicef.org/emergencies/war-ukraine-pose-immediate-threat-children', 'https://voices.org.ua/en/', 'https://www.defendukraine.org/donate', 'https://ukrainedefensefund.org/', 'https://www.instagram.com/bstitchsketch/', 'https://twitter.com/b_stitch25']","['www.kidsave.org', 'www.mercycorps.org', 'www.americares.org', 'secure.unitedway.org', 'www.ukraine.who.foundation', 'www.icrc.org', 'www.savethechildren.org', 'help.rescue.org', 'www.globalgiving.org', 'www.unrefugees.org', 'www.unicef.org', 'voices.org.ua', 'www.defendukraine.org', 'ukrainedefensefund.org', 'www.instagram.com', 'twitter.com']"
