,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
13380,13380,BjhTyUTjoeU,DeepseaOddities,UCzXpJub6qs5O8OT-xYgiIOA,2022-02-24 19:43:55,DSO Stands With Ukraine💙💛🇺🇦,"['https://razomforukraine.org/donate/', 'https://razomforukraine.org/razom-emergency-response/', 'https://www.facebook.com/donate/507886070680475/', 'https://www.rsukraine.org/', 'https://www.instagram.com/ukraine.ua/?hl=en']","['razomforukraine.org', 'razomforukraine.org', 'www.facebook.com', 'www.rsukraine.org', 'www.instagram.com']"
15703,15703,8i48ECqMlXc,Sarah R Lazarus Comedy,UCPaTJN-A0VRkkHkGFdY4sDw,2022-02-25 03:55:16,Actress Solves Ukraine Conflict (Annalynne McCord Satire),"['https://www.rsukraine.org/', 'https://www.instagram.com/sarahrlazarus/', 'https://twitter.com/sarahrlazarus', 'https://www.tiktok.com/@sarahrlazarus...']","['www.rsukraine.org', 'www.instagram.com', 'twitter.com', 'www.tiktok.com']"
21603,21603,D55d4UTejjA,space nomad,UC5F145QqTpRar46YkA4ei9g,2022-02-25 19:48:02,MAKING GAMES TO HELP UKRAINE,"['https://www.rsukraine.org/', 'https://twitter.com/space_noomad']","['www.rsukraine.org', 'twitter.com']"
34718,34718,itTvl_RZpNI,Covenant Festival,UC4OAEo-tFoAKo1h7EXHEl1g,2022-02-27 17:00:23,Tithe - Fields (Death in June cover),"['http://tithefolk.bandcamp.com', 'http://espejodeldiablo.bandcamp.com', 'http://www.rsukraine.org']","['tithefolk.bandcamp.com', 'espejodeldiablo.bandcamp.com', 'www.rsukraine.org']"
38208,38208,-tXmQ9rZZBM,Free Brave Ukraine,UCLIzNsMWZbhPnu7hbBujK7g,2022-02-28 05:55:38,Free Brave Ukraine,"['https://www.doctorswithoutborders.org', 'https://www.icrc.org/en/donate/ukraine', 'https://novaukraine.org/donate/', 'https://www.rsukraine.org/about-us', 'https://uacrisis.org/en/help-ukraine', 'https://give.unrefugees.org/220224ukr_emer_d_4983/', 'https://www.unicefusa.org/', 'https://unitedhelpukraine.org/about-us', 'https://voices.org.ua/donat/', 'https://twitter.com/Ukraine']","['www.doctorswithoutborders.org', 'www.icrc.org', 'novaukraine.org', 'www.rsukraine.org', 'uacrisis.org', 'give.unrefugees.org', 'www.unicefusa.org', 'unitedhelpukraine.org', 'voices.org.ua', 'twitter.com']"
45522,45522,BktIVQX3A8A,Impression Blend,UCNn4abWwUhzNWVnahuOJ6cQ,2022-03-01 03:06:56,This is important!,"['https://how-to-help-ukraine-now.super.site/', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://uahelp.monobank.ua', 'https://savelife.in.ua/en/donate/', 'https://armysos.com.ua/en/help-the-army', 'http://wings-phoenix.org.ua/en/about-fund/', 'https://vostok-sos.org/en/make-a-donation/', 'https://www.rsukraine.org', 'https://moz.gov.ua/article/news/moz-ta-chervonij-hrest-vidkrivajut-rahunok-dlja-dopomogi-medikam', 'https://redcross.org.ua/en/2022/02/donate-to-support-the-ukrainian-red-cross-to-help-civilians-in-this-difficult-time-for-ukraine/', 'https://voices.org.ua/en/donat/', 'https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine/', 'https://www.icrc.org/en/donate/ukraine', 'https://how-to-help-ukraine-now.super.site/sign-the-petition', 'https://www.patreon.com/ImpressionBlend', 'http://www.twitter.com/ImpressionBlend', 'http://instagram.com/impressionblend', 'http://letterboxd.com/ImpressionBlend', 'http://www.goodreads.com/ImpressionBlend', 'http://www.impressionblend.com', 'https://www.youtube.com/c/StephCozzaStudios']","['how-to-help-ukraine-now.super.site', 'bank.gov.ua', 'uahelp.monobank.ua', 'savelife.in.ua', 'armysos.com.ua', 'wings-phoenix.org.ua', 'vostok-sos.org', 'www.rsukraine.org', 'moz.gov.ua', 'redcross.org.ua', 'voices.org.ua', 'www.unicef.org.uk', 'www.icrc.org', 'how-to-help-ukraine-now.super.site', 'www.patreon.com', 'www.twitter.com', 'instagram.com', 'letterboxd.com', 'www.goodreads.com', 'www.impressionblend.com', 'www.youtube.com']"
45523,45523,BktIVQX3A8A,Impression Blend,UCNn4abWwUhzNWVnahuOJ6cQ,2022-03-01 03:06:56,This is important!,"['https://how-to-help-ukraine-now.super.site/', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://uahelp.monobank.ua', 'https://savelife.in.ua/en/donate/', 'https://armysos.com.ua/en/help-the-army', 'http://wings-phoenix.org.ua/en/about-fund/', 'https://vostok-sos.org/en/make-a-donation/', 'https://www.rsukraine.org', 'https://moz.gov.ua/article/news/moz-ta-chervonij-hrest-vidkrivajut-rahunok-dlja-dopomogi-medikam', 'https://redcross.org.ua/en/2022/02/donate-to-support-the-ukrainian-red-cross-to-help-civilians-in-this-difficult-time-for-ukraine/', 'https://voices.org.ua/en/donat/', 'https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine/', 'https://www.icrc.org/en/donate/ukraine', 'https://how-to-help-ukraine-now.super.site/sign-the-petition', 'https://www.patreon.com/ImpressionBlend', 'http://www.twitter.com/ImpressionBlend', 'http://instagram.com/impressionblend', 'http://letterboxd.com/ImpressionBlend', 'http://www.goodreads.com/ImpressionBlend', 'http://www.impressionblend.com', 'https://www.youtube.com/c/StephCozzaStudios']","['how-to-help-ukraine-now.super.site', 'bank.gov.ua', 'uahelp.monobank.ua', 'savelife.in.ua', 'armysos.com.ua', 'wings-phoenix.org.ua', 'vostok-sos.org', 'www.rsukraine.org', 'moz.gov.ua', 'redcross.org.ua', 'voices.org.ua', 'www.unicef.org.uk', 'www.icrc.org', 'how-to-help-ukraine-now.super.site', 'www.patreon.com', 'www.twitter.com', 'instagram.com', 'letterboxd.com', 'www.goodreads.com', 'www.impressionblend.com', 'www.youtube.com']"
45682,45682,kmvKaEFIu1Y,Words About Games,UCrvR6cBZz3w-pj2dU6aXepw,2022-03-01 03:52:23,Games Industry Pledges Support For Ukraine | Words About Games Podcast #294,"['https://www.savethechildren.org.uk/where-we-work/europe/ukraine', 'https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine/', 'https://razomforukraine.org/razom-emergency-response/', 'https://www.rsukraine.org/', 'https://voices.org.ua/en/', 'https://donate.redcross.org.uk/appeal/ukraine-crisis-appeal', 'https://www.gofundme.com/f/helpukraine']","['www.savethechildren.org.uk', 'www.unicef.org.uk', 'razomforukraine.org', 'www.rsukraine.org', 'voices.org.ua', 'donate.redcross.org.uk', 'www.gofundme.com']"
65197,65197,7o1lakNbNCY,Crystal Wisdom with Shannon Marie,UCSShjWIgWHd0bIlK63TNvmQ,2022-03-03 14:00:03,Help Send Reiki Energy to the Ukraine 🇺🇦 No Reiki Experience Needed 💗Moldavite Reiki,"['https://ukraine.ua/news/stand-with-ukraine/', 'https://wck.org/relief/activation-chefs-for-ukraine', 'https://www.globalgiving.org/projects/ukraine-crisis-relief-fund/', 'https://togetherrising.org/give/', 'https://razomforukraine.org/', 'https://novaukraine.org/', 'http://www.uahospitals.org/', 'https://redcross.org.ua/en/', 'https://voices.org.ua/en/', 'https://www.unicef.org/ukraine/en/donate-now', 'https://donate.unhcr.org/int/', 'https://www.rsukraine.org/']","['ukraine.ua', 'wck.org', 'www.globalgiving.org', 'togetherrising.org', 'razomforukraine.org', 'novaukraine.org', 'www.uahospitals.org', 'redcross.org.ua', 'voices.org.ua', 'www.unicef.org', 'donate.unhcr.org', 'www.rsukraine.org']"
68939,68939,T7DKCWWhPkk,Joe Scott - TMI,UCqi721JsXlf0wq3Z_cNA_Ew,2022-03-03 23:34:34,Slava Ukraini | TMI,"['https://www.youtube.com/watch?v=LJNtfyq3TDE', 'https://www.youtube.com/watch?v=If61baWF4GE', 'https://www.youtube.com/user/flintyara/featured', 'https://www.youtube.com/channel/UCnmEz-Q8w4meSGoQdd-cQBw', 'https://savelife.in.ua/en/donate/', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://www.rsukraine.org/about-us', 'https://bit.ly/3CiidAD', 'https://razomforukraine.org/', 'https://www.projecthope.org/', 'https://www.uahospitals.org/', 'https://voices.org.ua/en/']","['www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'savelife.in.ua', 'bank.gov.ua', 'www.rsukraine.org', 'bit.ly', 'razomforukraine.org', 'www.projecthope.org', 'www.uahospitals.org', 'voices.org.ua']"
75461,75461,6UtCnwgTiLs,Rodney The Urbanite,UCnKkdUOh39keiTyrM7c_biQ,2022-03-04 20:00:03,Vancouverites In Solidarity With Ukraine 🇨🇦🇺🇦,"['https://goo.gl/peHHCX', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://www.cufoundation.ca/donate/', 'https://www.facebook.com/donate/337101825010055/', 'https://bcufoundation.com/donate-today/', 'https://www.rsukraine.org/', 'https://www.givesendgo.com/defendUkraineFund', 'https://voices.org.ua/en/', 'https://youtube.com/channel/UCnKkdUOh39keiTyrM7c_biQ', 'https://www.instagram.com/sir_kanto/', 'https://www.instagram.com/rawdnees_cooking/', 'https://soundcloud.com/sir-kanto']","['goo.gl', 'bank.gov.ua', 'www.cufoundation.ca', 'www.facebook.com', 'bcufoundation.com', 'www.rsukraine.org', 'www.givesendgo.com', 'voices.org.ua', 'youtube.com', 'www.instagram.com', 'www.instagram.com', 'soundcloud.com']"
97820,97820,XS6gwFBO_aM,Café Libertário,UCmhpqvtjSv3dYqBM-IfVxgw,2022-03-08 15:01:50,5 FORMAS de AJUDAR os UCRANIANOS,"['https://www.youtube.com/channel/UCmhpqvtjSv3dYqBM-IfVxgw/join', 'https://odysee.com/$/invite/@cafelibertario:0', 'https://www.youtube.com/channel/UCvrSKfJ9FLcOxNDqDKPFqIA', 'https://linktr.ee/cafelibertario', 'https://en.wikipedia.org/wiki/Come_Back_Alive', 'https://www.rsukraine.org/about-us', 'https://donate.redcrossredcrescent.org/ua/donate/~my-donation?_cv=1']","['www.youtube.com', 'odysee.com', 'www.youtube.com', 'linktr.ee', 'en.wikipedia.org', 'www.rsukraine.org', 'donate.redcrossredcrescent.org']"
169824,169824,WBV-FG0fg9c,Ward Carroll,UCiUteckG37fXz0g5h8iZ_0g,2022-03-23 11:29:14,Using Drones to Break Russian Sieges in Ukraine,"['https://www.patreon.com/wardcarroll', 'https://www.usni.org/punks-trilogy-reissue.', 'https://www.amazon.com/dp/B09R1MX8SY', 'https://my-store-b7f9c9.creator-spring.com', 'https://my-store-b7f9c9.creator-spring.com/listing/buy-slava-ukraini.', 'https://www.rsukraine.org']","['www.patreon.com', 'www.usni.org', 'www.amazon.com', 'my-store-b7f9c9.creator-spring.com', 'my-store-b7f9c9.creator-spring.com', 'www.rsukraine.org']"
169825,169825,WBV-FG0fg9c,Ward Carroll,UCiUteckG37fXz0g5h8iZ_0g,2022-03-23 11:29:14,Using Drones to Break Russian Sieges in Ukraine,"['https://www.patreon.com/wardcarroll', 'https://www.usni.org/punks-trilogy-reissue.', 'https://www.amazon.com/dp/B09R1MX8SY', 'https://my-store-b7f9c9.creator-spring.com', 'https://my-store-b7f9c9.creator-spring.com/listing/buy-slava-ukraini.', 'https://www.rsukraine.org']","['www.patreon.com', 'www.usni.org', 'www.amazon.com', 'my-store-b7f9c9.creator-spring.com', 'my-store-b7f9c9.creator-spring.com', 'www.rsukraine.org']"
