,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
44694,44694,0uadPQDws64,Stand With Ukraine,UC64Ydr9mU_lCOvD79X9k1IQ,2022-02-28 23:35:17,יחד לניצחון,"['https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'http://helpukraine.center/en', 'https://supportukrainenow.org/']","['bank.gov.ua', 'helpukraine.center', 'supportukrainenow.org']"
58470,58470,3fQoysisJxs,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-02 16:27:07,Bawrut  | HÖR - Mar 2 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
58890,58890,0iOMIU6X1k0,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-02 17:17:11,GLITTER55 | HÖR - Mar 2 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
59286,59286,t8YGGUSJdcg,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-02 18:11:48,Prince Of Deptford | HÖR - Mar 2 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
59710,59710,hPJPRvy3EHE,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-02 19:15:06,Lilith. | HÖR - Mar 2 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
60095,60095,MoyZRbodpWg,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-02 20:17:53,Keinemusik - Adam Port | HÖR - Mar 2 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
60494,60494,sDgFfy2qHso,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-02 21:24:00,Keinemusik - Reznik | HÖR - Mar 2 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
66426,66426,865Wg045YoU,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-03 16:51:28,De Missie - Dissolver (LIVE) | HÖR - Mar 3 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
66972,66972,rju_aulorTk,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-03 17:57:14,De Missie - Delano Legito | HÖR - Mar 3 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
67675,67675,q5vPeQ-Kz4s,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-03-03 19:36:35,Marhu | HÖR - Mar 3 / 2022,"['https://www.globalcitizen.org/en/content/ways-to-help-ukraine-conflict/', 'https://linktr.ee/ukrainehelpberlin', 'https://supportukrainenow.org/', 'https://linktr.ee/ksvarnon', 'https://www.invited.world/']","['www.globalcitizen.org', 'linktr.ee', 'supportukrainenow.org', 'linktr.ee', 'www.invited.world']"
