,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
19520,19520,D6n88IrsN4U,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-02-25 15:09:54,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - Yulav | HÖR - Feb 25 / 2022,['https://crisisrelief.un.org/t/ukraine'],['crisisrelief.un.org']
20023,20023,giqdxmdhi3E,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-02-25 16:10:54,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - MIU LING | HÖR - Feb 25 / 2022,['https://crisisrelief.un.org/t/ukraine'],['crisisrelief.un.org']
20476,20476,iN4f5ZhJ904,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-02-25 17:09:40,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - Amotik | HÖR - Feb 25 / 2022,['https://crisisrelief.un.org/t/ukraine'],['crisisrelief.un.org']
20933,20933,pwo0OL0y_2I,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-02-25 18:09:40,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - SORAYA | HÖR - Feb 25 / 2022,['https://crisisrelief.un.org/t/ukraine'],['crisisrelief.un.org']
20934,20934,pwo0OL0y_2I,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-02-25 18:09:40,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - SORAYA | HÖR - Feb 25 / 2022,['https://crisisrelief.un.org/t/ukraine'],['crisisrelief.un.org']
21381,21381,oGy0Y-4HTZc,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-02-25 19:09:20,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - James Lotion | HÖR - Feb 25 / 2022,['https://crisisrelief.un.org/t/ukraine'],['crisisrelief.un.org']
21716,21716,YI0twSrdbd0,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-02-25 20:02:00,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - Sparkly Pony | HÖR - Feb 25 / 2022,['https://crisisrelief.un.org/t/ukraine'],['crisisrelief.un.org']
22125,22125,95OUY6d_s64,HÖR BERLIN,UCmfF7JZv26UUKyRedViGIlw,2022-02-25 21:05:44,HÖR SUPPORTS - UKRAINE EMERGENCY FUNDRAISER - Dgeral | HÖR - Feb 25 / 2022,['https://crisisrelief.un.org/t/ukraine'],['crisisrelief.un.org']
39624,39624,si1ZdU3wYr8,slidan,UCr1Pf6rqk3h8b1APvAt42Bw,2022-02-28 10:29:32,WW3 knocked at my door in Ukraine [IN ENGLISH],"['https://savelife.in.ua/en/', 'https://helpukrainewin.org/', 'https://crisisrelief.un.org/ukraine-crisis?gclid=CjwKCAiAgvKQBhBbEiwAaPQw3JT1MTrPCbIdAbYDYPNvAp1bC4vmZRhKY0alaZVwfmdLcl8Lmhrf2RoCZdQQAvD_BwE', 'https://usukraine.org/take-action/donate/']","['savelife.in.ua', 'helpukrainewin.org', 'crisisrelief.un.org', 'usukraine.org']"
59419,59419,Cr6jIeFnhcw,Cause Specialist - Empowering Nonprofits,UCFwkrWTgCUReum2ADksK7Ig,2022-03-02 18:32:29,How can I Fundraise to Support the Ukraine Relief Effort,"['https://novaukraine.org/', 'https://voices.org.ua/en/', 'https://crisisrelief.un.org/', 'https://www.redcross.ca/', 'http://www.ukrainesupportfund.org/home.html']","['novaukraine.org', 'voices.org.ua', 'crisisrelief.un.org', 'www.redcross.ca', 'www.ukrainesupportfund.org']"
61697,61697,XXgHcGMWk30,Mawifamily,UC7gzlKv7nvAQWgXP3_CWyTQ,2022-03-03 02:09:51,"Shlømo - Cassie Raptor, for ""We stand with Ukraine""","['https://crisisrelief.un.org/t/ukraine', 'https://everybodycan.com.ua']","['crisisrelief.un.org', 'everybodycan.com.ua']"
68893,68893,q9-X7Fen6ac,TheSun King,UCZaajVhi_ZldJ8egharQYoQ,2022-03-03 23:25:53,"1March2022 Ukrainian News, THE SUN KING66, Seeking the TRUTH, no matter where it leads","['https://crisisrelief.un.org/t/ukraine', 'https://donate.doctorswithoutborders.org/secure/donate', 'https://www.globalgiving.org/projects/ukraine-crisis-relief-fund/', 'https://help.rescue.org/donate', 'https://razomforukraine.org/donate/', 'https://www.jdc.org/disasters/ukraine-response/', 'https://secure2.convio.net/waort/site/Donation2;jsessionid=00000000.app20109b?5951.donation=form1&df_id=5951&mfc_pref=T&NONCE_TOKEN=7BC908C12D12B1662C7A51CC526E5E07', 'https://wupj.org/news/2022/02/51971/world-union-launchs-ukraine-crisis-fund/']","['crisisrelief.un.org', 'donate.doctorswithoutborders.org', 'www.globalgiving.org', 'help.rescue.org', 'razomforukraine.org', 'www.jdc.org', 'secure2.convio.net', 'wupj.org']"
81884,81884,JSm9ouCLPk4,Oxana Del Carpio,UCE4C_Bc-7hEHyXLhostNyEg,2022-03-05 20:48:04,STAND WITH UKRAINE | what to do to help out | TT,"['https://voices.org.ua/en/', 'https://www.gofundme.com/f/kyivindependent-launch', 'https://www.facebook.com/sunflowerofpeace/', 'https://donate.redcrossredcrescent.org/ua/donate/~my-donation?_cv=1', 'https://www.withukraine.org/en', 'https://crisisrelief.un.org/t/ukraine', 'https://www.google.com/maps/d/u/0/viewer?mid=1qnWbUKDpxiydf-4yyzHu3hbtsOxYB8VY&ll=51.18440093602859%2C15.006103413940437&z=4', 'https://news.airbnb.com/help-ukraine/', 'https://petition.parliament.uk/petitions/607314?fbclid=IwAR1QKTVDuAB8X9lDMLUVIvy2Jxx5IaiDoL6XfZ6U4EFKqTWhIAXv5zmHBlw', 'https://act.38degrees.org.uk/act/safe-passage-ukraine?bucket=facebook-post-24_2_2022_ukraine_ol_fb&fbclid=IwAR1xqwsDz1QT1NHyeF2t5FJEfMyEp1kDxPjVWoiKKembe6x04oSuP8tZxlg&utm_campaign=24_2_2022_ukraine_ol_fb&utm_medium=post&utm_source=facebook', 'https://www.change.org/p/borisjohnson-and-ukhomeoffice-help-ukrainian-refugees-helpukrainianrefugees', 'https://secure.avaaz.org/campaign/en/stop_the_war_loc/?bwURqab&signup=1&cl=19107022033&v=138307&_checksum=1ff11e7db694d0da8e83969b5eadb7f748ecc263ffe547e77784ddc29bddbbc8', 'https://kyivindependent.com', 'https://english.nv.ua', 'https://www.instagram.com/oxana.dc/', 'https://twitter.com/oxanadc', 'https://www.youtube.com/watch?v=Q5mxcdnwWbQ']","['voices.org.ua', 'www.gofundme.com', 'www.facebook.com', 'donate.redcrossredcrescent.org', 'www.withukraine.org', 'crisisrelief.un.org', 'www.google.com', 'news.airbnb.com', 'petition.parliament.uk', 'act.38degrees.org.uk', 'www.change.org', 'secure.avaaz.org', 'kyivindependent.com', 'english.nv.ua', 'www.instagram.com', 'twitter.com', 'www.youtube.com']"
82019,82019,N3nk0OefcjQ,TheSun King,UCZaajVhi_ZldJ8egharQYoQ,2022-03-05 21:19:38,"3March2022 Ukrainian News, THE SUN KING66, Seeking the TRUTH, no matter where it leads","['https://crisisrelief.un.org/t/ukraine', 'https://donate.doctorswithoutborders.org/secure/donate', 'https://www.globalgiving.org/projects/ukraine-crisis-relief-fund/', 'https://help.rescue.org/donate', 'https://razomforukraine.org/donate/', 'https://www.jdc.org/disasters/ukraine-response/', 'https://secure2.convio.net/waort/site/Donation2;jsessionid=00000000.app20109b?5951.donation=form1&df_id=5951&mfc_pref=T&NONCE_TOKEN=7BC908C12D12B1662C7A51CC526E5E07', 'https://wupj.org/news/2022/02/51971/world-union-launchs-ukraine-crisis-fund/']","['crisisrelief.un.org', 'donate.doctorswithoutborders.org', 'www.globalgiving.org', 'help.rescue.org', 'razomforukraine.org', 'www.jdc.org', 'secure2.convio.net', 'wupj.org']"
82199,82199,PnruQDXIhRA,Richard McVeigh | BEAUTY IN SOUND,UCkdRXZZXDmLJM6XBnUpIoog,2022-03-05 22:14:20,"🎵 An Organ Recital for LENT 2022 | Bach, Duruflé, Mendelssohn, Alain & more!","['https://crisisrelief.un.org/ukraine-crisis.', 'https://www.youtube.com/channel/UCkdRXZZXDmLJM6XBnUpIoog/join', 'https://www.patreon.com/beautyinsound', 'https://www.paypal.me/RichardMcVeigh', 'https://www.facebook.com/groups/organistsassociation', 'https://forms.gle/XoqcdzGTt6YRP6Mx6', 'https://www.fb.com/beautyinsoundmusic', 'https://www.twitter.com/beautyinsound']","['crisisrelief.un.org', 'www.youtube.com', 'www.patreon.com', 'www.paypal.me', 'www.facebook.com', 'forms.gle', 'www.fb.com', 'www.twitter.com']"
82200,82200,PnruQDXIhRA,Richard McVeigh | BEAUTY IN SOUND,UCkdRXZZXDmLJM6XBnUpIoog,2022-03-05 22:14:20,"🎵 An Organ Recital for LENT 2022 | Bach, Duruflé, Mendelssohn, Alain & more!","['https://crisisrelief.un.org/ukraine-crisis.', 'https://www.youtube.com/channel/UCkdRXZZXDmLJM6XBnUpIoog/join', 'https://www.patreon.com/beautyinsound', 'https://www.paypal.me/RichardMcVeigh', 'https://www.facebook.com/groups/organistsassociation', 'https://forms.gle/XoqcdzGTt6YRP6Mx6', 'https://www.fb.com/beautyinsoundmusic', 'https://www.twitter.com/beautyinsound']","['crisisrelief.un.org', 'www.youtube.com', 'www.patreon.com', 'www.paypal.me', 'www.facebook.com', 'forms.gle', 'www.fb.com', 'www.twitter.com']"
82743,82743,gw5JY71j3ok,Priscila Serrano,UCrkJ91kAlYgR465d8VEb49g,2022-03-06 01:33:29,Ukraine charity concert - Guerrilla Radio - Rage Against The Machine tribute band - Norway,"['https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine/', 'https://donate.unhcr.org/int/en/ukraine-emergency?gclid=Cj0KCQiA95aRBhCsARIsAC2xvfyFpbQGNlRqSmCq9_LMR-g0FsxuXCMe7XGdVPPDierxKjsg5gbedJcaArhtEALw_wcB&gclsrc=aw.ds', 'https://help.rescue.org/donate/ukraine-web?initialms=ws_ftr_fy22_ukraine&ms=ws_ftr_fy22_ukraine', 'https://donatenow.wfp.org/ukraine-appeal/~my-donation?_ga=2.116270095.806438961.1646657781-465150492.1646657781&_gac=1.87911146.1646657781.Cj0KCQiA95aRBhCsARIsAC2xvfyFYj0sQ4RPQ6ZbKmUnPW-RJqGLLijjCwudzbCtGUB4jZlEolNHojAaAgB0EALw_wcB&_cv=1', 'https://crisisrelief.un.org/ukraine-crisis?gclid=Cj0KCQiA95aRBhCsARIsAC2xvfyi_n6fVnjg31Eyt3tTpTWUdvXWELZi8kt0PW3USZt5qi4ZQu5qChMaAnbPEALw_wcB']","['www.unicef.org.uk', 'donate.unhcr.org', 'help.rescue.org', 'donatenow.wfp.org', 'crisisrelief.un.org']"
89166,89166,elXwzvRroU0,Only In Sedona Yoga,UC_Fw8rmKA7qS8i9YWwh7OAA,2022-03-07 07:15:00,Peace Vinyasa To Restorative Yoga Flow,"['https://crisisrelief.un.org/t/ukraine', 'https://www.forbes.com/advisor/personal-finance/donate-relief-to-ukraine/', 'https://buildpalestine.com/2021/05/15/trusted-organizations-to-donate-to-palestine/', 'https://borgenproject.org/5-organizations-helping-during-the-yemen-crisis/', 'https://arab.org/portal/somalia/where-to-donate/']","['crisisrelief.un.org', 'www.forbes.com', 'buildpalestine.com', 'borgenproject.org', 'arab.org']"
