,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
34699,34699,CR-ds8c_PkQ,Sashka,UCuB3qjWes1E8t4yUmbP360Q,2022-02-27 17:00:06,Unsere Familien fliehen und die Ukraine braucht eure Hilfe,"['https://elinor.network/gastfreundschaft-ukraine/', 'http://www.helpukraine.center', 'https://life.pravda.com.ua/health/2022/02/27/247585/']","['elinor.network', 'www.helpukraine.center', 'life.pravda.com.ua']"
34700,34700,CR-ds8c_PkQ,Sashka,UCuB3qjWes1E8t4yUmbP360Q,2022-02-27 17:00:06,Unsere Familien fliehen und die Ukraine braucht eure Hilfe,"['https://elinor.network/gastfreundschaft-ukraine/', 'http://www.helpukraine.center', 'https://life.pravda.com.ua/health/2022/02/27/247585/']","['elinor.network', 'www.helpukraine.center', 'life.pravda.com.ua']"
44694,44694,0uadPQDws64,Stand With Ukraine,UC64Ydr9mU_lCOvD79X9k1IQ,2022-02-28 23:35:17,יחד לניצחון,"['https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'http://helpukraine.center/en', 'https://supportukrainenow.org/']","['bank.gov.ua', 'helpukraine.center', 'supportukrainenow.org']"
58465,58465,epZ4hsteRaY,ultraviolett stories,UCxHxry8Wg02WJRzoejUWc_g,2022-03-02 16:26:38,Krieg in der Ukraine: Ich habe Angst um meine Familie!,"['https://www.spendenkonto-nothilfe.de/', 'https://www.zdf.de/service-und-hilfe/spendenaufruf-fuer-ukraine-100.html', 'http://www.helpukraine.center/', 'https://elinor.network/gastfreundschaft-ukraine/', 'https://www.host4ukraine.com/', 'https://www.instagram.com/how.to.deutschland/', 'https://www.bpb.de/kurz-knapp/hintergrund-aktuell/287565/vor-fuenf-jahren-russlands-annexion-der-krim/', 'https://www.lpb-bw.de/ukraine-eu-nato', 'https://www.consilium.europa.eu/de/policies/sanctions/restrictive-measures-ukraine-crisis/', 'https://www.zdf.de/nachrichten/politik/ukraine-russland-konflikt-blog-100.html', 'https://www.instagram.com/mcmelski/?hl=de', 'https://www.instagram.com/slimladysashka/?hl=de', 'https://www.youtube.com/c/Sashkaaa', 'https://www.instagram.com/anna.step/?hl=de', 'https://www.instagram.com/riri.dxb/?hl=en', 'https://www.youtube.com/channel/UCxHxry8Wg02WJRzoejUWc_g/videos', 'https://www.youtube.com/funkofficial\u200b', 'https://go.funk.net\u200b', 'https://facebook.com/funk', 'https://www.instagram.com/funk\u200b', 'http://go.funk.net/impressum']","['www.spendenkonto-nothilfe.de', 'www.zdf.de', 'www.helpukraine.center', 'elinor.network', 'www.host4ukraine.com', 'www.instagram.com', 'www.bpb.de', 'www.lpb-bw.de', 'www.consilium.europa.eu', 'www.zdf.de', 'www.instagram.com', 'www.instagram.com', 'www.youtube.com', 'www.instagram.com', 'www.instagram.com', 'www.youtube.com', 'www.youtube.com', 'go.funk.net\u200b', 'facebook.com', 'www.instagram.com', 'go.funk.net']"
93113,93113,7QqmQACn7nI,Ayn Rand Centre UK,UCPasYvikUOas440qbC5hguA,2022-03-07 19:14:31,Fighting for Freedom in Ukraine—an Interview With Nataliya Melnyk - TDO 453 - Nikos & Mark,"['http://helpukraine.center/en', 'https://AynRandCentre.co.uk/become-a-member/', 'https://www.objectivism.co.uk/', 'https://www.youtube.com/AynRandCentreUK', 'https://twitter.com/AynRandCentre', 'https://www.facebook.com/AynRandCentre', 'https://rumble.com/c/c-1254162', 'https://spoti.fi/3y4M5ON']","['helpukraine.center', 'AynRandCentre.co.uk', 'www.objectivism.co.uk', 'www.youtube.com', 'twitter.com', 'www.facebook.com', 'rumble.com', 'spoti.fi']"
93114,93114,7QqmQACn7nI,Ayn Rand Centre UK,UCPasYvikUOas440qbC5hguA,2022-03-07 19:14:31,Fighting for Freedom in Ukraine—an Interview With Nataliya Melnyk - TDO 453 - Nikos & Mark,"['http://helpukraine.center/en', 'https://AynRandCentre.co.uk/become-a-member/', 'https://www.objectivism.co.uk/', 'https://www.youtube.com/AynRandCentreUK', 'https://twitter.com/AynRandCentre', 'https://www.facebook.com/AynRandCentre', 'https://rumble.com/c/c-1254162', 'https://spoti.fi/3y4M5ON']","['helpukraine.center', 'AynRandCentre.co.uk', 'www.objectivism.co.uk', 'www.youtube.com', 'twitter.com', 'www.facebook.com', 'rumble.com', 'spoti.fi']"
110333,110333,VwVmTq3XX10,Karl Clews,UCl2WJPNvF3hYfEXMmna28ew,2022-03-10 16:51:05,Russians by Sting (solo bass arrangement) - Karl Clews on bass,"['https://helpukraine.center/', 'https://www.bogart-bass.de', 'https://www.davidlaboga.com', 'http://www.river-straps.com', 'https://www.harvest-guitar.com', 'https://www.lugville.com', 'http://www.karlclews.com', 'https://www.youtube.com/karlclews', 'https://www.facebook.com/karl.clews', 'https://www.patreon.com/karlclews']","['helpukraine.center', 'www.bogart-bass.de', 'www.davidlaboga.com', 'www.river-straps.com', 'www.harvest-guitar.com', 'www.lugville.com', 'www.karlclews.com', 'www.youtube.com', 'www.facebook.com', 'www.patreon.com']"
110851,110851,5YbMZ3ifoZ8,Sim's Books,UC_GKrR9P-1KNi0B-0MrP6pA,2022-03-10 18:23:40,"March '22 TBR - Koreadathon, Ukrainian Lit, Mental Health Reads, Trans Women, & More","['https://www.caritas.org/where-caritas-work/europe/ukraine/', 'https://voices.org.ua/en/', 'https://helpukraine.center/en', 'https://syriarelief.org.uk/', 'https://irusa.org/middle-east/yemen/', 'https://www.montrosecenter.org/', 'https://esperanzacenter.org/', 'https://www.transtexas.org/', 'https://www.equalitytexas.org/', 'https://twitter.com/tpridedallas?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'https://www.goodreads.com/book/show/59441986-seeds-for-the-swarm?from_search=true&from_srp=true&qid=EOwXTq7Fxp&rank=1', 'https://simkern.com/', 'https://www.stelliform.press/index.php/books/', 'https://www.indiebound.org/book/9781777091705', 'https://bookshop.org/books/depart-depart/9781777091705%20?aid=2228', 'https://www.amazon.com/Depart-Sim-Kern/dp/1777091705/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1591549285&sr=8-1', 'https://www.barnesandnoble.com/w/depart-depart-sim-kern/1136985364?ean=9781777091705', 'https://twitter.com/sim_kern', 'https://www.instagram.com/sim_bookstagrams_badly/?hl=en']","['www.caritas.org', 'voices.org.ua', 'helpukraine.center', 'syriarelief.org.uk', 'irusa.org', 'www.montrosecenter.org', 'esperanzacenter.org', 'www.transtexas.org', 'www.equalitytexas.org', 'twitter.com', 'www.goodreads.com', 'simkern.com', 'www.stelliform.press', 'www.indiebound.org', 'bookshop.org', 'www.amazon.com', 'www.barnesandnoble.com', 'twitter.com', 'www.instagram.com']"
119847,119847,OLwRQ5bPr5M,FEDORIV VLOG,UCKk1NczxrN2YoJDvjKpKVGw,2022-03-12 15:42:58,War in Ukraine - The real Truth,"['https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://helpukraine.center', 'https://docs.google.com/forms/d/1H_wTrZi3vYGYdiYzzbQRF8_86h9EOzZrv-NwhwR7E9g/viewform?edit_requested=true', 'https://docs.google.com/forms/d/1mT7X6fPMbGrRopjYqlwJbTR6kL5Edmn3qIqDU7Ezw8c/viewform?edit_requested=true']","['bank.gov.ua', 'helpukraine.center', 'docs.google.com', 'docs.google.com']"
119848,119848,OLwRQ5bPr5M,FEDORIV VLOG,UCKk1NczxrN2YoJDvjKpKVGw,2022-03-12 15:42:58,War in Ukraine - The real Truth,"['https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://helpukraine.center', 'https://docs.google.com/forms/d/1H_wTrZi3vYGYdiYzzbQRF8_86h9EOzZrv-NwhwR7E9g/viewform?edit_requested=true', 'https://docs.google.com/forms/d/1mT7X6fPMbGrRopjYqlwJbTR6kL5Edmn3qIqDU7Ezw8c/viewform?edit_requested=true']","['bank.gov.ua', 'helpukraine.center', 'docs.google.com', 'docs.google.com']"
