,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
23690,23690,jVGcTX_AAy8,Gussow's classic blues harmonica videos,UCfYHJbTZklgZU1bEVLaZyvQ,2022-02-26 03:12:38,Ukraine Blues,"['https://pay.fondy.eu/api/checkout?button=59da139c540533216e39fef311708bed', 'https://my.care.org/site/Donation2?df_id=31067&mfc_pref=T&31067.donation=form1', 'https://www.gofundme.com/f/kyivindependent-launch', 'https://www.youtube.com/watch?v=Idom0ZY91Pg']","['pay.fondy.eu', 'my.care.org', 'www.gofundme.com', 'www.youtube.com']"
24672,24672,8YW2TMVp3sU,The Potter Collector,UCvoVMyyL84ywUykEMn862Gg,2022-02-26 07:30:10,Harry Potter Books | Detailed Look at the BEAUTIFUL Ukrainian Editions,['https://www.care.org'],['www.care.org']
24674,24674,8YW2TMVp3sU,The Potter Collector,UCvoVMyyL84ywUykEMn862Gg,2022-02-26 07:30:10,Harry Potter Books | Detailed Look at the BEAUTIFUL Ukrainian Editions,['https://www.care.org'],['www.care.org']
40094,40094,pfdLeTX04Js,Aaron Short Music,UC5sAUZuZVD58aAEYVrcunXw,2022-02-28 11:51:41,Live Concert - Today at 4pm EST/9pm GMT *FUNDRAISER*,['https://www.care.org'],['www.care.org']
44556,44556,fjyqxs_-Y3E,Doug Helvering,UCg0w_o_XPJnT-S1fva7NXyA,2022-02-28 23:04:35,Jinjer: Home Back REACTION/ANALYSIS - In Support of Ukraine - The Daily Doug (Episode 344),"['https://wck.org/', 'https://www.unicefusa.org/', 'https://voices.org.ua/en/', 'https://my.care.org/site/Donation2?df_id=31071&mfc_pref=T&31071.donation=form1&s_src=172220UCFM00&s_subsrc=FY22UkraineCrisisFundMO', 'https://give.unrefugees.org/220224ukr_emer_d_4983/', 'https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine', 'https://www.doctorswithoutborders.org/what-we-do/countries/ukraine', 'https://give.internationalmedicalcorps.org/page/99837/donate/1?ea.tracking.id=DP~UA22~DPHHU2202', 'https://how-to-help-ukraine-now.super.site/?fbclid=IwAR3MWY9F5FoqiKHqqIms_t35opyD17KignnioAfkAVrm28CCd8-dJ3IvbMw', 'https://www.youtube.com/watch?v=MKs_gVgcfM4', 'https://www.youtube.com/watch?v=0t_I_ghmXIQ', 'https://www.patreon.com/doughelvering', 'https://www.instagram.com/doug.helvering', 'https://www.facebook.com/helvering', 'https://www.twitter.com/helvering', 'https://vimeo.com/user146736659', 'https://docs.google.com/spreadsheets/d/1UEvcDKlhqywcJsJobsUgrNi61NP3-c1KFHhgKoKubtg/edit?usp=sharing']","['wck.org', 'www.unicefusa.org', 'voices.org.ua', 'my.care.org', 'give.unrefugees.org', 'www.icrc.org', 'www.doctorswithoutborders.org', 'give.internationalmedicalcorps.org', 'how-to-help-ukraine-now.super.site', 'www.youtube.com', 'www.youtube.com', 'www.patreon.com', 'www.instagram.com', 'www.facebook.com', 'www.twitter.com', 'vimeo.com', 'docs.google.com']"
50608,50608,TJ-LE0KEm1I,RetroGeek Crafts,UC7HK4m6oorImScykUTHWc5g,2022-03-01 17:04:40,A Pony for Ukraine. Charity Auction for the Red Cross. My Little Pony Custom MLP G1 Merry Go Round.,"['https://www.ebay.co.uk/itm/134039633993', 'https://donate.redcross.org.uk/appeal/ukraine-crisis-appeal', 'https://ukrainewar.carrd.co/', 'https://www.peopleinneed.net/donate', 'https://give.internationalmedicalcorps.org/page/99837/donate', 'https://my.care.org/site/Donation2', 'https://www.unicef.org/ukraine/en/donate-now', 'https://www.patreon.com/kyivindependent', 'https://www.patreon.com/ukraineworld', 'https://donate.unhcr.org/int/en/general', 'https://outrightinternational.org/ukraine?form=Ukraine', 'https://www.patreon.com/retrogeekcrafts', 'https://retrogeektoys.com/product-category/shop-by-interest/my-little-pony/', 'https://youtu.be/TsvwEZNGU4k', 'https://amzn.to/3ic57e1', 'https://amzn.to/3aJKLGR', 'https://amzn.to/3bAnFDJ', 'https://amzn.to/3sowfev', 'https://amzn.to/3smrO3T', 'https://amzn.to/33Oxahf', 'https://amzn.to/3g5f3GF', 'https://amzn.to/3oHDMmE', 'https://amzn.to/3id4T6q', 'https://amzn.to/3JeJ8As', 'https://amzn.to/366WKf2', 'https://amzn.to/2N25Lzv', 'https://creativecommons.org/licenses/by/4.0/', 'http://audionautix.com/', 'https://discord.gg/nzvHGxK8', 'https://www.buymeacoffee.com/retrogeekcrafts', 'https://www.instagram.com/retrogeekcrafts/', 'https://www.facebook.com/RetroGeekCrafts/']","['www.ebay.co.uk', 'donate.redcross.org.uk', 'ukrainewar.carrd.co', 'www.peopleinneed.net', 'give.internationalmedicalcorps.org', 'my.care.org', 'www.unicef.org', 'www.patreon.com', 'www.patreon.com', 'donate.unhcr.org', 'outrightinternational.org', 'www.patreon.com', 'retrogeektoys.com', 'youtu.be', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'creativecommons.org', 'audionautix.com', 'discord.gg', 'www.buymeacoffee.com', 'www.instagram.com', 'www.facebook.com']"
50609,50609,TJ-LE0KEm1I,RetroGeek Crafts,UC7HK4m6oorImScykUTHWc5g,2022-03-01 17:04:40,A Pony for Ukraine. Charity Auction for the Red Cross. My Little Pony Custom MLP G1 Merry Go Round.,"['https://www.ebay.co.uk/itm/134039633993', 'https://donate.redcross.org.uk/appeal/ukraine-crisis-appeal', 'https://ukrainewar.carrd.co/', 'https://www.peopleinneed.net/donate', 'https://give.internationalmedicalcorps.org/page/99837/donate', 'https://my.care.org/site/Donation2', 'https://www.unicef.org/ukraine/en/donate-now', 'https://www.patreon.com/kyivindependent', 'https://www.patreon.com/ukraineworld', 'https://donate.unhcr.org/int/en/general', 'https://outrightinternational.org/ukraine?form=Ukraine', 'https://www.patreon.com/retrogeekcrafts', 'https://retrogeektoys.com/product-category/shop-by-interest/my-little-pony/', 'https://youtu.be/TsvwEZNGU4k', 'https://amzn.to/3ic57e1', 'https://amzn.to/3aJKLGR', 'https://amzn.to/3bAnFDJ', 'https://amzn.to/3sowfev', 'https://amzn.to/3smrO3T', 'https://amzn.to/33Oxahf', 'https://amzn.to/3g5f3GF', 'https://amzn.to/3oHDMmE', 'https://amzn.to/3id4T6q', 'https://amzn.to/3JeJ8As', 'https://amzn.to/366WKf2', 'https://amzn.to/2N25Lzv', 'https://creativecommons.org/licenses/by/4.0/', 'http://audionautix.com/', 'https://discord.gg/nzvHGxK8', 'https://www.buymeacoffee.com/retrogeekcrafts', 'https://www.instagram.com/retrogeekcrafts/', 'https://www.facebook.com/RetroGeekCrafts/']","['www.ebay.co.uk', 'donate.redcross.org.uk', 'ukrainewar.carrd.co', 'www.peopleinneed.net', 'give.internationalmedicalcorps.org', 'my.care.org', 'www.unicef.org', 'www.patreon.com', 'www.patreon.com', 'donate.unhcr.org', 'outrightinternational.org', 'www.patreon.com', 'retrogeektoys.com', 'youtu.be', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'creativecommons.org', 'audionautix.com', 'discord.gg', 'www.buymeacoffee.com', 'www.instagram.com', 'www.facebook.com']"
53297,53297,THGwEB3dZKY,Knight Shepherd,UCdEYGlpbWJIg1EJvIHuMHCg,2022-03-02 00:36:01,Never - Ukraine on the Edge of Night,"['https://www.redcross.org.au/ukraine/', 'https://www.care.org.au/appeals/ukraine-humanitarian-crisis/', 'https://www.icrc.org/en/donate/ukraine', 'https://www.youtube.com/watch?v=tF_VKcsQMog']","['www.redcross.org.au', 'www.care.org.au', 'www.icrc.org', 'www.youtube.com']"
65948,65948,Ul601bCR79M,CARE,UCkfWQz1mGqsREjmgwjAWaIQ,2022-03-03 15:44:38,#HerVoice | International Women's Day 2022,['https://www.care.org/hervoice/'],['www.care.org']
65949,65949,Ul601bCR79M,CARE,UCkfWQz1mGqsREjmgwjAWaIQ,2022-03-03 15:44:38,#HerVoice | International Women's Day 2022,['https://www.care.org/hervoice/'],['www.care.org']
