,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
26511,26511,7cDr8vMyyvA,Alicerita,UCCG0E-n-JaTZnzuc8XzYPjQ,2022-02-26 13:22:39,How to support Ukraine during this crisis,"['https://voices.org.ua/en/', 'http://facebook.com/donate/507886070680475', 'http://unitedhelpukraine.org/', 'https://donate.redcross.org.uk/appeal/ukraine-crisis-appeal', 'https://www.gofundme.com/f/helpukraine?qid=546c25e9bfc9c469b7f7a57691d3d7c4', 'https://secure.projecthope.org/site/SPageNavigator/2022_02_Ukraine_Response_Web_UNR.html?s_subsrc=hh1']","['voices.org.ua', 'facebook.com', 'unitedhelpukraine.org', 'donate.redcross.org.uk', 'www.gofundme.com', 'secure.projecthope.org']"
29682,29682,Ath4IxAYOB8,Watch To Donate,UCCJH1K31TTLYhux3v1Yb3NQ,2022-02-26 23:22:24,WATCH TO DONATE TO UKRAINE,"['https://play.google.com/store/apps/details?id=com.playtodonate.myfirstandroidapplication', 'https://distrokid.com/hyperfollow/michelleteh/life-update-remastered', 'https://www.watchtodonate.org', 'https://linktr.ee/watchtodonate', 'https://www.projecthope.org/', 'https://razomforukraine.org/', 'https://linktr.ee/razomforukraine', 'https://tiktok.com/@watchtodonate', 'https://www.instagram.com/_watchtodonate_/']","['play.google.com', 'distrokid.com', 'www.watchtodonate.org', 'linktr.ee', 'www.projecthope.org', 'razomforukraine.org', 'linktr.ee', 'tiktok.com', 'www.instagram.com']"
32865,32865,K5_Iw3zBqbc,Maksim Ivanov,UC5hby9iDkwOTQM7PIjyjbgw,2022-02-27 12:21:12,Help people who suffer in Ukraine,"['https://www.projecthope.org/', 'https://novaukraine.org/', 'https://www.savethechildren.org.uk/', 'https://unicef.se/katastrof/hjalp-ukrainas-barn', 'https://unitedhelpukraine.org/']","['www.projecthope.org', 'novaukraine.org', 'www.savethechildren.org.uk', 'unicef.se', 'unitedhelpukraine.org']"
36335,36335,StfO_H5x4-g,Ranivus Ch,UC04bVDU3xojYhKi6ISFEfOA,2022-02-27 21:32:48,[SERIOUS] Channels have been flagged for showing support for Ukraine [FearSona | Indie V-tuber],"['https://youtube.com/c/fearsona', 'https://twitch.tv/fearsona', 'https://www.icrc.org/en/donate/ukraine', 'https://www.projecthope.org', 'https://razomforukraine.org', 'https://twitter.com/IAPonomarenko/status/1497358324106514434', 'https://youtu.be/VxkDBZeNDvU', 'https://twitter.com/FEARSONAYT/status/1497513239747624964/']","['youtube.com', 'twitch.tv', 'www.icrc.org', 'www.projecthope.org', 'razomforukraine.org', 'twitter.com', 'youtu.be', 'twitter.com']"
46931,46931,TQHQz93NS_g,itsANDYandJAS,UC83SeV1i4K6XjjQFEZzrCKg,2022-03-01 08:48:27,NMIXX (엔믹스) - 'TANK' (占) | SONG REVIEW + LYRICS EXPLAINED!,"['https://shorturl.at/fgsO4', 'https://shorturl.at/fuMO9', 'https://www.projecthope.org/', 'https://www.youtube.com/watch?v=-Qxjp3Fe7ME', 'https://www.oftenalone.com', 'https://www.instagram.com/itsandyandjas/', 'https://www.instagram.com/jasbae/', 'https://www.instagram.com/andrewpark/', 'https://twitter.com/itsandyandjas', 'https://www.patreon.com/andyandjas']","['shorturl.at', 'shorturl.at', 'www.projecthope.org', 'www.youtube.com', 'www.oftenalone.com', 'www.instagram.com', 'www.instagram.com', 'www.instagram.com', 'twitter.com', 'www.patreon.com']"
68939,68939,T7DKCWWhPkk,Joe Scott - TMI,UCqi721JsXlf0wq3Z_cNA_Ew,2022-03-03 23:34:34,Slava Ukraini | TMI,"['https://www.youtube.com/watch?v=LJNtfyq3TDE', 'https://www.youtube.com/watch?v=If61baWF4GE', 'https://www.youtube.com/user/flintyara/featured', 'https://www.youtube.com/channel/UCnmEz-Q8w4meSGoQdd-cQBw', 'https://savelife.in.ua/en/donate/', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://www.rsukraine.org/about-us', 'https://bit.ly/3CiidAD', 'https://razomforukraine.org/', 'https://www.projecthope.org/', 'https://www.uahospitals.org/', 'https://voices.org.ua/en/']","['www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'savelife.in.ua', 'bank.gov.ua', 'www.rsukraine.org', 'bit.ly', 'razomforukraine.org', 'www.projecthope.org', 'www.uahospitals.org', 'voices.org.ua']"
95095,95095,n9FDhUjt-j4,Anthony Michael,UCA45071Og2Kamr1eDKW2Scw,2022-03-08 03:42:29,God bless Ukraine and it’s people,"['https://unicefusa.org', 'https://airbnb.org', 'https://my.care.org', 'https://convoyofhope.org', 'https://donate.coreresponse.org', 'https://donate.doctorswithoutborders.org', 'https://secure.projecthope.org']","['unicefusa.org', 'airbnb.org', 'my.care.org', 'convoyofhope.org', 'donate.coreresponse.org', 'donate.doctorswithoutborders.org', 'secure.projecthope.org']"
102302,102302,MRU88nOn884,Jeremy Ragsdale,UC_YMyDKldYVKm1ruW5MhNHA,2022-03-09 09:22:21,UKRAINE CHARITY STREAM!  Let's raise money together with live music and your requests! 🎹🎙🦁,"['https://streamlabscharity.com/@jeremy-ragsdale/project-hope-for-ukraine', 'https://www.projecthope.org/', 'https://www.jeremyragsdale.com/jrsonglist2', 'https://streamlabscharity.com/@jeremy-ragsdale/project-hope-for-ukraine', 'https://1upcoin.com/donate/youtube/theplaylistrocks', 'https://www.youtube.com/channel/UC_YMyDKldYVKm1ruW5MhNHA/join', 'https://discord.gg/9hAABfh', 'https://www.jeremyragsdale.com', 'https://www.facebook.com/jragsmusic/', 'https://www.instagram.com/ragsdalemusic/', 'https://twitter.com/JeremyRagsdale', 'https://discord.gg/9hAABfh']","['streamlabscharity.com', 'www.projecthope.org', 'www.jeremyragsdale.com', 'streamlabscharity.com', '1upcoin.com', 'www.youtube.com', 'discord.gg', 'www.jeremyragsdale.com', 'www.facebook.com', 'www.instagram.com', 'twitter.com', 'discord.gg']"
102304,102304,MRU88nOn884,Jeremy Ragsdale,UC_YMyDKldYVKm1ruW5MhNHA,2022-03-09 09:22:21,UKRAINE CHARITY STREAM!  Let's raise money together with live music and your requests! 🎹🎙🦁,"['https://streamlabscharity.com/@jeremy-ragsdale/project-hope-for-ukraine', 'https://www.projecthope.org/', 'https://www.jeremyragsdale.com/jrsonglist2', 'https://streamlabscharity.com/@jeremy-ragsdale/project-hope-for-ukraine', 'https://1upcoin.com/donate/youtube/theplaylistrocks', 'https://www.youtube.com/channel/UC_YMyDKldYVKm1ruW5MhNHA/join', 'https://discord.gg/9hAABfh', 'https://www.jeremyragsdale.com', 'https://www.facebook.com/jragsmusic/', 'https://www.instagram.com/ragsdalemusic/', 'https://twitter.com/JeremyRagsdale', 'https://discord.gg/9hAABfh']","['streamlabscharity.com', 'www.projecthope.org', 'www.jeremyragsdale.com', 'streamlabscharity.com', '1upcoin.com', 'www.youtube.com', 'discord.gg', 'www.jeremyragsdale.com', 'www.facebook.com', 'www.instagram.com', 'twitter.com', 'discord.gg']"
123047,123047,pPmRDD_rl1c,Anthro nauts,UCBYxkmp6WrrwkXMCUHdx1Pw,2022-03-13 10:54:36,Slava Ukraini !,"['https://redcross.org.ua/en/', 'https://linktr.ee/help_me_ukraine2', 'https://my.care.org/site/Donation2?df_id=31071&mfc_pref=T&31071.donation=form1&s_src=172220UCFM00&s_subsrc=FY22UkraineCrisisFundMO', 'https://kyivindependent.com/', 'https://secure.projecthope.org/site/SPageNavigator/2022_02_Ukraine_Response_Web_UNR.html?s_subsrc=hh1', 'https://www.care.org/', 'https://www.YouTube.com/Anthronauts?sub_confirmation=1', 'https://Anthronauts.com', 'https://www.facebook.com/Anthronauts', 'https://Twitter.com/@AnthronautsCom', 'https://Instagram.com/Anthronautical', 'https://www.tumblr.com/search/anthronauts.com', 'https://Anthronautical@gmail.com', 'https://www.merriam-webster.com/', 'https://www.wikipedia.org/', 'https://www.americananthro.org/']","['redcross.org.ua', 'linktr.ee', 'my.care.org', 'kyivindependent.com', 'secure.projecthope.org', 'www.care.org', 'www.YouTube.com', 'Anthronauts.com', 'www.facebook.com', 'Twitter.com', 'Instagram.com', 'www.tumblr.com', 'Anthronautical@gmail.com', 'www.merriam-webster.com', 'www.wikipedia.org', 'www.americananthro.org']"
