,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
40750,40750,jVvuZIPoQYQ,Немного о праве от Ростислава Кравца,UCbUi0k2ob0BHsl2O7lZ6U3w,2022-02-28 13:26:50,Відсторонення зупинено. Всіх повинні поновити.,"['https://t.me/rkravetsUA', 'https://tiktok.com/@rkravetsua', 'https://moz.gov.ua/article/ministry-mandates/nakaz-moz-ukraini-vid-25022022--380-pro-zupinennja-dii-nakazu-ministerstva-ohoroni-zdorov%E2%80%99ja-ukraini-vid-04-zhovtnja-2021-roku--2153']","['t.me', 'tiktok.com', 'moz.gov.ua']"
41442,41442,qhmeKv643LI,Журналіст Антон Жила,UCTs-Bc3hhMGrq4YiCuJ0J-Q,2022-02-28 15:03:19,Терміново для відсторонених - вас мають поновити! Перемовини Україна - Росія як я це бачу!,"['https://moz.gov.ua/article/ministry-mandates/nakaz-moz-ukraini-vid-25022022--380-pro-zupinennja-dii-nakazu-ministerstva-ohoroni-zdorov%e2%80%99ja-ukraini-vid-04-zhovtnja-2021-roku--2153', 'https://invite.viber.com/?g2=AQBdyaHPAAm9I00FtdyrmNEmsJXsJAIk%2BUfNEfUKRZvJLjBPaJqOYS6YhAO2DQfe', 'https://t.me/vinpravaliudyny', 'https://invite.viber.com/?g2=AQBBCqY2sbkMdU5Pvs%2BEKn8guga1jTAvmVg48Ahelltuh5XybeGFvQhmg6uQv6no', 'https://invite.viber.com/?g2=AQBW%2BfsrM916KU3h32pATalLhjCs4%2Ffpln2gGiPFFPr2I2ZdoufaFx68ujMujz9O', 'https://invite.viber.com/?g2=AQAJRIvPo5i92k48P%2BkvKjyb8cvmmFAh0aR57Kum3aiMppP76%2Fp%2FlZtO7paz1kX7']","['moz.gov.ua', 'invite.viber.com', 't.me', 'invite.viber.com', 'invite.viber.com', 'invite.viber.com']"
45522,45522,BktIVQX3A8A,Impression Blend,UCNn4abWwUhzNWVnahuOJ6cQ,2022-03-01 03:06:56,This is important!,"['https://how-to-help-ukraine-now.super.site/', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://uahelp.monobank.ua', 'https://savelife.in.ua/en/donate/', 'https://armysos.com.ua/en/help-the-army', 'http://wings-phoenix.org.ua/en/about-fund/', 'https://vostok-sos.org/en/make-a-donation/', 'https://www.rsukraine.org', 'https://moz.gov.ua/article/news/moz-ta-chervonij-hrest-vidkrivajut-rahunok-dlja-dopomogi-medikam', 'https://redcross.org.ua/en/2022/02/donate-to-support-the-ukrainian-red-cross-to-help-civilians-in-this-difficult-time-for-ukraine/', 'https://voices.org.ua/en/donat/', 'https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine/', 'https://www.icrc.org/en/donate/ukraine', 'https://how-to-help-ukraine-now.super.site/sign-the-petition', 'https://www.patreon.com/ImpressionBlend', 'http://www.twitter.com/ImpressionBlend', 'http://instagram.com/impressionblend', 'http://letterboxd.com/ImpressionBlend', 'http://www.goodreads.com/ImpressionBlend', 'http://www.impressionblend.com', 'https://www.youtube.com/c/StephCozzaStudios']","['how-to-help-ukraine-now.super.site', 'bank.gov.ua', 'uahelp.monobank.ua', 'savelife.in.ua', 'armysos.com.ua', 'wings-phoenix.org.ua', 'vostok-sos.org', 'www.rsukraine.org', 'moz.gov.ua', 'redcross.org.ua', 'voices.org.ua', 'www.unicef.org.uk', 'www.icrc.org', 'how-to-help-ukraine-now.super.site', 'www.patreon.com', 'www.twitter.com', 'instagram.com', 'letterboxd.com', 'www.goodreads.com', 'www.impressionblend.com', 'www.youtube.com']"
45523,45523,BktIVQX3A8A,Impression Blend,UCNn4abWwUhzNWVnahuOJ6cQ,2022-03-01 03:06:56,This is important!,"['https://how-to-help-ukraine-now.super.site/', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://uahelp.monobank.ua', 'https://savelife.in.ua/en/donate/', 'https://armysos.com.ua/en/help-the-army', 'http://wings-phoenix.org.ua/en/about-fund/', 'https://vostok-sos.org/en/make-a-donation/', 'https://www.rsukraine.org', 'https://moz.gov.ua/article/news/moz-ta-chervonij-hrest-vidkrivajut-rahunok-dlja-dopomogi-medikam', 'https://redcross.org.ua/en/2022/02/donate-to-support-the-ukrainian-red-cross-to-help-civilians-in-this-difficult-time-for-ukraine/', 'https://voices.org.ua/en/donat/', 'https://www.unicef.org.uk/donate/donate-now-to-protect-children-in-ukraine/', 'https://www.icrc.org/en/donate/ukraine', 'https://how-to-help-ukraine-now.super.site/sign-the-petition', 'https://www.patreon.com/ImpressionBlend', 'http://www.twitter.com/ImpressionBlend', 'http://instagram.com/impressionblend', 'http://letterboxd.com/ImpressionBlend', 'http://www.goodreads.com/ImpressionBlend', 'http://www.impressionblend.com', 'https://www.youtube.com/c/StephCozzaStudios']","['how-to-help-ukraine-now.super.site', 'bank.gov.ua', 'uahelp.monobank.ua', 'savelife.in.ua', 'armysos.com.ua', 'wings-phoenix.org.ua', 'vostok-sos.org', 'www.rsukraine.org', 'moz.gov.ua', 'redcross.org.ua', 'voices.org.ua', 'www.unicef.org.uk', 'www.icrc.org', 'how-to-help-ukraine-now.super.site', 'www.patreon.com', 'www.twitter.com', 'instagram.com', 'letterboxd.com', 'www.goodreads.com', 'www.impressionblend.com', 'www.youtube.com']"
49084,49084,PLVJjF0Mej4,V  E  R  B  A ,UCQg2AzkYEueS5giD84wxLdg,2022-03-01 14:00:09,STAND WITH UKRAINE! My country is on fire 😭,"['https://www.instagram.com/ru_land_club/', 'https://bank.gov.ua/ua/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://moz.gov.ua/article/news/dopomozhit-ukrainskij-armii-ta-medikam#', 'https://www.patreon.com/uanimals', 'https://www.patreon.com/nika_minchenko', 'https://secure.wayforpay.com/payment/scbf0f73833e6', 'https://ru-land.club/']","['www.instagram.com', 'bank.gov.ua', 'moz.gov.ua', 'www.patreon.com', 'www.patreon.com', 'secure.wayforpay.com', 'ru-land.club']"
49086,49086,PLVJjF0Mej4,V  E  R  B  A ,UCQg2AzkYEueS5giD84wxLdg,2022-03-01 14:00:09,STAND WITH UKRAINE! My country is on fire 😭,"['https://www.instagram.com/ru_land_club/', 'https://bank.gov.ua/ua/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://moz.gov.ua/article/news/dopomozhit-ukrainskij-armii-ta-medikam#', 'https://www.patreon.com/uanimals', 'https://www.patreon.com/nika_minchenko', 'https://secure.wayforpay.com/payment/scbf0f73833e6', 'https://ru-land.club/']","['www.instagram.com', 'bank.gov.ua', 'moz.gov.ua', 'www.patreon.com', 'www.patreon.com', 'secure.wayforpay.com', 'ru-land.club']"
119851,119851,JQ6TO2Fmyps,V  E  R  B  A ,UCQg2AzkYEueS5giD84wxLdg,2022-03-12 15:44:19,We have barely survived Russian bombing | My War Story,"['https://bank.gov.ua/ua/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://moz.gov.ua/article/news/dopomozhit-ukrainskij-armii-ta-medikam#', 'https://www.patreon.com/uanimals', 'https://www.patreon.com/nika_minchenko', 'https://secure.wayforpay.com/payment/scbf0f73833e6', 'https://ru-land.club/']","['bank.gov.ua', 'moz.gov.ua', 'www.patreon.com', 'www.patreon.com', 'secure.wayforpay.com', 'ru-land.club']"
119853,119853,JQ6TO2Fmyps,V  E  R  B  A ,UCQg2AzkYEueS5giD84wxLdg,2022-03-12 15:44:19,We have barely survived Russian bombing | My War Story,"['https://bank.gov.ua/ua/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://moz.gov.ua/article/news/dopomozhit-ukrainskij-armii-ta-medikam#', 'https://www.patreon.com/uanimals', 'https://www.patreon.com/nika_minchenko', 'https://secure.wayforpay.com/payment/scbf0f73833e6', 'https://ru-land.club/']","['bank.gov.ua', 'moz.gov.ua', 'www.patreon.com', 'www.patreon.com', 'secure.wayforpay.com', 'ru-land.club']"
260239,260239,xkdtSsvwIog,deleted channel.,UCsNIXEZW81dJmnpbBi_VRCQ,2022-04-20 16:32:57,Russia is a Fascist State and HERE'S WHY,"['https://savelife.in.ua/donate/', 'https://moz.gov.ua/article/news/moz-ta-chervonij-hrest-vidkrivajut-rahunok-dlja-dopomogi-medikam?fbclid=IwAR2kADsXNRvLleFLAe2w39PNpqW0Lu8DDR6M_jKrCphTJ-ES9-eylA_c4tE', 'https://t.me/zedigital/1107', 'https://www.patreon.com/complete_history']","['savelife.in.ua', 'moz.gov.ua', 't.me', 'www.patreon.com']"
273011,273011,19CCN9rp_Eg,ECHAlliance,UCV0UHb7Vwn26p-mTqvFP2rw,2022-04-27 07:21:16,Hear directly from the Ministry of Health in Ukraine - Oleksii Iaremenko talks to ECHAlliance,"['https://echalliance.com/news/ukraine-health-connector/', 'https://echalliance.com/wp-content/uploads/2022/04/Humanitarian-request_MOH__Ukraine_15April2022_eng-1.pdf', 'https://moz.gov.ua/dopomozhit-ukrainskim-medikam-ta-armii', 'https://en.moz.gov.ua/article/news/we-invite-our-foreign-colleagues-to-work-in-medical-institutions-during-this-difficult-time']","['echalliance.com', 'echalliance.com', 'moz.gov.ua', 'en.moz.gov.ua']"
