,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
20662,20662,gPetJxszqk4,Generation Tech,UCvHdYD2Qchr9RFJTgIPIuDw,2022-02-25 17:35:07,Support Ukraine 🇺🇦  http://redcross.org.ua/donate/,"['https://www.facebook.com/donate/507886070680475/', 'https://www.gofundme.com/f/kyivindependent-launch', 'https://www.patreon.com/kyivindependent', 'https://novaukraine.org/donate/', 'https://armysos.com.ua/en/', 'https://donate.redcrossredcrescent.org/dl/hub/~my-donation?_cv=1']","['www.facebook.com', 'www.gofundme.com', 'www.patreon.com', 'novaukraine.org', 'armysos.com.ua', 'donate.redcrossredcrescent.org']"
28927,28927,s48AaDwWzmk,Irene Rudnyk,UCkuqaHz3WWM2oUgFh3H9q9w,2022-02-26 20:08:42,"My Homeland has been Invaded, How You Can Help Ukraine","['https://uacrisis.org/en/', 'https://savelife.in.ua/en/donate/', 'https://armysos.com.ua/pomoch-armii', 'https://www.facebook.com/hospitallers/posts/2953630548255167', 'http://wings-phoenix.org.ua/en/about-fund/', 'https://www.uwvm.org.ua/?page_id=3437&lang=en', 'https://vostok-sos.org/pidtrymaty/donation/', 'https://www.facebook.com/donate/337101825010055/', 'https://novaukraine.org/', 'https://www.peopleinneed.net/donate/once?amount=1000&accountId=7', 'https://donate.redcross.ca/page/100227/donate/', 'https://www.unicef.org/ukraine/en/donate-now', 'https://www.patreon.com/kyivindependent', 'https://www.gofundme.com/f/kyivindependent-launch', 'https://www.patreon.com/ukraineworld', 'https://give.unrefugees.org/200106wint_mainpg_d_3000?utm_medium=referral&utm_source=donate.unhcr.org&utm_campaign=US_PS_EN_WINTER21_211112&utm_content=rf1115648&SF_onetime=7011K000001IB1kQAG&SF_monthly=7011K000001IB1lQAG', 'https://www.tiktok.com/@xenasolo', 'https://twitter.com/ZelenskyyUa?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor']","['uacrisis.org', 'savelife.in.ua', 'armysos.com.ua', 'www.facebook.com', 'wings-phoenix.org.ua', 'www.uwvm.org.ua', 'vostok-sos.org', 'www.facebook.com', 'novaukraine.org', 'www.peopleinneed.net', 'donate.redcross.ca', 'www.unicef.org', 'www.patreon.com', 'www.gofundme.com', 'www.patreon.com', 'give.unrefugees.org', 'www.tiktok.com', 'twitter.com']"
28928,28928,s48AaDwWzmk,Irene Rudnyk,UCkuqaHz3WWM2oUgFh3H9q9w,2022-02-26 20:08:42,"My Homeland has been Invaded, How You Can Help Ukraine","['https://uacrisis.org/en/', 'https://savelife.in.ua/en/donate/', 'https://armysos.com.ua/pomoch-armii', 'https://www.facebook.com/hospitallers/posts/2953630548255167', 'http://wings-phoenix.org.ua/en/about-fund/', 'https://www.uwvm.org.ua/?page_id=3437&lang=en', 'https://vostok-sos.org/pidtrymaty/donation/', 'https://www.facebook.com/donate/337101825010055/', 'https://novaukraine.org/', 'https://www.peopleinneed.net/donate/once?amount=1000&accountId=7', 'https://donate.redcross.ca/page/100227/donate/', 'https://www.unicef.org/ukraine/en/donate-now', 'https://www.patreon.com/kyivindependent', 'https://www.gofundme.com/f/kyivindependent-launch', 'https://www.patreon.com/ukraineworld', 'https://give.unrefugees.org/200106wint_mainpg_d_3000?utm_medium=referral&utm_source=donate.unhcr.org&utm_campaign=US_PS_EN_WINTER21_211112&utm_content=rf1115648&SF_onetime=7011K000001IB1kQAG&SF_monthly=7011K000001IB1lQAG', 'https://www.tiktok.com/@xenasolo', 'https://twitter.com/ZelenskyyUa?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor']","['uacrisis.org', 'savelife.in.ua', 'armysos.com.ua', 'www.facebook.com', 'wings-phoenix.org.ua', 'www.uwvm.org.ua', 'vostok-sos.org', 'www.facebook.com', 'novaukraine.org', 'www.peopleinneed.net', 'donate.redcross.ca', 'www.unicef.org', 'www.patreon.com', 'www.gofundme.com', 'www.patreon.com', 'give.unrefugees.org', 'www.tiktok.com', 'twitter.com']"
30698,30698,r7Ic4UIgslk,Saher Galt,UC3pbGtUQ6kpvsWWavypDaUw,2022-02-27 04:36:57,Ghosts of Kyiv | A song for Ukraine,"['https://unitedhelpukraine.org/about-us', 'https://novaukraine.org/', 'https://www.facebook.com/donate/507886070680475/', 'https://voices.org.ua/en/', 'https://www.facebook.com/HappyPawFund', 'https://spoti.fi/35nkQVY', 'https://apple.co/3tqn3b8', 'https://www.patreon.com/sahergalt', 'https://www.facebook/galtmusic', 'https://www.facebook.com/sahergalt', 'https://www.instagram.com/sahergalt', 'https://www.twitter.com/galtmusic']","['unitedhelpukraine.org', 'novaukraine.org', 'www.facebook.com', 'voices.org.ua', 'www.facebook.com', 'spoti.fi', 'apple.co', 'www.patreon.com', 'www.facebook', 'www.facebook.com', 'www.instagram.com', 'www.twitter.com']"
30699,30699,r7Ic4UIgslk,Saher Galt,UC3pbGtUQ6kpvsWWavypDaUw,2022-02-27 04:36:57,Ghosts of Kyiv | A song for Ukraine,"['https://unitedhelpukraine.org/about-us', 'https://novaukraine.org/', 'https://www.facebook.com/donate/507886070680475/', 'https://voices.org.ua/en/', 'https://www.facebook.com/HappyPawFund', 'https://spoti.fi/35nkQVY', 'https://apple.co/3tqn3b8', 'https://www.patreon.com/sahergalt', 'https://www.facebook/galtmusic', 'https://www.facebook.com/sahergalt', 'https://www.instagram.com/sahergalt', 'https://www.twitter.com/galtmusic']","['unitedhelpukraine.org', 'novaukraine.org', 'www.facebook.com', 'voices.org.ua', 'www.facebook.com', 'spoti.fi', 'apple.co', 'www.patreon.com', 'www.facebook', 'www.facebook.com', 'www.instagram.com', 'www.twitter.com']"
32759,32759,jF3w2DgS4dM,Germane,UCJuQfl0OvRZl-tX4IoGJAbQ,2022-02-27 12:04:48,WAR IN UKRAINE | IRREGULAR LATVIAN,"['https://vostok-sos.org/en/', 'https://voices.org.ua/en/', 'https://donate.redcrossredcrescent.org/ua/donate/~my-donation?_cv=1', 'https://novaukraine.org/']","['vostok-sos.org', 'voices.org.ua', 'donate.redcrossredcrescent.org', 'novaukraine.org']"
32865,32865,K5_Iw3zBqbc,Maksim Ivanov,UC5hby9iDkwOTQM7PIjyjbgw,2022-02-27 12:21:12,Help people who suffer in Ukraine,"['https://www.projecthope.org/', 'https://novaukraine.org/', 'https://www.savethechildren.org.uk/', 'https://unicef.se/katastrof/hjalp-ukrainas-barn', 'https://unitedhelpukraine.org/']","['www.projecthope.org', 'novaukraine.org', 'www.savethechildren.org.uk', 'unicef.se', 'unitedhelpukraine.org']"
34264,34264,ARXdHB4ZprM,Peter Santenello,UC3Vuq4Q1bKFtAiKYlwRv3oA,2022-02-27 16:00:09,What's Happening In Ukraine? 🇺🇦,"['https://novaukraine.org/?fbclid=IwAR10a46Ingk3o4h5080OqVW3r8ZGA0E407Mu6VINKP5qrivzkTfFowaWp2Q', 'https://www.paypal.com/paypalme/peter...', 'https://www.patreon.com/petersantenello', 'https://bit.ly/3yVXktx', 'https://www.instagram.com/petersanten...', 'https://www.youtube.com/channel/UC3Vu...', 'https://www.facebook.com/PeterSantenello', 'https://petersantenello.com/', 'https://twitter.com/petersantenello?l...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://amzn.to/32d87iD', 'https://www.apple.com/iphone-12-pro/', 'https://amzn.to/37HRuN8', 'https://amzn.to/2V8Z5kY', 'https://amzn.to/2V93LHM', 'https://amzn.to/2HHWfeZ', 'https://amzn.to/2PaRvCH', 'https://amzn.to/328XFIS', 'https://amzn.to/38HoMNE', 'https://amzn.to/2SVX6xQ']","['novaukraine.org', 'www.paypal.com', 'www.patreon.com', 'bit.ly', 'www.instagram.com', 'www.youtube.com', 'www.facebook.com', 'petersantenello.com', 'twitter.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'amzn.to', 'www.apple.com', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to']"
34265,34265,ARXdHB4ZprM,Peter Santenello,UC3Vuq4Q1bKFtAiKYlwRv3oA,2022-02-27 16:00:09,What's Happening In Ukraine? 🇺🇦,"['https://novaukraine.org/?fbclid=IwAR10a46Ingk3o4h5080OqVW3r8ZGA0E407Mu6VINKP5qrivzkTfFowaWp2Q', 'https://www.paypal.com/paypalme/peter...', 'https://www.patreon.com/petersantenello', 'https://bit.ly/3yVXktx', 'https://www.instagram.com/petersanten...', 'https://www.youtube.com/channel/UC3Vu...', 'https://www.facebook.com/PeterSantenello', 'https://petersantenello.com/', 'https://twitter.com/petersantenello?l...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://www.youtube.com/playlist?list...', 'https://amzn.to/32d87iD', 'https://www.apple.com/iphone-12-pro/', 'https://amzn.to/37HRuN8', 'https://amzn.to/2V8Z5kY', 'https://amzn.to/2V93LHM', 'https://amzn.to/2HHWfeZ', 'https://amzn.to/2PaRvCH', 'https://amzn.to/328XFIS', 'https://amzn.to/38HoMNE', 'https://amzn.to/2SVX6xQ']","['novaukraine.org', 'www.paypal.com', 'www.patreon.com', 'bit.ly', 'www.instagram.com', 'www.youtube.com', 'www.facebook.com', 'petersantenello.com', 'twitter.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'amzn.to', 'www.apple.com', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to', 'amzn.to']"
38208,38208,-tXmQ9rZZBM,Free Brave Ukraine,UCLIzNsMWZbhPnu7hbBujK7g,2022-02-28 05:55:38,Free Brave Ukraine,"['https://www.doctorswithoutborders.org', 'https://www.icrc.org/en/donate/ukraine', 'https://novaukraine.org/donate/', 'https://www.rsukraine.org/about-us', 'https://uacrisis.org/en/help-ukraine', 'https://give.unrefugees.org/220224ukr_emer_d_4983/', 'https://www.unicefusa.org/', 'https://unitedhelpukraine.org/about-us', 'https://voices.org.ua/donat/', 'https://twitter.com/Ukraine']","['www.doctorswithoutborders.org', 'www.icrc.org', 'novaukraine.org', 'www.rsukraine.org', 'uacrisis.org', 'give.unrefugees.org', 'www.unicefusa.org', 'unitedhelpukraine.org', 'voices.org.ua', 'twitter.com']"
