,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
4077,4077,DD2tBrhX214,Academic Agent,UCyawG3aTE7RmNQcFQskDWcw,2022-02-23 01:48:55,UO 9.8: Putin Makes His Move / Canada becomes Openly Totalitarian,"['https://twitter.com/iohndee', 'https://www.youtube.com/c/BasedLiz', 'https://www.youtube.com/channel/UC4W0613PdnkBupKL4Ywjf9w', 'https://twitter.com/redpilledhawk', 'https://forbiddentexts.substack.com/', 'https://www.amazon.co.uk/dp/B09GXK8PVQ/', 'https://unpopular.academy/', 'https://www.academic-agency.com/bundles/the-trivium', 'https://www.academic-agency.com/courses/foundations-of-rhetoric', 'https://www.academic-agency.com/courses/foundations-of-logic', 'https://www.academic-agency.com/courses/foundations-of-writing', 'https://www.academic-agency.com/courses/foundations-of-economics', 'https://www.youtube.com/channel/UCyawG3aTE7RmNQcFQskDWcw/join', 'https://teespring.com/stores/aas-house-of-merchandise', 'https://www.subscribestar.com/academic-agent', 'https://www.paypal.com/paypalme/AcademicAgent', 'https://fundly.com/help-aa-1', 'https://entropystream.live/app/AcademicAgent']","['twitter.com', 'www.youtube.com', 'www.youtube.com', 'twitter.com', 'forbiddentexts.substack.com', 'www.amazon.co.uk', 'unpopular.academy', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.youtube.com', 'teespring.com', 'www.subscribestar.com', 'www.paypal.com', 'fundly.com', 'entropystream.live']"
15174,15174,iz6TLpnNmls,Yelena Nikitskaya,UCAVeLp35FIHVn52MRsctXBg,2022-02-25 01:55:11,Украинцы в беде. Нужна помощь!,['https://fundly.com/aid-to-the-people-of-ukraine-during-war'],['fundly.com']
29883,29883,a7KljAkmsk8,L'ESULE CANALE UFFICIALE - THE LEO ZAGAMI SHOW,UC3cSHiJOsa3z3zR2a6R2Z-A,2022-02-27 00:18:41,EUROPA NEL PANICO 5 MILIONI DI PROFUGHI IN ARRIVO E PUTIN DICHIARA LE SANZIONI UN ATTO DI GUERRA!,"['https://www.gofundme.com/f/the-leo-zagami-show-lesule', 'https://fundly.com/leo-lyon-zagami-channel', 'https://t.me/LEOLYONZAGAMI', 'https://www.youtube.com/channel/UCgMFjcV64MvgO78DbxU9QpQ', 'https://www.youtube.com/channel/UCs0gi1XTLWjlKNvfEweRl4g', 'https://www.youtube.com/channel/UCZ8CaBZZRb-unQQX5rFwmEg', 'https://www.youtube.com/channel/UCHUdMztuSiY_a9wbD5GGynA', 'https://www.youtube.com/channel/UC3cSHiJOsa3z3zR2a6R2Z-A', 'https://www.amazon.it/dp/B09KBSFHD2/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B09K26D9QQ/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B09L3H93FQ?fbclid=IwAR0_8LVPb451ujcz-O-aIh1WWa0XzL0Zi8VqLgqPMAcgq2qkTkGefRlWWUI', 'https://www.amazon.it/Lesperienza-Elio-Zagami/dp/1978302932', 'https://www.ebay.it/itm/304292350380?mkevt=1&mkcid=16&mkrid=724-127637-2357-0&f', 'https://twitter.com/OrdoUniversalis', 'https://rumble.com/register/LeoZagami/', 'https://www.amazon.it/dp/B095JF6BX2/ref=cm_sw_r_fm_apa_glt_i_4XEVYNHBGSB70F0NBTQZ', 'https://www.amazon.it/CONFESSIONI-ILLUMINATO-VOL-Spionaggio-Satanismo-ebook/dp/B095SXVJLQ/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1622304788&sr=1-1', 'https://www.bitchute.com/video/vd8I97SaihxS/', 'https://www.amazon.it/dp/B08NZLC7JX', 'https://www.amazon.it/Confessioni-Illuminato-2-Leo-Zagami-ebook/dp/B08P3M34KK/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B08F8994WX/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/Confessioni-Illuminato-Verit%C3%A0-Illuminati-Mondiale-ebook/dp/B08FGD8FDF/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://gab.com/RealLeoZagami', 'https://www.facebook.com/LeoZagami888/', 'https://mewe.com/i/leozagami']","['www.gofundme.com', 'fundly.com', 't.me', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.ebay.it', 'twitter.com', 'rumble.com', 'www.amazon.it', 'www.amazon.it', 'www.bitchute.com', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'gab.com', 'www.facebook.com', 'mewe.com']"
43095,43095,u-Xi4kcKczY,Academic Agent,UCyawG3aTE7RmNQcFQskDWcw,2022-02-28 18:45:38,The Deepest Lore #71: The Most Ridiculous and Fake Propaganda from the Russia-Ukraine Conflict,"['https://www.youtube.com/channel/UCnQ04NWvy-j47g-0BNRsZew', 'https://forbiddentexts.substack.com/', 'https://www.amazon.co.uk/dp/B09GXK8PVQ/', 'https://unpopular.academy/', 'https://www.academic-agency.com/bundles/the-trivium', 'https://www.academic-agency.com/courses/foundations-of-rhetoric', 'https://www.academic-agency.com/courses/foundations-of-logic', 'https://www.academic-agency.com/courses/foundations-of-writing', 'https://www.academic-agency.com/courses/foundations-of-economics', 'https://www.youtube.com/channel/UCyawG3aTE7RmNQcFQskDWcw/join', 'https://teespring.com/stores/aas-house-of-merchandise', 'https://www.subscribestar.com/academic-agent', 'https://www.paypal.com/paypalme/AcademicAgent', 'https://fundly.com/help-aa-1', 'https://entropystream.live/app/AcademicAgent']","['www.youtube.com', 'forbiddentexts.substack.com', 'www.amazon.co.uk', 'unpopular.academy', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.youtube.com', 'teespring.com', 'www.subscribestar.com', 'www.paypal.com', 'fundly.com', 'entropystream.live']"
46952,46952,jk2hcF4x9bs,Ivan S,UC1H2g6Mb745h1A9QtOpqPCQ,2022-03-01 08:53:37,"Beke4Ukraine - More bread, more need",['https://fundly.com/bake4ukraine'],['fundly.com']
52717,52717,4kinylZ7hm4,L'ESULE CANALE UFFICIALE - THE LEO ZAGAMI SHOW,UC3cSHiJOsa3z3zR2a6R2Z-A,2022-03-01 22:13:23,MEGLIO NON RIDERE PIÙ DELLE PREVISIONI DI ZAGAMI PERCHÉ IL PEGGIO DEVE ANCORA VENIRE,"['https://www.gofundme.com/f/the-leo-zagami-show-lesule', 'https://fundly.com/leo-lyon-zagami-channel', 'https://t.me/LEOLYONZAGAMI', 'https://www.youtube.com/channel/UCgMFjcV64MvgO78DbxU9QpQ', 'https://www.youtube.com/channel/UCs0gi1XTLWjlKNvfEweRl4g', 'https://www.youtube.com/channel/UCZ8CaBZZRb-unQQX5rFwmEg', 'https://www.youtube.com/channel/UCHUdMztuSiY_a9wbD5GGynA', 'https://www.youtube.com/channel/UC3cSHiJOsa3z3zR2a6R2Z-A', 'https://www.amazon.it/dp/B09KBSFHD2/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B09K26D9QQ/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B09L3H93FQ?fbclid=IwAR0_8LVPb451ujcz-O-aIh1WWa0XzL0Zi8VqLgqPMAcgq2qkTkGefRlWWUI', 'https://www.amazon.it/Lesperienza-Elio-Zagami/dp/1978302932', 'https://www.ebay.it/itm/304292350380?mkevt=1&mkcid=16&mkrid=724-127637-2357-0&f', 'https://twitter.com/OrdoUniversalis', 'https://rumble.com/register/LeoZagami/', 'https://www.amazon.it/dp/B095JF6BX2/ref=cm_sw_r_fm_apa_glt_i_4XEVYNHBGSB70F0NBTQZ', 'https://www.amazon.it/CONFESSIONI-ILLUMINATO-VOL-Spionaggio-Satanismo-ebook/dp/B095SXVJLQ/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1622304788&sr=1-1', 'https://www.bitchute.com/video/vd8I97SaihxS/', 'https://www.amazon.it/dp/B08NZLC7JX', 'https://www.amazon.it/Confessioni-Illuminato-2-Leo-Zagami-ebook/dp/B08P3M34KK/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B08F8994WX/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/Confessioni-Illuminato-Verit%C3%A0-Illuminati-Mondiale-ebook/dp/B08FGD8FDF/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://gab.com/RealLeoZagami', 'https://www.facebook.com/LeoZagami888/', 'https://mewe.com/i/leozagami']","['www.gofundme.com', 'fundly.com', 't.me', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.ebay.it', 'twitter.com', 'rumble.com', 'www.amazon.it', 'www.amazon.it', 'www.bitchute.com', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'gab.com', 'www.facebook.com', 'mewe.com']"
53510,53510,579rRHge0WM,Academic Agent,UCyawG3aTE7RmNQcFQskDWcw,2022-03-02 01:28:57,UO 9.9: Russia-Ukraine and the Exhaustion of Living in Post-Modern Unreality,"['https://www.academic-agency.com/courses/foundations-of-politics', 'https://twitter.com/iohndee', 'https://www.youtube.com/c/ThePrudentialist', 'https://twitter.com/simon__roberts', 'https://twitter.com/Surfer_Binary', 'https://www.youtube.com/channel/UCoJ9VPc1Cl8F0DPR-6DJpRg', 'https://forbiddentexts.substack.com/', 'https://www.amazon.co.uk/dp/B09GXK8PVQ/', 'https://unpopular.academy/', 'https://www.academic-agency.com/bundles/the-trivium', 'https://www.academic-agency.com/courses/foundations-of-rhetoric', 'https://www.academic-agency.com/courses/foundations-of-logic', 'https://www.academic-agency.com/courses/foundations-of-writing', 'https://www.academic-agency.com/courses/foundations-of-economics', 'https://www.youtube.com/channel/UCyawG3aTE7RmNQcFQskDWcw/join', 'https://teespring.com/stores/aas-house-of-merchandise', 'https://www.subscribestar.com/academic-agent', 'https://www.paypal.com/paypalme/AcademicAgent', 'https://fundly.com/help-aa-1', 'https://entropystream.live/app/AcademicAgent']","['www.academic-agency.com', 'twitter.com', 'www.youtube.com', 'twitter.com', 'twitter.com', 'www.youtube.com', 'forbiddentexts.substack.com', 'www.amazon.co.uk', 'unpopular.academy', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.academic-agency.com', 'www.youtube.com', 'teespring.com', 'www.subscribestar.com', 'www.paypal.com', 'fundly.com', 'entropystream.live']"
73907,73907,GBJBTtb8LC8,L'ESULE CANALE UFFICIALE - THE LEO ZAGAMI SHOW,UC3cSHiJOsa3z3zR2a6R2Z-A,2022-03-04 16:18:40,KIEV UNDER SEIGE,"['https://www.amazon.com/Confessions-Illuminati-Occult-Populist-Reject-ebook/dp/B09S16H9HW/ref=sr_1_1?qid=1644637112&refinements=p_27%3ALeo+Zagami&s=books&sr=1-1', 'https://t.me/LEOLYONZAGAMI', 'https://fundly.com/leo-lyon-zagami-channel', 'https://www.gofundme.com/f/the-leo-zagami-show-lesule', 'https://www.youtube.com/channel/UCgMFjcV64MvgO78DbxU9QpQ', 'https://www.youtube.com/channel/UC3cSHiJOsa3z3zR2a6R2Z-A', 'https://www.youtube.com/channel/UCs0gi1XTLWjlKNvfEweRl4g', 'https://www.youtube.com/channel/UCZ8CaBZZRb-unQQX5rFwmEg', 'https://www.youtube.com/channel/UCHUdMztuSiY_a9wbD5GGynA', 'https://www.amazon.com/Confessions-Illuminati-Decline-Satanism-Society-ebook/dp/B07BQVQ9ZM/ref=sr_1_1?dchild=1&keywords=Confessions+of+an+Illuminati+Volume+5%3A+The+Decline+of+the+West+and+the+Rise+of+Satanism+in+our+Society&qid=1588956850&s=digital-text&sr=1-1', 'https://www.amazon.com/Confessions-Illuminati-Decline-Satanism-Society-ebook/dp/B07BQVQ9ZM', 'https://www.amazon.com/dp/1679105434/ref=cm_sw_r_fa_awdo_t1_kGIaEbKMF61NP?fbclid=IwAR2ayxAv16FsFMVBDow7CPhdIctj9_X2bEiQjPHbbjyMFfbJtwb88NZW64M', 'https://www.amazon.com/Confessions-Illuminati-Four-Renaissance-Invisible-ebook/dp/B082ZTFTHV', 'https://www.amazon.com/Confessions-Illuminati-6-66-Artificial-Intelligence-ebook/dp/B07NS8WS9V/ref=sr_1_2?s=books&ie=UTF8&qid=1550411820&sr=1-2&keywords=vol.+6.66', 'https://www.amazon.com/dp/1796904694/ref=cm_sw_r_fa_awdo_t1_2dvACb2HVH6TP', 'https://gab.com/RealLeoZagami', 'https://www.facebook.com/LeoZagami888/', 'https://me']","['www.amazon.com', 't.me', 'fundly.com', 'www.gofundme.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.amazon.com', 'www.amazon.com', 'www.amazon.com', 'www.amazon.com', 'www.amazon.com', 'www.amazon.com', 'gab.com', 'www.facebook.com', 'me']"
82177,82177,iN90NTe0W1E,L'ESULE CANALE UFFICIALE - THE LEO ZAGAMI SHOW,UC3cSHiJOsa3z3zR2a6R2Z-A,2022-03-05 22:07:12,LA NATO DELUDE L'UCRAINA MENTRE PUTIN RIPETE CHE LE SANZIONI SONO UN ATTO DI GUERRA!,"['https://www.gofundme.com/f/the-leo-zagami-show-lesule', 'https://fundly.com/leo-lyon-zagami-channel', 'https://t.me/LEOLYONZAGAMI', 'https://www.youtube.com/channel/UCgMFjcV64MvgO78DbxU9QpQ', 'https://www.youtube.com/channel/UCs0gi1XTLWjlKNvfEweRl4g', 'https://www.youtube.com/channel/UCZ8CaBZZRb-unQQX5rFwmEg', 'https://www.youtube.com/channel/UCHUdMztuSiY_a9wbD5GGynA', 'https://www.youtube.com/channel/UC3cSHiJOsa3z3zR2a6R2Z-A', 'https://www.amazon.it/dp/B09KBSFHD2/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B09K26D9QQ/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B09L3H93FQ?fbclid=IwAR0_8LVPb451ujcz-O-aIh1WWa0XzL0Zi8VqLgqPMAcgq2qkTkGefRlWWUI', 'https://www.amazon.it/Lesperienza-Elio-Zagami/dp/1978302932', 'https://www.ebay.it/itm/304292350380?mkevt=1&mkcid=16&mkrid=724-127637-2357-0&f', 'https://twitter.com/OrdoUniversalis', 'https://rumble.com/register/LeoZagami/', 'https://www.amazon.it/dp/B095JF6BX2/ref=cm_sw_r_fm_apa_glt_i_4XEVYNHBGSB70F0NBTQZ', 'https://www.amazon.it/CONFESSIONI-ILLUMINATO-VOL-Spionaggio-Satanismo-ebook/dp/B095SXVJLQ/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1622304788&sr=1-1', 'https://www.bitchute.com/video/vd8I97SaihxS/', 'https://www.amazon.it/dp/B08NZLC7JX', 'https://www.amazon.it/Confessioni-Illuminato-2-Leo-Zagami-ebook/dp/B08P3M34KK/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B08F8994WX/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/Confessioni-Illuminato-Verit%C3%A0-Illuminati-Mondiale-ebook/dp/B08FGD8FDF/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://gab.com/RealLeoZagami', 'https://www.facebook.com/LeoZagami888/', 'https://mewe.com/i/leozagami']","['www.gofundme.com', 'fundly.com', 't.me', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.ebay.it', 'twitter.com', 'rumble.com', 'www.amazon.it', 'www.amazon.it', 'www.bitchute.com', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'gab.com', 'www.facebook.com', 'mewe.com']"
94336,94336,X1zygcI688Q,L'ESULE CANALE UFFICIALE - THE LEO ZAGAMI SHOW,UC3cSHiJOsa3z3zR2a6R2Z-A,2022-03-07 23:56:13,CINA ACCUSA NATO DI PROTEGGERE TAIWAN MENTRE SI PREPARA CON LA RUSSIA ALLA GUERRA MONDIALE,"['https://www.gofundme.com/f/the-leo-zagami-show-lesule', 'https://fundly.com/leo-lyon-zagami-channel', 'https://t.me/LEOLYONZAGAMI', 'https://www.youtube.com/channel/UCgMFjcV64MvgO78DbxU9QpQ', 'https://www.youtube.com/channel/UCs0gi1XTLWjlKNvfEweRl4g', 'https://www.youtube.com/channel/UCZ8CaBZZRb-unQQX5rFwmEg', 'https://www.youtube.com/channel/UCHUdMztuSiY_a9wbD5GGynA', 'https://www.youtube.com/channel/UC3cSHiJOsa3z3zR2a6R2Z-A', 'https://www.amazon.it/dp/B09KBSFHD2/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B09K26D9QQ/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B09L3H93FQ?fbclid=IwAR0_8LVPb451ujcz-O-aIh1WWa0XzL0Zi8VqLgqPMAcgq2qkTkGefRlWWUI', 'https://www.amazon.it/Lesperienza-Elio-Zagami/dp/1978302932', 'https://www.ebay.it/itm/304292350380?mkevt=1&mkcid=16&mkrid=724-127637-2357-0&f', 'https://twitter.com/OrdoUniversalis', 'https://rumble.com/register/LeoZagami/', 'https://www.amazon.it/dp/B095JF6BX2/ref=cm_sw_r_fm_apa_glt_i_4XEVYNHBGSB70F0NBTQZ', 'https://www.amazon.it/CONFESSIONI-ILLUMINATO-VOL-Spionaggio-Satanismo-ebook/dp/B095SXVJLQ/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1622304788&sr=1-1', 'https://www.bitchute.com/video/vd8I97SaihxS/', 'https://www.amazon.it/dp/B08NZLC7JX', 'https://www.amazon.it/Confessioni-Illuminato-2-Leo-Zagami-ebook/dp/B08P3M34KK/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/dp/B08F8994WX/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=', 'https://www.amazon.it/Confessioni-Illuminato-Verit%C3%A0-Illuminati-Mondiale-ebook/dp/B08FGD8FDF/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=', 'https://gab.com/RealLeoZagami', 'https://www.facebook.com/LeoZagami888/', 'https://mewe.com/i/leozagami']","['www.gofundme.com', 'fundly.com', 't.me', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.ebay.it', 'twitter.com', 'rumble.com', 'www.amazon.it', 'www.amazon.it', 'www.bitchute.com', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'www.amazon.it', 'gab.com', 'www.facebook.com', 'mewe.com']"
