,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
38208,38208,-tXmQ9rZZBM,Free Brave Ukraine,UCLIzNsMWZbhPnu7hbBujK7g,2022-02-28 05:55:38,Free Brave Ukraine,"['https://www.doctorswithoutborders.org', 'https://www.icrc.org/en/donate/ukraine', 'https://novaukraine.org/donate/', 'https://www.rsukraine.org/about-us', 'https://uacrisis.org/en/help-ukraine', 'https://give.unrefugees.org/220224ukr_emer_d_4983/', 'https://www.unicefusa.org/', 'https://unitedhelpukraine.org/about-us', 'https://voices.org.ua/donat/', 'https://twitter.com/Ukraine']","['www.doctorswithoutborders.org', 'www.icrc.org', 'novaukraine.org', 'www.rsukraine.org', 'uacrisis.org', 'give.unrefugees.org', 'www.unicefusa.org', 'unitedhelpukraine.org', 'voices.org.ua', 'twitter.com']"
44556,44556,fjyqxs_-Y3E,Doug Helvering,UCg0w_o_XPJnT-S1fva7NXyA,2022-02-28 23:04:35,Jinjer: Home Back REACTION/ANALYSIS - In Support of Ukraine - The Daily Doug (Episode 344),"['https://wck.org/', 'https://www.unicefusa.org/', 'https://voices.org.ua/en/', 'https://my.care.org/site/Donation2?df_id=31071&mfc_pref=T&31071.donation=form1&s_src=172220UCFM00&s_subsrc=FY22UkraineCrisisFundMO', 'https://give.unrefugees.org/220224ukr_emer_d_4983/', 'https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine', 'https://www.doctorswithoutborders.org/what-we-do/countries/ukraine', 'https://give.internationalmedicalcorps.org/page/99837/donate/1?ea.tracking.id=DP~UA22~DPHHU2202', 'https://how-to-help-ukraine-now.super.site/?fbclid=IwAR3MWY9F5FoqiKHqqIms_t35opyD17KignnioAfkAVrm28CCd8-dJ3IvbMw', 'https://www.youtube.com/watch?v=MKs_gVgcfM4', 'https://www.youtube.com/watch?v=0t_I_ghmXIQ', 'https://www.patreon.com/doughelvering', 'https://www.instagram.com/doug.helvering', 'https://www.facebook.com/helvering', 'https://www.twitter.com/helvering', 'https://vimeo.com/user146736659', 'https://docs.google.com/spreadsheets/d/1UEvcDKlhqywcJsJobsUgrNi61NP3-c1KFHhgKoKubtg/edit?usp=sharing']","['wck.org', 'www.unicefusa.org', 'voices.org.ua', 'my.care.org', 'give.unrefugees.org', 'www.icrc.org', 'www.doctorswithoutborders.org', 'give.internationalmedicalcorps.org', 'how-to-help-ukraine-now.super.site', 'www.youtube.com', 'www.youtube.com', 'www.patreon.com', 'www.instagram.com', 'www.facebook.com', 'www.twitter.com', 'vimeo.com', 'docs.google.com']"
58286,58286,6OEnKe_rAvk,Martyn Lucas,UCtLX_WUFhoyXjkE9zJZMfAQ,2022-03-02 16:00:11,Creators for Peace - Support Ukraine. Unicef Ukraine Donation #CreatorsForPeace,"['https://www.unicefusa.org/supporters/volunteers/fundraisers?form=FUNKBHMZQDQ&fundraiser=NMYRJGRU', 'https://gpay.app.goo.gl/pay-1b0ohVTWFgd', 'https://www.martynlucas.com/song-list', 'https://www.youtube.com/martynlucas', 'https://www.amazon.com/shop/martynlucas', 'https://restream.io/join/kN6GN', 'https://www.ecamm.com/mac/ecammlive/?fp_ref=martyn47', 'https://www.martynlucas.com/', 'https://martynlucas.com/links', 'https://www.martynlucas.com/shop', 'https://anchor.fm/martyn-lucas', 'https://discord.gg/9jwqF4f2RQ', 'https://www.youtube.com/martynlucas', 'https://www.youtube.com/TheDayTrader1', 'https://www.youtube.com/channel/UCQev7uEmS6Jnj0ACOHpm9Xw', 'https://www.tiktok.com/@martynlucas2', 'https://www.tiktok.com/@martynlucas', 'https://www.martynlucas.com/', 'https://livestreamercafe.com/viewer.php?sid=2', 'https://www.facebook.com/martyn.lucas1', 'https://www.instagram.com/martynlucas1/', 'https://twitter.com/martynlucas']","['www.unicefusa.org', 'gpay.app.goo.gl', 'www.martynlucas.com', 'www.youtube.com', 'www.amazon.com', 'restream.io', 'www.ecamm.com', 'www.martynlucas.com', 'martynlucas.com', 'www.martynlucas.com', 'anchor.fm', 'discord.gg', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.tiktok.com', 'www.tiktok.com', 'www.martynlucas.com', 'livestreamercafe.com', 'www.facebook.com', 'www.instagram.com', 'twitter.com']"
58716,58716,bpweTlUQow8,Last Oasis,UCWMX_vn1At2Uf6Z47cQWWbg,2022-03-02 17:00:09,A Message about Ukraine from serr,"['https://www.comebackalive.in.ua/', 'https://donate.wck.org/give/393234#!/donation/checkout', 'https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481?form=FUNKBHMZQDQ', 'https://donate.unhcr.org/int/en/ukraine-emergency#_ga=2.256213705.376254045.1646185599-1413720149.1646185599', 'https://uacrisis.org/en/help-ukraine']","['www.comebackalive.in.ua', 'donate.wck.org', 'www.unicefusa.org', 'donate.unhcr.org', 'uacrisis.org']"
58738,58738,xAhWFELrWwU,TheBlueJerome,UCAPoBhJQHKZkz5xNWZWnUTA,2022-03-02 17:00:16,"♪ ""HEARTS FIGHT ON"" - A Minecraft Original Lyrics Video (Ukraine War Tribute)  ♪","['https://www.unicefusa.org/?form=FUNKBHMZQDQ', 'https://www.youtube.com/c/Imagineerz', 'https://open.spotify.com/track/1QK4g977dVvUmC8FjMB6fd?si=83e51b3a90084dd2', 'https://twitter.com/BlueJerome']","['www.unicefusa.org', 'www.youtube.com', 'open.spotify.com', 'twitter.com']"
78938,78938,94_pzukSPwE,a million pictures,UChvlCHTr2He0kmg8qKzsf8w,2022-03-05 10:55:02,Kit & Muskie - Stand with Ukraine,"['http://maps.secondlife.com/secondlife/Hawaii%20Surf/95/92/33', 'https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine', 'https://www.savethechildren.org/us/where-we-work/ukraine']","['maps.secondlife.com', 'www.unicefusa.org', 'www.savethechildren.org']"
79735,79735,rowyXxGYvqA,Transport Evolved,UC675NhQ4EU5TzwCMwYp5XCw,2022-03-05 13:33:58,"TEN 376: Auto Industry Responds to Ukraine, TSLA GigaBerlin Approval, Rivian Price Hike","['https://www.youtube.com/channel/UC675NhQ4EU5TzwCMwYp5XCw/join', 'https://www.patreon.com/transportevolved', 'https://ko-fi.com/transportevolved', 'https://www.youtube.com/transportevolvedtake2', 'https://www.twitter.com/TransportEvolve', 'https://discord.gg/9WAjfQn', 'https://www.redbubble.com/people/TransportEVd/', 'https://www.youtube.com/channel/UCZWSrDEYcNoio7QaetV_JKA', 'https://www.unicefusa.org/stories/unicef-children-crossfire-ukraine-crisis/39542?utm_campaign=20220225_Emergencies&utm_medium=Organic&utm_source=UkraineWebStoryChildrenFeb2022&utm_content=LearnMoreUkraineWebStoryChildrenFeb2022&ms=Organic_PRL_2022_Emergencies_20220225_UkraineWebStoryChildrenFeb2022_LearnMoreUkraineWebStoryChildrenFeb2022_none_none&initialms=Organic_PRL_2022_Emergencies_20220225_UkraineWebStoryChildrenFeb2022_LearnMoreUkraineWebStoryChildrenFeb2022_none_none', 'https://www.doctorswithoutborders.org/what-we-do/countries/ukraine', 'https://www.icrc.org/en/where-we-work/europe-central-asia/ukraine', 'https://www.unrefugees.org/what-we-do/', 'https://my.care.org/site/Donation2?df_id=31071&mfc_pref=T&31071.donation=form1&s_src=172220UCFM00&s_subsrc=FY22UkraineCrisisFundMO']","['www.youtube.com', 'www.patreon.com', 'ko-fi.com', 'www.youtube.com', 'www.twitter.com', 'discord.gg', 'www.redbubble.com', 'www.youtube.com', 'www.unicefusa.org', 'www.doctorswithoutborders.org', 'www.icrc.org', 'www.unrefugees.org', 'my.care.org']"
91904,91904,xh7deDWVYMI,John Coogan,UC3_BakzLfadvFrsnClMFWmQ,2022-03-07 16:00:34,Debunking Russia’s Crypto “Loophole”,"['https://www.unicefusa.org/stories/unicef-children-are-bearing-brunt-intensifying-crisis-ukraine/39481?form=FUNKBHMZQDQ', 'https://twitter.com/Ukraine/status/1497594592438497282', 'http://johncoogan.com', 'http://soylent.com', 'http://lucy.co,', 'https://youtu.be/QvZSdDC9rWo', 'https://youtu.be/K1xWaua-nLI', 'https://youtu.be/1FNQ108h8iM', 'https://twitter.com/johncoogan']","['www.unicefusa.org', 'twitter.com', 'johncoogan.com', 'soylent.com', 'lucy.co,', 'youtu.be', 'youtu.be', 'youtu.be', 'twitter.com']"
93801,93801,hmnNXWQrByU,k-nemo,UCwPOos8h68UmcVNv1ZG97Pg,2022-03-07 21:32:04,Make a ribbon to support Ukraine #CreatorsWithUkraine,"['https://www.icrc.org/en/donate/ukraine', 'https://www.care.org/', 'https://www.doctorswithoutborders.org/what-we-do/news-stories/news/msf-assesses-response-ukraine-conflict-escalates', 'https://ukraine.ua/news/donate-to-the-nbu-fund/', 'https://www.unicefusa.org/stories/unicef-children-crossfire-ukraine-crisis/39542?utm_content=Ukraine2&ms=cpc_dig_2021_Ukraine2_20210801_google_Ukraine2_delve_None&initialms=cpc_dig_2020_Ukraine2_20210801_google_Ukraine2_delve_None&gclid=CjwKCAiAjoeRBhAJEiwAYY3nDJGpRj9lAnIfwRWrqdAoq5oWZOJjzwvRlzpf2F2Okri9rop-w3MNFhoC4UwQAvD_BwE', 'https://wck.org/', 'https://voices.org.ua/en/', 'https://www.unrefugees.org/what-we-do/', 'https://give.internationalmedicalcorps.org/page/99837/donate/1?ea.tracking.id=DP~UA22~DPHHU2202', 'https://www.globalgiving.org/projects/ukraine-crisis-relief-fund/', 'https://juf.org/Ukraine/?source=Ukraine-Donate-Page', 'https://www.pah.org.pl/', 'https://www.hias.org/', 'https://www.globalgiving.org/projects/support-displaced-ukrainians-in-poland/']","['www.icrc.org', 'www.care.org', 'www.doctorswithoutborders.org', 'ukraine.ua', 'www.unicefusa.org', 'wck.org', 'voices.org.ua', 'www.unrefugees.org', 'give.internationalmedicalcorps.org', 'www.globalgiving.org', 'juf.org', 'www.pah.org.pl', 'www.hias.org', 'www.globalgiving.org']"
93802,93802,hmnNXWQrByU,k-nemo,UCwPOos8h68UmcVNv1ZG97Pg,2022-03-07 21:32:04,Make a ribbon to support Ukraine #CreatorsWithUkraine,"['https://www.icrc.org/en/donate/ukraine', 'https://www.care.org/', 'https://www.doctorswithoutborders.org/what-we-do/news-stories/news/msf-assesses-response-ukraine-conflict-escalates', 'https://ukraine.ua/news/donate-to-the-nbu-fund/', 'https://www.unicefusa.org/stories/unicef-children-crossfire-ukraine-crisis/39542?utm_content=Ukraine2&ms=cpc_dig_2021_Ukraine2_20210801_google_Ukraine2_delve_None&initialms=cpc_dig_2020_Ukraine2_20210801_google_Ukraine2_delve_None&gclid=CjwKCAiAjoeRBhAJEiwAYY3nDJGpRj9lAnIfwRWrqdAoq5oWZOJjzwvRlzpf2F2Okri9rop-w3MNFhoC4UwQAvD_BwE', 'https://wck.org/', 'https://voices.org.ua/en/', 'https://www.unrefugees.org/what-we-do/', 'https://give.internationalmedicalcorps.org/page/99837/donate/1?ea.tracking.id=DP~UA22~DPHHU2202', 'https://www.globalgiving.org/projects/ukraine-crisis-relief-fund/', 'https://juf.org/Ukraine/?source=Ukraine-Donate-Page', 'https://www.pah.org.pl/', 'https://www.hias.org/', 'https://www.globalgiving.org/projects/support-displaced-ukrainians-in-poland/']","['www.icrc.org', 'www.care.org', 'www.doctorswithoutborders.org', 'ukraine.ua', 'www.unicefusa.org', 'wck.org', 'voices.org.ua', 'www.unrefugees.org', 'give.internationalmedicalcorps.org', 'www.globalgiving.org', 'juf.org', 'www.pah.org.pl', 'www.hias.org', 'www.globalgiving.org']"
