,Unnamed: 0,video_id,channel_title,channel_id,date,video_title,video_links,domains
30604,30604,183aLNK8Rn0,magrit_alessa,UCxD-4oywP_o6acH0HGhchLw,2022-02-27 04:08:13,"#MMWC(21 Feb 2022-27 Feb 2022): THE HARDKISS, Скрябін, KOZAK SYSTEM,ТНМК, Океан Ельзи, БЕZ ОБМЕЖЕНЬ","['https://savelife.in.ua/donate', 'https://savelife.in.ua/en/donate-en/', 'https://www.comebackalive.in.ua/uk/donate', 'https://prytulafoundation.org', 'https://koloua.com', 'https://www.hospitallers.life', 'https://u24.gov.ua', 'https://bank.gov.ua/ua/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://vulpianorecords.bandcamp.com/album/rampar', 'https://www.youtube.com/watch?v=y-WOw8Bv6_8', 'https://www.youtube.com/watch?v=YnqPII-qT78', 'https://www.youtube.com/watch?v=l5hBEkvLVS8', 'https://www.youtube.com/watch?v=oT_a2H98F-M', 'https://www.youtube.com/watch?v=qsU8ydFB4yk', 'https://www.youtube.com/watch?v=wc6wpEck3DE', 'https://www.youtube.com/watch?v=GZlRzArUfKw', 'https://www.youtube.com/watch?v=xgr9AEyySbo', 'https://www.youtube.com/watch?v=FWH7lRJ6mPw', 'https://www.youtube.com/watch?v=KMijqA1may8', 'https://magrit-alessa.tumblr.com/', 'https://twitter.com/magrit_alessa']","['savelife.in.ua', 'savelife.in.ua', 'www.comebackalive.in.ua', 'prytulafoundation.org', 'koloua.com', 'www.hospitallers.life', 'u24.gov.ua', 'bank.gov.ua', 'bank.gov.ua', 'vulpianorecords.bandcamp.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'magrit-alessa.tumblr.com', 'twitter.com']"
57834,57834,-RUvCVNeOH0,GSC Game World,UCk96JambgW5zsOBquR63iEQ,2022-03-02 14:59:23,Lights! Camera! War…,['https://u24.gov.ua/'],['u24.gov.ua']
57835,57835,-RUvCVNeOH0,GSC Game World,UCk96JambgW5zsOBquR63iEQ,2022-03-02 14:59:23,Lights! Camera! War…,['https://u24.gov.ua/'],['u24.gov.ua']
109442,109442,kAH_Z9u-6Gw,GeekPic!,UC4MSQVACMIhJQPnnEBNafIg,2022-03-10 13:57:47,Benedict Cumberbatch #stopputin #stopwar #СлаваУкраїні,"['https://www.instagram.com/geekpic.ua/', 'https://t.me/funko_ua', 'https://www.instagram.com/patriotshop_ua/', 'https://send.monobank.ua/jar/5EEzP7LKgC', 'https://u24.gov.ua/']","['www.instagram.com', 't.me', 'www.instagram.com', 'send.monobank.ua', 'u24.gov.ua']"
126053,126053,UT9YbmcQ8mM,magrit_alessa,UCxD-4oywP_o6acH0HGhchLw,2022-03-14 01:35:20,"#MMWC(07 Mar 2022-13 Mar 2022):Joji,Noah Kahan,Florence+The Machine,Fuld Effekt,Travis,Ashmute et al","['https://savelife.in.ua/donate', 'https://savelife.in.ua/en/donate-en/', 'https://www.comebackalive.in.ua/uk/donate', 'https://prytulafoundation.org', 'https://koloua.com', 'https://www.hospitallers.life', 'https://u24.gov.ua', 'https://bank.gov.ua/ua/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi', 'https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-rahunok-dlya-gumanitarnoyi-dopomogi-ukrayintsyam-postrajdalim-vid-rosiyskoyi-agresiyi', 'https://vulpianorecords.bandcamp.com/album/rampar', 'https://www.youtube.com/watch?v=VRSDYZMpMbI', 'https://www.youtube.com/watch?v=jPgKdG3zN8k', 'https://www.youtube.com/watch?v=rCDDw7TltQw', 'https://www.youtube.com/watch?v=KH8w0NqdZfA', 'https://www.youtube.com/watch?v=tG7wLK4aAOE', 'https://www.youtube.com/watch?v=Kn9IixR9YjU', 'https://www.youtube.com/watch?v=JZAYWMVUdNY', 'https://www.youtube.com/watch?v=jN3Ee1tFjXs', 'https://www.youtube.com/watch?v=5HzpPl5a9EA', 'https://www.youtube.com/watch?v=h9CNGPy11Jc']","['savelife.in.ua', 'savelife.in.ua', 'www.comebackalive.in.ua', 'prytulafoundation.org', 'koloua.com', 'www.hospitallers.life', 'u24.gov.ua', 'bank.gov.ua', 'bank.gov.ua', 'bank.gov.ua', 'vulpianorecords.bandcamp.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com', 'www.youtube.com']"
175669,175669,kzK1gl6UoM0,4TheRecord,UCK4l21b4184h4NLtQtaUt8w,2022-03-24 15:38:04,VDV (Russian Airborne Parody) Song - Extended with Bonus Clips (Updated),"['http://U24.gov.ua', 'https://youtube.com/playlist?list=PL9wsAmGh5ZsKc4TMPhBAwntY7G_C-mLaH']","['U24.gov.ua', 'youtube.com']"
188131,188131,NQcAX8L31E0,Atlas Festival,UCejppkpywqL7q0JhgLRjwCQ,2022-03-27 19:28:37,Благодійний телемарафон Save Ukraine — #StopWar,"['https://u24.gov.ua/news/kyiv-berlin-telethon', 'http://atlasfestival.com/', 'https://www.facebook.com/atlas.festival.ua', 'https://instagram.com/atlasweekend', 'https://t.me/atlasweekend', 'https://twitter.com/festival_atlas']","['u24.gov.ua', 'atlasfestival.com', 'www.facebook.com', 'instagram.com', 't.me', 'twitter.com']"
188132,188132,NQcAX8L31E0,Atlas Festival,UCejppkpywqL7q0JhgLRjwCQ,2022-03-27 19:28:37,Благодійний телемарафон Save Ukraine — #StopWar,"['https://u24.gov.ua/news/kyiv-berlin-telethon', 'http://atlasfestival.com/', 'https://www.facebook.com/atlas.festival.ua', 'https://instagram.com/atlasweekend', 'https://t.me/atlasweekend', 'https://twitter.com/festival_atlas']","['u24.gov.ua', 'atlasfestival.com', 'www.facebook.com', 'instagram.com', 't.me', 'twitter.com']"
188337,188337,FUmR6ZBrShQ,Atlas Festival,UCejppkpywqL7q0JhgLRjwCQ,2022-03-27 21:12:39,Alina Pash - Shadows of Forgotten Ancestors | Save Ukraine - #StopWar,['https://u24.gov.ua/news/kyiv-berlin-telethon'],['u24.gov.ua']
188404,188404,5aJtIOEFeQM,Atlas Festival,UCejppkpywqL7q0JhgLRjwCQ,2022-03-27 21:47:48,"ANTYTILA - В той день, коли закінчиться війна | Save Ukraine - #StopWar",['https://u24.gov.ua/news/kyiv-berlin-telethon'],['u24.gov.ua']
